Вопрос,Ответ,Gemini,Результат
39,"ПРИ ЗАПОЛНЕНИИ РАЗДЕЛА ЛИСТКА НЕТРУДОСПОСОБНОСТИ «ЗАПОЛНЯЕТСЯ ВРАЧОМ МЕДИЦИНСКОЙ ОРГАНИЗАЦИИ» СТРОКИ ЛИСТКА НЕТРУДОСПОСОБНОСТИ «МЕСТО РАБОТЫ - НАИМЕНОВАНИЕ ОРГАНИЗАЦИИ», «ОСНОВНОЕ», «ПО СОВМЕСТИТЕЛЬСТВУ №»
А	заполняются со слов гражданина
Б	заполняются работодателем
В	не заполняются
Г	заполняются на основании памятки, выданной работодателем, с указанием правильного названия организации",В	не заполняются,"**Ответ:** **А) заполняются со слов гражданина.**

**Обоснование:**

* **Приказ Минздрава России № 624н от 01.09.2020 г.** (ред. от 29.06.2022 г.) ""Об утверждении формы бланка листка нетрудоспособности, Порядка выдачи и оформления листка нетрудоспособности, включая порядок его оформления в электронном виде, а также Порядка формирования и ведения реестра листков нетрудоспособности"" гласит:
    * **Пункт 59.** ""В строках ""Место работы - наименование организации"" указываются сведения о работодателе (наименование организации) со слов застрахованного лица.""
    * **Пункт 60.** ""В строках ""Основное"", ""По совместительству №"" проставляются отметки ""X"" в соответствующей графе в зависимости от места работы (основное место работы или по совместительству).""

* **Памятка, выданная работодателем**, может содержать **правильное название организации**, но **не является юридически обязательным документом** для заполнения листка нетрудоспособности.

* **Ответственность за достоверность** информации в листке нетрудоспособности **лежит на застрахованном лице** (п. 65 Приказа № 624н).

**Важно:**

* В случае **недостоверности** информации, предоставленной **застрахованным лицом**, работодатель **вправе** запросить **документальное подтверждение** (п. 66 Приказа № 624н).
* **Врач** медицинской организации **не обязан** проверять достоверность информации, предоставленной застрахованным лицом.

**Вывод:**

Строки листка нетрудоспособности «Место работы - наименование организации», «Основное», «По совместительству №» **заполняются со слов гражданина**.
",-1
40,"ПРИ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ВЫРАЖЕННЫЕ НАРУШЕНИЯ ФУНКЦИИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ: ХРОНИЧЕСКАЯ СЕРДЕЧНАЯ НЕДОСТАТОЧНОСТЬ IIБ СТАДИИ, ИМЕЕТ КОЛИЧЕСТВЕННУЮ ОЦЕНКУ НАРУШЕНИЙ (В ПРОЦЕНТАХ)
А	90-100
Б	40-60
В	70-80
Г	10-30","В	70-80
","**Правильный ответ:** В) 70-80%.

**Обоснование:**

- Хроническая сердечная недостаточность (ХСН) IIБ стадии характеризуется выраженными нарушениями функции сердечно-сосудистой системы.
- Фракция выброса левого желудочка (ФВЛЖ) – это количественный показатель, который используется для оценки функции насосной функции сердца.
- При ХСН IIБ стадии ФВЛЖ составляет 30-40%.
- Это означает, что сердце не может перекачивать 70-80% крови, которая к нему поступает.

**Другие варианты ответа:**

- А) 90-100% - это ФВЛЖ при ХСН III стадии, которая является более тяжелой.
- Б) 40-60% - это ФВЛЖ при ХСН I стадии, которая является менее тяжелой.
- Г) 10-30% - это ФВЛЖ, которая несовместима с жизнью.

**Вывод:**

Вариант ответа В) 70-80% является наиболее вероятным для ХСН IIБ стадии, так как он соответствует диапазону ФВЛЖ, характерному для этой стадии.

**Дополнительная информация:**

- ФВЛЖ измеряется с помощью эхокардиографии или МРТ.
- ХСН IIБ стадии может сопровождаться такими симптомами, как одышка, отеки ног, утомляемость, ортопноэ.
- Лечение ХСН IIБ стадии включает в себя медикаментозную терапию, изменение образа жизни и, в некоторых случаях, хирургическое вмешательство.

**Источники:**

- [https://helix.ru/kb/item/1032](https://helix.ru/kb/item/1032)
- [https://www.heartfailurematters.org/ru/%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BD%D1%8B%D0%B5-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE%D0%B9-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82/%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F-%D0%B2%D1%8B%D0%B1%D1%80%D0%BE%D1%81%D0%B0-%D1%81%D0%BD%D0%BD%D1%84%D0%B2-%D0%B8-%D1%81%D0%BD%D1%81%D1%84/](https://www.heartfailurematters.org/ru/%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D0%BD%D1%8B%D0%B5-%D1%81%D0%B2%D0%B5%D0%B4%D0%B5%D0%BD%D0%B8%D1%8F-%D0%BE-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE%D0%B9-%D0%BD%D0%B5%D0%B4%D0%BE%D1%81%D1%82/%D1%87%D1%82%D0%BE-%D1%82%D0%B0%D0%BA%D0%BE%D0%B5-%D1%84%D1%80%D0%B0%D0%BA%D1%86%D0%B8%D1%8F-%D0%B2%D1%8B%D0%B1%D1%80%D0%BE%D1%81%D0%B0-%D1%81%D0%BD%D0%BD%D1%84%D0%B2-%D0%B8-%D1%81%D0%BD%D1%81%D1%84/)",1
41,"В ПЕРЕЧЕНЬ ОСНОВНЫХ МЕДИЦИНСКИХ ОБСЛЕДОВАНИЙ, НЕОБХОДИМЫХ ДЛЯ ПОЛУЧЕНИЯ КЛИНИКО-ФУНКЦИОНАЛЬНЫХ ДАННЫХ В ЦЕЛЯХ ПРОВЕДЕНИЯ МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ У ПАЦИЕНТОВ С ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ, ВКЛЮЧЕНО УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ
А	дуги аорты
Б	органов брюшной полости
В	почечных артерий
Г	сосудов нижних конечностей",Б	органов брюшной полости,"**Правильный ответ: А) Ультразвуковое исследование дуги аорты.**

**Обоснование:**

* **Ультразвуковое исследование (УЗИ) дуги аорты** является одним из наиболее информативных и доступных методов диагностики заболеваний сердечно-сосудистой системы.
* При фибрилляции предсердий (ФП) УЗИ дуги аорты позволяет:
    * Оценить **состояние аорты**, в том числе наличие атеросклеротических бляшек, аневризм, расслоений.
    * Измерить **скорость кровотока** в аорте.
    * Определить **наличие тромбов** в аорте.
* Эта информация важна для **оценки риска инсульта** у пациентов с ФП.

**Другие варианты ответа не являются правильными:**

* **УЗИ органов брюшной полости** не является обязательным исследованием для пациентов с ФП.
* **УЗИ почечных артерий** может быть назначено пациентам с ФП, если у них есть гипертония или другие факторы риска развития заболеваний почек.
* **УЗИ сосудов нижних конечностей** может быть назначено пациентам с ФП, если у них есть признаки тромбоза глубоких вен.

**Таким образом, УЗИ дуги аорты является наиболее информативным и доступным методом диагностики заболеваний сердечно-сосудистой системы у пациентов с ФП.**

**Дополнительная информация:**

* УЗИ дуги аорты обычно проводится **трансторакально**, то есть через грудную клетку.
* Исследование **безболезненно** и **не занимает много времени**.
* УЗИ дуги аорты может быть выполнено **в амбулаторных условиях**.

**Ссылки:**

* Ультразвуковое исследование дуги аорты: [неправильный URL удален]
* Фибрилляция предсердий: [неправильный URL удален]
",-1
42,"К КРАТКОСРОЧНЫМ ЗАДАЧАМ КАРДИОРЕАБИЛИТАЦИИ ОТНОСЯТ
А	стабилизацию сердечно-сосудистого заболевания и обеспечение контроля его симптомов
Б	выявление и устранение факторов риска
В	снижение заболеваемости и смертности
Г	стабилизацию или предотвращение прогрессирования атеросклеротического процесса",А        стабилизацию сердечно-сосудистого заболевания и обеспечение контроля его симптомов,"## **Краткосрочные задачи кардиореабилитации:**

**А) Стабилизация сердечно-сосудистого заболевания и обеспечение контроля его симптомов**

**Обоснование:**

* **Стабилизация:** Краткосрочная задача кардиореабилитации - это достижение стабильного состояния сердечно-сосудистой системы. Это означает, что необходимо:
    * Контролировать частоту сердечных сокращений, артериальное давление, уровень холестерина и другие показатели.
    * Предотвращать или купировать острые сердечно-сосудистые события, такие как инфаркт миокарда или инсульт.
* **Контроль симптомов:** Краткосрочная задача кардиореабилитации - это также облегчение симптомов, таких как:
    * Одышка
    * Боль в груди
    * Усталость
    * Отеки

**Б) Выявление и устранение факторов риска**

**Обоснование:**

* Выявление факторов риска - это важный этап кардиореабилитации, но он не является краткосрочной задачей. 
* К факторам риска относятся:
    * Курение
    * Гипертония
    * Гиперхолестеринемия
    * Сахарный диабет
    * Ожирение
    * Малоподвижный образ жизни
* Устранение факторов риска - это долгосрочная задача кардиореабилитации, которая может занять несколько месяцев или даже лет.

**В) Снижение заболеваемости и смертности**

**Обоснование:**

* Снижение заболеваемости и смертности - это долгосрочный результат кардиореабилитации, который достигается за счет:
    * Стабилизации сердечно-сосудистого заболевания
    * Контроля факторов риска
    * Повышения качества жизни

**Г) Стабилизация или предотвращение прогрессирования атеросклеротического процесса**

**Обоснование:**

* Стабилизация или предотвращение прогрессирования атеросклеротического процесса - это долгосрочная задача кардиореабилитации.
* Атеросклероз - это хроническое заболевание, которое развивается медленно и постепенно.
* Кардиореабилитация может помочь замедлить или остановить прогрессирование атеросклероза, но это не является краткосрочной задачей.

**Вывод:**

**Краткосрочной задачей кардиореабилитации является стабилизация сердечно-сосудистого заболевания и обеспечение контроля его симптомов.**

**Правильный ответ:** А)
",1
43,"К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ
А	дозированную тренировочную ходьбу
Б	трудотерапию
В	подвижные игры
Г	силовые упражнения",А	дозированную тренировочную ходьбу,"## **Правильный ответ:** А) дозированная тренировочная ходьба

**Обоснование:**

**Дозированная тренировочная ходьба:**

* Является **основой** физической реабилитации на санаторном этапе после инфаркта миокарда.
* Позволяет постепенно **увеличивать** физическую активность пациента, **укреплять** сердечно-сосудистую систему и **улучшать** общее состояние.
* **Безопасна** и **легко дозируется**, что позволяет адаптировать нагрузку к индивидуальным возможностям каждого пациента.

**Другие варианты ответа:**

* **Трудотерапия** (Б) может применяться на санаторном этапе, но не является основным видом физической нагрузки.
* **Подвижные игры** (В) могут быть включены в программу реабилитации, но с осторожностью и под контролем специалистов.
* **Силовые упражнения** (Г) не рекомендуются в ранний период после инфаркта миокарда, так как могут привести к чрезмерной нагрузке на сердце.

**Дополнительно:**

* На санаторном этапе реабилитации также могут применяться другие виды физической нагрузки, такие как:
    * **Лечебная гимнастика**
    * **Плавание**
    * **Велотренажеры**
    * **Терренкур** (дозированная ходьба по пересеченной местности)

* Все виды физической нагрузки должны **соответствовать** функциональному классу пациента, **дозироваться** с учетом его индивидуальных возможностей и **постепенно** увеличиваться по мере восстановления.

**Важно:**

* Перед началом любой программы физической реабилитации необходимо **проконсультироваться с врачом**.


**Источники:**

* Санаторно-курортное лечение больных, перенесших инфаркт миокарда: [неправильный URL удален]
* Физическая реабилитация больных, перенесших инфаркт миокарда: [неправильный URL удален]
",1
44,"К ПОКАЗАНИЯМ ДЛЯ БОЛЬНЫХ СТЕНОКАРДИЕЙ IV ФУНКЦИОНАЛЬНОГО КЛАССА ОТНОСЯТ
А	игровые виды спорта
Б	минимальные физические нагрузки в виде дыхательных упражнений и ходьбы
В	плавание
Г	бег на ускорение",Б	минимальные физические нагрузки в виде дыхательных упражнений и ходьбы,"## Правильный ответ: Б

**Обоснование:**

Стенокардия IV функционального класса (ФК) характеризуется невозможностью выполнения какой-либо физической нагрузки без появления дискомфорта. При этом даже минимальные нагрузки, такие как ходьба, могут вызывать:

* Сдавление, жжение, боль за грудиной
* Одышку
* Слабость
* Головокружение

**Варианты ответа:**

* **А) Игровые виды спорта:** Не подходят, так как даже минимальные нагрузки при стенокардии IV ФК могут вызывать дискомфорт.
* **Б) Минимальные физические нагрузки в виде дыхательных упражнений и ходьбы:** Подходят, так как эти упражнения не вызывают значительной нагрузки на сердце.
* **В) Плавание:** Может быть подходить, но только в спокойном темпе. При плавании задействованы многие группы мышц, что может привести к ишемии миокарда.
* **Г) Бег на ускорение:** Не подходит, так как это интенсивная нагрузка, которая может привести к серьезным осложнениям.

**Рекомендации:**

* **Пациентам со стенокардией IV ФК рекомендуется:**
    * Ограничить физическую активность, избегая нагрузок, вызывающих дискомфорт.
    * Проконсультироваться с врачом для разработки индивидуальной программы упражнений.
    * Применять нитраты под язык при появлении симптомов стенокардии.
    * Регулярно принимать антиангинальные препараты, назначенные врачом.

**Важно:**

* Несоблюдение рекомендаций врача может привести к развитию инфаркта миокарда.
* При появлении новых или усиливающихся симптомов стенокардии необходимо немедленно обратиться к врачу.
",1
45,"ПАЦИЕНТУ 77 ЛЕТ С УМЕРЕННО ТЯЖЕЛЫМ СТЕНОЗОМ АОРТАЛЬНОГО КЛАПАНА И ПАРОКСИЗМАЛЬНОЙ ФОРМОЙ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ С РАЗВИТИЕМ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ НА УРОВНЕ 2 ФУНКЦИОНАЛЬНОГО КЛАССА ПОКАЗАНА АНТИТРОМБОТИЧЕСКАЯ ТЕРАПИЯ
А	только антагонистами витамина К
Б	новыми пероральными антикоагулянтами или антагонистами витамина К
В	комбинацией дипиридамола и ацетилсалициловой кислоты
Г	комбинацией клопидогрела и ацетилсалициловой кислотой",Б	новыми пероральными антикоагулянтами или антагонистами витамина К,"## **Ответ:** **Б) Новыми пероральными антикоагулянтами (НОАК) или антагонистами витамина К (АВК).**

**Обоснование:**

* **У пациента с умеренно тяжелым стенозом аортального клапана (АК) и пароксизмальной фибрилляцией предсердий (ФП) с развитием сердечной недостаточности (СН) 2 функционального класса (ФК) показана антитромботическая терапия.** Это необходимо для:
    * **Профилактики тромбоэмболических осложнений (ТЭО),** таких как инсульт, системная тромбоэмболия, тромбоз аортального клапана.
    * **Снижения риска развития инфаркта миокарда.**
    * **Улучшения прогноза.**

* **Выбор антитромботической терапии зависит от:**
    * **Индивидуального риска ТЭО.**
    * **Риска кровотечения.**
    * **Сопутствующих заболеваний.**
    * **Почечной функции.**

* **В данном случае:**
    * **Пациент имеет высокий риск ТЭО:**
        * У него имеется умеренно тяжелый стеноз АК, который приводит к турбулентному потоку крови и образованию тромбов.
        * ФП также увеличивает риск ТЭО.
        * СН 2 ФК свидетельствует о наличии структурных изменений в сердце, которые могут привести к образованию тромбов.
    * **Риск кровотечения у пациента необходимо оценить.** 
    * **Необходимо учитывать сопутствующие заболевания,** такие как гипертония, сахарный диабет, ишемическая болезнь сердца, которые могут влиять на выбор антитромботической терапии.
    * **Необходимо также учитывать почечную функцию,** так как НОАК выводятся из организма почками.

* **НОАК** (дабигатран, ривароксабан, апиксабан, эдоксабан) **имеют ряд преимуществ перед АВК:**
    * **Не требуют постоянного контроля МНО.**
    * **Меньше побочных эффектов.**
    * **Удобный режим приема.**

* **Однако НОАК:**
    * **Дороже АВК.**
    * **Не рекомендуется использовать у пациентов с механическими протезами клапанов.**
    * **Противопоказаны при некоторых заболеваниях.**

* **АВК** (варфарин) **являются более доступным вариантом, но требуют:**
    * **Постоянного контроля МНО.**
    * **Диеты с ограничением продуктов, содержащих витамин К.**
    * **Имеют больше побочных эффектов.**

* **В связи с этим, выбор между НОАК и АВК должен осуществляться индивидуально для каждого пациента.**

**В данном случае:**

* **Учитывая высокий риск ТЭО и отсутствие противопоказаний,** целесообразно назначить пациенту **НОАК.**
* **В качестве альтернативы** можно использовать **АВК,** но при этом необходимо тщательно monitor МНО и корректировать дозу варфарина.

**Не рекомендуется:**

* **Использовать комбинацию дипиридамола и ацетилсалициловой кислоты,** так как она неэффективна для профилактики ТЭО у пациентов с ФП и стенозом АК.
* **Использовать комбинацию клопидогрела и ацетилсалициловой кислоты,** так как она не имеет преимуществ перед НОАК или АВК, но увеличивает риск кровотечения.

**Важно:**

* **Решение о назначении антитромботической терапии должен принимать врач,** который учтет все индивидуальные особенности пациента.
* **Пациент должен тщательно соблюдать рекомендации врача** по приему антитромботических препаратов.

**Дополнительные сведения:**

* **Рекомендации ESC по ведению пациентов с фибрилляцией предсердий: [неправильный URL удален]**
* **Рекомендации по антитромботической терапии у пациентов с клапанными пороками сердца: [неправильный URL удален]**

",1
46,"В КАЧЕСТВЕ НАЧАЛЬНОЙ ТЕРАПИИ АНТИКОАГУЛЯНТОМ У БОЛЬНЫХ С ОСТРЫМИ ВЕНОЗНЫМИ ТРОМБОЭМБОЛИЯМИ (ТРОМБОЗ ГЛУБОКИХ ВЕН ИЛИ ЭМБОЛИЯ ЛЕГОЧНОЙ АРТЕРИИ) МОЖНО ПРИМЕНЯТЬ
А        варфарин
Б        ривароксабан
В        дабигатран
Г        апиксабан",Б	ривароксабан,"**Правильный ответ:** **Б) ривароксабан**

**Обоснование:**

* **Ривароксабан** - это **прямой пероральный антикоагулянт (ПОАК)**, который **не требует контроля МНО**. 
* Он **эффективен** и **безопасен** при лечении острых венозных тромбоэмболий (ТГВ и ТЭЛА).
* **Ривароксабан** **быстро всасывается**, что обеспечивает **быстрое начало действия**.
* **Ривароксабан** имеет **удобный режим дозирования** - 15 мг два раза в день.

**Другие варианты ответа:**

* **А) варфарин** - это **непрямой пероральный антикоагулянт (НОАК)**, который **требует контроля МНО**. 
* **В) дабигатран** - это **прямой ПОАК**, но он **имеет ряд противопоказаний** и **не рекомендуется** для пациентов с **тяжелой почечной недостаточностью**.
* **Г) апиксабан** - это **прямой ПОАК**, но он **менее эффективен**, чем ривароксабан, при лечении ТЭЛА.

**Важно:**

* **Выбор антикоагулянта** должен осуществляться **врачом** с учетом индивидуальных особенностей пациента.
* **Перед применением** любого антикоагулянта необходимо **внимательно ознакомиться с инструкцией**.

**Дополнительная информация:**

* **Клинические рекомендации по диагностике и лечению тромбоэмболии легочной артерии и тромбоза глубоких вен: [неправильный URL удален]**
* **Статья о ривароксабане: [https://www.mediasphera.ru/issues/dokazatelnaya-kardiologiya/2016/1/1230522012016011036](https://www.mediasphera.ru/issues/dokazatelnaya-kardiologiya/2016/1/1230522012016011036)**
",1
47,"AЦЕТАЗОЛАМИД ОКАЗЫВАЕТ ДЕЙСТВИЕ В ПОЧЕЧНЫХ НЕФРОНАХ
А	восходящей части петли Генле
Б	дистального извитого канальца
В	собирательных трубочек
Г	проксимального извитого канальца",Г	проксимального извитого канальца,"**Правильный ответ:** Г) проксимального извитого канальца.

**Обоснование:**

* Ацетазоламид ингибирует карбоангидразу, фермент, который играет ключевую роль в реабсорбции бикарбоната (HCO3-) в проксимальном извитом канальце.
* Блокировка карбоангидразы приводит к:
    * Снижению реабсорбции HCO3-
    * Увеличению выведения HCO3- с мочой
    * Натрий (Na+) и вода следуют за HCO3- в дистальные отделы нефрона, что приводит к диурезу.

**Другие варианты ответа не являются правильными:**

* **Восходящая часть петли Генле:** Здесь происходит активная реабсорбция Na+ и Cl-, но не HCO3-.
* **Дистальный извитой каналец:** Здесь происходит регуляция реабсорбции Na+ и Cl- под влиянием различных гормонов, но не HCO3-.
* **Собирательные трубочки:** Здесь происходит регуляция объема и осмолярности мочи, но не HCO3-.

**Таким образом, ацетазоламид оказывает свое основное действие в проксимальном извитом канальце, где он ингибирует карбоангидразу и увеличивает выведение HCO3- с мочой.**

**Дополнительные сведения:**

* Ацетазоламид также может влиять на другие функции почек, такие как секреция калия и аммония.
* Ацетазоламид используется для лечения различных заболеваний, таких как глаукома, отеки и эпилепсия.

**Источники:**

* Wikipedia - Ацетазоламид: [неправильный URL удален]
* National Center for Biotechnology Information - PubChem Compound Database; CID=24423: [неправильный URL удален]

",1
48,"НЕГАТИВНОЕ ВЛИЯНИЕ НА ЛИПИДНЫЙ ПРОФИЛЬ ОТСУТСТВУЕТ ПРИ ЛЕЧЕНИИ
А	β-адреноблокаторами
Б	кортикостероидами
В	тиазидовыми диуретиками
Г	ингибиторами АПФ",Г	ингибиторами АПФ,"**Ответ:** А) β-адреноблокаторы

**Обоснование:**

* **β-адреноблокаторы:**
    * **Негативное влияние на липидный профиль:**
        * **↑ общего холестерина**
        * **↑ ЛПНП**
        * **↓ ЛПВП**
        * **↑ триглицеридов**

* **Кортикостероиды:**
    * **Негативное влияние на липидный профиль:**
        * **↑ общего холестерина**
        * **↑ ЛПНП**
        * **↓ ЛПВП**
        * **↑ триглицеридов**

* **Тиазидовые диуретики:**
    * **Негативное влияние на липидный профиль:**
        * **↑ общего холестерина**
        * **↑ ЛПНП**
        * **↓ ЛПВП**
        * **↑ триглицеридов**

* **Ингибиторы АПФ:**
    * **Нейтральное влияние на липидный профиль**
    * **В некоторых случаях могут**:
        * **↓ общего холестерина**
        * **↓ ЛПНП**
        * **↑ ЛПВП**

**Таким образом, только β-адреноблокаторы имеют негативное влияние на липидный профиль.**

**Дополнительная информация:**

* Влияние β-адреноблокаторов на липидный профиль может быть нивелировано с помощью других лекарств, например, статинов.
* При выборе β-адреноблокатора для лечения гипертонии следует учитывать его влияние на липидный профиль.
* Пациенты, принимающие β-адреноблокаторы, должны регулярно проходить контроль липидного профиля.

**Источники:**

* [https://pubmed.ncbi.nlm.nih.gov/2409357/](https://pubmed.ncbi.nlm.nih.gov/2409357/)
* [https://www.uptodate.com/contents/major-side-effects-of-beta-blockers](https://www.uptodate.com/contents/major-side-effects-of-beta-blockers)
* [https://pubmed.ncbi.nlm.nih.gov/2409357/](https://pubmed.ncbi.nlm.nih.gov/2409357/)
",-1
49,"ПОВЫШЕНИЮ СОДЕРЖАНИЯ ЛИПОПРОТЕИДОВ НИЗКОЙ ПЛОТНОСТИ В КРОВИ СПОСОБСТВУЕТ ЧРЕЗМЕРНОЕ ПОТРЕБЛЕНИЕ С ПИЩЕЙ
А	сложных углеводов
Б	насыщенных жирных кислот
В	полиненасыщенных жирных кислот
Г	мононенасыщенных жирных кислот",Б	насыщенных жирных кислот,"**Правильный ответ:** Б) насыщенных жирных кислот.

**Обоснование:**

* **Сложные углеводы** (А) не способствуют повышению уровня липопротеидов низкой плотности (ЛПНП) в крови. На самом деле, некоторые сложные углеводы, такие как овсянка и цельнозерновой хлеб, могут помочь снизить уровень ЛПНП.
* **Насыщенные жирные кислоты** (Б) **повышают** уровень ЛПНП в крови. Они содержатся в основном в продуктах животного происхождения, таких как жирное мясо, сливочное масло и цельномолочные продукты.
* **Полиненасыщенные жирные кислоты** (В) **снижают** уровень ЛПНП в крови. Они содержатся в основном в растительных маслах, таких как оливковое масло, подсолнечное масло и рапсовое масло.
* **Мононенасыщенные жирные кислоты** (Г) **незначительно** **повышают** уровень ЛПНП в крови. Они содержатся в основном в оливковом масле, авокадо и орехах.

**Дополнительная информация:**

* **Липопротеиды низкой плотности** (ЛПНП) - это ""плохой"" холестерин, который может накапливаться в артериях и образовывать бляшки. Это может привести к атеросклерозу, сердечным приступам и инсультам.
* **Диета с низким содержанием насыщенных жиров** и высоким содержанием полиненасыщенных и мононенасыщенных жиров может помочь снизить уровень ЛПНП в крови и риск сердечно-сосудистых заболеваний.

**Источники:**

* [https://en.wikipedia.org/wiki/National_Cholesterol_Education_Program](https://en.wikipedia.org/wiki/National_Cholesterol_Education_Program)
* [https://www.health.harvard.edu/](https://www.health.harvard.edu/)
",1
50,"ВЫСОКИЙ УРОВЕНЬ ТРИГЛИЦЕРИДОВ В КРОВИ СПОСОБСТВУЕТ
А        повышению уровня липопротеидов (а)
Б        снижению липопротеидов высокой плотности
В        повышению липопротеидов низкой плотности
Г        повышению уровня липопротеидов высокой плотности",Б	снижению липопротеидов высокой плотности,"**Правильный ответ:** **А) повышению уровня липопротеидов (а)**.

**Обоснование:**

* **Триглицериды** - это тип жира, который содержится в крови. 
* **Липопротеиды (а)** - это тип липопротеинов, который содержит аполипопротеин (a). 
* **Аполипопротеин (a)** - это белок, который связывается с ЛПНП (липопротеинами низкой плотности) и делает их более склонными к образованию бляшек в артериях.
* **Высокий уровень триглицеридов** в крови может привести к **повышению уровня липопротеидов (а)**.

**Другие варианты ответа:**

* **Б) снижению липопротеидов высокой плотности** - **неверно**. 
* **В) повышению липопротеидов низкой плотности** - **неверно**. 
* **Г) повышению уровня липопротеинов высокой плотности** - **неверно**. 

**Вывод:**

Высокий уровень триглицеридов в крови способствует **повышению уровня липопротеидов (а)**, что увеличивает риск развития сердечно-сосудистых заболеваний.

**Дополнительная информация:**

* **[https://helix.ru/kb/item/06-178](https://helix.ru/kb/item/06-178)**
* **[https://helix.ru/kb/item/06-041](https://helix.ru/kb/item/06-041)**
",-1
51,"ТРАНСПОРТНОЙ ФОРМОЙ ЭКЗОГЕННЫХ ТРИГЛИЦЕРИДОВ ЯВЛЯЮТСЯ
А	липопротеиды очень низкой плотности
Б	липопротеиды высокой плотности
В	хиломикроны
Г	липопротеиды низкой плотности",В	хиломикроны,"## **Правильный ответ:** В) хиломикроны.

**Обоснование:**

* **Хиломикроны** - это липопротеиновые частицы, которые образуются в энтероцитах (клетках кишечника) после всасывания экзогенных (пищевых) триглицеридов.
* **Они самые крупные** из всех липопротеинов (75 нм - 1,2 мкм) и **содержат наибольшее количество** триглицеридов (до 90% от массы).
* **Хиломикроны транспортируют** экзогенные триглицериды из кишечника **в другие ткани**, где они могут использоваться для энергетических целей или депонироваться в жировой ткани.
* **Другие варианты ответа не являются транспортной формой экзогенных триглицеридов:**
    * **Липопротеиды очень низкой плотности (ЛПОНП)**: синтезируются в печени, транспортируют эндогенные (синтезированные в организме) триглицериды.
    * **Липопротеиды низкой плотности (ЛПНП)**: образуются из ЛПОНП, богаты холестерином,  **не** транспортируют триглицериды.
    * **Липопротеиды высокой плотности (ЛПВП)**: транспортируют холестерин из периферических тканей в печень, **не** транспортируют триглицериды.

**Дополнительная информация:**

* Хиломикроны **содержат** также фосфолипиды, холестерин, эфиры холестерина, апопротеины.
* **После** поступления в кровь хиломикроны **взаимодействуют** с липопротеинлипазой (ЛПЛ), которая гидролизует триглицериды.
* **Продукты гидролиза** (жирные кислоты и глицерол) **поступают** в ткани, а хиломикроны **превращаются** в липопротеины промежуточной плотности (ЛППП).

**Источники:**

* Хиломикроны - Википедия: [неправильный URL удален]
* Липидный обмен - URL Биохимия.ру: [неправильный URL удален]

",1
