Вопрос,Ответ,Gemini,Результат
45,"ОСНОВНЫМ ПАТОГЕНЕТИЧЕСКИМ ФАКТОРОМ ИНФАРКТА МИОКАРДА ЯВЛЯЕТСЯ
А тромбоз коронарной артерии
Б внезапное повышение потребности миокарда в кислороде
В спазм коронарной артерии
Г окклюзия коронарной артерии атеросклеротической бляшкой",А тромбоз коронарной артерии ,"## **Ответ:** **Г) окклюзия коронарной артерии атеросклеротической бляшкой**

**Обоснование:**

* **Атеросклероз** – это хроническое заболевание, при котором происходит накопление атеросклеротических бляшек в стенках артерий. Эти бляшки состоят из жировых веществ, холестерина, кальция и других элементов.
* **Бляшки** сужают просвет артерии, что приводит к **снижению кровотока**.
* **Миокард** – это мышечная ткань сердца, которая нуждается в постоянном снабжении кислородом и питательными веществами.
* **При критическом снижении кровотока** в миокарде развивается **ишемия** – состояние, при котором потребность миокарда в кислороде превышает его доставку.
* **Ишемия** может привести к **инфаркту миокарда** – некрозу (омертвению) участка миокарда.

**Другие варианты ответа не являются основными патогенетическими факторами инфаркта миокарда:**

* **Тромбоз коронарной артерии** (А) – это осложнение атеросклероза, которое может привести к инфаркту миокарда. Однако тромбоз не является самостоятельным фактором, а скорее следствием атеросклеротического поражения артерии.
* **Внезапное повышение потребности миокарда в кислороде** (Б) – это может быть фактором, провоцирующим инфаркт миокарда у человека с уже имеющимся атеросклерозом. Однако сам по себе этот фактор не приводит к инфаркту.
* **Спазм коронарной артерии** (В) – это редкая причина инфаркта миокарда. 

**Таким образом, основным патогенетическим фактором инфаркта миокарда является окклюзия коронарной артерии атеросклеротической бляшкой.**
",-1
46,"ОБЪЕКТОМ ПЕРВИЧНОЙ ПРОФИЛАКТИКИ ЯВЛЯЮТСЯ
А реконвалесценты острых заболеваний
Б жители в трудоспособном возрасте
В больные хроническими заболеваниями
Г все жители территории",Г все жители территории,"## **Правильный ответ:** **Г) все жители территории.**

**Обоснование:**

Первичная профилактика направлена на предупреждение возникновения заболеваний и факторов риска их развития. Она охватывает все группы населения, независимо от возраста, состояния здоровья или профессии.

**А) Реконвалесценты острых заболеваний** уже перенесли болезнь и нуждаются не в профилактике, а в лечении и реабилитации.

**Б) Жители в трудоспособном возрасте** – это лишь часть населения, к тому же, некоторые из них могут иметь факторы риска или уже страдать от хронических заболеваний.

**В) Больные хроническими заболеваниями** уже имеют проблемы со здоровьем и нуждаются не в первичной, а во вторичной или третичной профилактике.

**Г) Все жители территории**, независимо от возраста, пола, состояния здоровья или социального статуса, могут быть подвержены риску развития заболеваний. Поэтому именно они являются объектом первичной профилактики.

**Примеры мер первичной профилактики:**

* Здоровый образ жизни (рациональное питание, регулярные физические нагрузки, отказ от вредных привычек).
* Соблюдение правил гигиены.
* Профилактические медицинские осмотры.
* Вакцинация.
* Охрана окружающей среды.
* Здоровое питание.
* Профилактическое образование.

**Первичная профилактика** позволяет:

* Снизить заболеваемость.
* Улучшить качество жизни населения.
* Снизить расходы на здравоохранение.

**Важно отметить, что первичная профилактика является наиболее эффективной и экономически выгодной стратегией охраны здоровья населения.**
",1
47,"ЗА РАЗГЛАШЕНИЕ ВРАЧЕБНОЙ ТАЙНЫ ВРАЧ НЕСЁТ ОТВЕТСТВЕННОСТЬ ДИСЦИПЛИНАРНУЮ, АДМИНИСТРАТИВНУЮ, ГРАЖДАНСКО-ПРАВОВУЮ
А процессуальную
Б уголовную
В материальную
Г персональную",Б уголовную,"**Правильный ответ:** Б) уголовную.

**Обоснование:**

В статье 137 Уголовного кодекса Российской Федерации (""Нарушение неприкосновенности частной жизни"") говорится, что разглашение врачом сведений, составляющих врачебную тайну, лицом, обязанным их хранить, без согласия пациента, наказывается штрафом в размере до восьмидесяти тысяч рублей или в размере заработной платы или иного дохода осужденного за период до шести месяцев, либо обязательными работами на срок до трехсот шестидесяти часов, либо исправительными работами на срок до одного года, либо арестом на срок до четырех месяцев.

**Другие варианты ответа не подходят:**

* **Дисциплинарная:** применяется к нарушителям трудовой дисциплины.
* **Административная:** применяется за мелкие правонарушения.
* **Гражданско-правовая:** применяется за нарушение имущественных или неимущественных прав.
* **Материальная:** применяется за причинение материального ущерба.
* **Персональная:** не является юридическим термином.

Таким образом, за разглашение врачебной тайны врач может нести не только дисциплинарную, административную, гражданско-правовую, но и **уголовную** ответственность.

**Дополнительная информация:**

* В некоторых случаях врач может быть освобожден от ответственности за разглашение врачебной тайны, например, если он сделал это по требованию суда или в целях защиты здоровья пациента.
* Пациент имеет право на получение информации о состоянии своего здоровья, а также на ознакомление с медицинской документацией.
* За разглашение врачебной тайны третьими лицами также может налагаться штраф.
",1
48,"ГРАЖДАНИН РФ ИМЕЕТ ПРАВО НА СМЕНУ МЕДИЦИНСКОЙ ОРГАНИЗАЦИИ ИЛИ ЛЕЧАЩЕГО ВРАЧА
А не чаще 1 раза в полгода
Б не чаще 1 раза в год
В ежемесячно
Г у гражданина РФ нет такого прав",Б не чаще 1 раза в год ,"**Правильный ответ:** **Б) не чаще 1 раза в год.**

**Обоснование:**

* **Статья 21 Федерального закона № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации""** гласит, что гражданин имеет право на выбор медицинской организации и врача **не чаще одного раза в год.**
* **Приказ Министерства здравоохранения и социального развития Российской Федерации от 26 апреля 2012 г. № 406н ""Об утверждении Порядка выбора медицинской организации при оказании гражданам медицинской помощи в рамках территориальной программы обязательного медицинского страхования""** также устанавливает, что выбор медицинской организации осуществляется **не чаще одного раза в год.**
* **Исключением** из этого правила является **изменение места жительства или места пребывания гражданина.** В этом случае он может выбрать новую медицинскую организацию **в любое время.**

**Другие варианты ответа неверны:**

* **А) не чаще 1 раза в полгода:** Это не соответствует законодательству РФ.
* **В) ежемесячно:** Это не соответствует законодательству РФ.
* **Г) у гражданина РФ нет такого права:** Это не соответствует законодательству РФ.

**Важно отметить, что:**

* Гражданин имеет право на выбор не только медицинской организации, но и **лечащего врача.**
* При выборе медицинской организации необходимо учитывать **реестр медицинских организаций, участвующих в реализации территориальной программы обязательного медицинского страхования.**
* Для смены медицинской организации необходимо подать **заявление** в выбранную медицинскую организацию.

**Ссылки на законодательство:**

* **Федеральный закон № 323-ФЗ ""Об основах охраны здоровья граждан в Российской Федерации"":** [https://minzdrav.gov.ru/documents/7025-federalnyy-zakon-323-fz-ot-21-noyabrya-2011-g](https://minzdrav.gov.ru/documents/7025-federalnyy-zakon-323-fz-ot-21-noyabrya-2011-g)
* **Приказ Министерства здравоохранения и социального развития Российской Федерации от 26 апреля 2012 г. № 406н ""Об утверждении Порядка выбора медицинской организации при оказании гражданам медицинской помощи в рамках территориальной программы обязательного медицинского страхования"":** [https://minjust.consultant.ru/documents/2244?items=10](https://minjust.consultant.ru/documents/2244?items=10)
",1
49,"К ТИПУ «А» ПЕРЕРЫВА ДУГИ АОРТЫ ОТНОСЯТ ПЕРЕРЫВ НА УРОВНЕ
А проксимальной части
Б перешейка
В восходящей аорты
Г дистальной части",Б перешейка,"## **Ответ:** Б) перешейка

**Обоснование:**

* Тип А перерыва дуги аорты (ПДА) классифицируется по локализации дефекта.
* Перешеек аорты - это анатомическая область, где дуга аорты сужается перед отхождением левой подключичной артерии.
* При типе А ПДА дефект находится **дистальнее** (т.е. дальше от сердца) брахиоцефального ствола и левой общей сонной артерии, но **проксимальнее** (т.е. ближе к сердцу) левой подключичной артерии.

**Другие варианты ответа:**

* **А) проксимальной части:** Неверно. Проксимальная часть аорты - это область, которая находится ближе к сердцу. При типе А ПДА дефект находится дистальнее брахиоцефального ствола.
* **В) восходящей аорты:** Неверно. Восходящая аорта - это часть аорты, которая выходит из сердца. Перешеек аорты находится дистальнее восходящей аорты.
* **Г) дистальной части:** Неверно. Дистальная часть аорты - это область, которая находится дальше от сердца. При типе А ПДА дефект находится проксимальнее левой подключичной артерии.

**Источники:**

* Перерыв дуги аорты - причины, симптомы, диагностика и лечение: [https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/interrupted-aortic-arch](https://www.krasotaimedicina.ru/diseases/zabolevanija_cardiology/interrupted-aortic-arch)
* ПЕРЕРЫВ ДУГИ АОРТЫ: ДИАГНОСТИКА ПОРОКА МЕТОДОМ МУЛЬТИДЕТЕКТОРНОЙ КОМ: [http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Pdpt_2012_4_5.pdf](http://www.irbis-nbuv.gov.ua/cgi-bin/irbis_nbuv/cgiirbis_64.exe?C21COM=2&I21DBN=UJRN&P21DBN=UJRN&IMAGE_FILE_DOWNLOAD=1&Image_file_name=PDF/Pdpt_2012_4_5.pdf)

**Дополнительная информация:**

* Перерыв дуги аорты - это тяжелый врожденный порок сердца, который требует хирургического лечения.
* Тип А ПДА является наиболее распространенным типом, составляя около 40% случаев.
* Прогноз для пациентов с типом А ПДА зависит от многих факторов, включая сопутствующие аномалии и своевременность лечения.

**Важно:**

* Информация, представленная в этом ответе, не является медицинской консультацией.
* Если у вас есть вопросы или проблемы со здоровьем, обратитесь к врачу.
",1
50,"БОЛЬШИНСТВО БОЛЬНЫХ С КЛАПАННЫМ АОРТАЛЬНЫМ СТЕНОЗОМ УМИРАЕТ
А от инфаркта миокарда
Б от инфекционного эндокардита
В в течение 4-5 лет от момента возникновения порока	
Г в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности","Г в течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности","## Правильный ответ: Г

**Обоснование:**

* **А) От инфаркта миокарда:** Не совсем верно. Инфаркт миокарда может быть осложнением аортального стеноза, но не является основной причиной смерти.
* **Б) От инфекционного эндокардита:** Инфекционный эндокардит может привести к летальному исходу, но он встречается реже, чем другие осложнения.
* **В) В течение 4-5 лет от момента возникновения порока:** Сроки могут отличаться, и зависят от тяжести стеноза, возраста и общего состояния здоровья пациента.
* **Г) В течение 4-5 лет с момента возникновения синкопов, болей в области сердца, одышки и сердечной недостаточности:** Это наиболее вероятный ответ. Наличие синкопов, болей в области сердца, одышки и сердечной недостаточности свидетельствует о прогрессировании стеноза и значительно повышает риск летального исхода.

**Дополнительная информация:**

* Аортальный стеноз – это сужение аортального клапана, которое препятствует нормальному току крови из левого желудочка в аорту.
* При прогрессировании стеноза развивается сердечная недостаточность, которая может привести к летальному исходу.
* Симптомы аортального стеноза:
    * Одышка
    * Боль в груди
    * Усталость
    * Синкопы (потеря сознания)
* Лечение аортального стеноза:
    * Хирургическая замена аортального клапана
    * Транскатетерная имплантация аортального клапана (TAVI)
    * Медикаментозная терапия (при легкой степени стеноза)

**Важно:**

* При наличии симптомов аортального стеноза необходимо пройти обследование у кардиолога.
* Своевременное лечение аортального стеноза может значительно улучшить прогноз жизни.

**Источники:**

* [https://cardioweb.ru/](https://cardioweb.ru/)
* [https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139](https://www.mayoclinic.org/diseases-conditions/aortic-stenosis/symptoms-causes/syc-20353139)
",1
51,"ДЛЯ МИТРАЛЬНОГО СТЕНОЗА АУСКУЛЬТАТИВНЫМ ПРИЗНАКОМ НЕ ЯВЛЯЕТСЯ
А диастолический шум с пресистолическим усилением
Б раздвоенный второй тон
В хлопающий первый тон
Г систолический шум",Г систолический шум,"## **Ответ:** Г - систолический шум.

**Обоснование:**

* **Диастолический шум с пресистолическим усилением:** Это **характерный** аускультативный признак митрального стеноза. Шум возникает из-за турбулентного потока крови через суженный митральный клапан во время диастолы. Пресистолическое усиление шума связано с сокращением предсердий, которое увеличивает давление крови перед клапаном.
* **Раздвоенный второй тон:** Может присутствовать при митральном стенозе, но не является его **специфическим** признаком. Раздвоение может быть связано с несинхронным закрытием аортального и пульмонального клапанов.
* **Хлопающий первый тон:**  **Характерный** признак митрального стеноза. Он возникает из-за резкого закрытия створок митрального клапана.
* **Систолический шум:** Не является признаком митрального стеноза. Систолический шум обычно связан с **недостаточностью** митрального или аортального клапанов.

**Дополнительная информация:**

* При митральном стенозе могут также выслушиваться другие аускультативные признаки, такие как **щелчок открытия митрального клапана** и **третий тон сердца**.
* Для подтверждения диагноза митрального стеноза необходимо использовать другие методы исследования, такие как **ЭхоКГ** и **допплерэхокардиография**.

**Источники:**

* Митральный стеноз - Национальный медико-хирургический Центр имени Н.И. Пирогова: [https://www.pirogov-center.ru/specialist/diseases/detail.php?ID=553](https://www.pirogov-center.ru/specialist/diseases/detail.php?ID=553)
* Митральный стеноз - Нарушения сердечно-сосудистой системы - MSD Manuals: [https://www.msdmanuals.com/ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D0%BF%D0%BE%D1%80%D0%BE%D0%BA%D0%B8-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0/%D0%BC%D0%B8%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D1%81%D1%82%D0%B5%D0%BD%D0%BE%D0%B7](https://www.msdmanuals.com/ru/%D0%BF%D1%80%D0%BE%D1%84%D0%B5%D1%81%D1%81%D0%B8%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9/%D0%BD%D0%B0%D1%80%D1%83%D1%88%D0%B5%D0%BD%D0%B8%D1%8F-%D1%81%D0%B5%D1%80%D0%B4%D0%B5%D1%87%D0%BD%D0%BE-%D1%81%D0%BE%D1%81%D1%83%D0%B4%D0%B8%D1%81%D1%82%D0%BE%D0%B9-%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D1%8B/%D0%BF%D0%BE%D1%80%D0%BE%D0%BA%D0%B8-%D0%BA%D0%BB%D0%B0%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2-%D1%81%D0%B5%D1%80%D0%B4%D1%86%D0%B0/%D0%BC%D0%B8%D1%82%D1%80%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9-%D1%81%D1%82%D0%B5%D0%BD%D0%BE%D0%B7)

",1
52,"ПРОТИВОПОКАЗАНИЕМ К НАЗНАЧЕНИЮ СТАТИНОВ ЯВЛЯЕТСЯ
А паренхиматозное заболевание печени в анамнезе
Б повышение печеночных трансаминаз в 1,5 раза
В острый коронарный синдром
Г беременность",Г беременность ,"## **Правильный ответ:** **Г) беременность**

**Обоснование:**

**А) Паренхиматозное заболевание печени в анамнезе:**

* **Может быть противопоказанием,** но не всегда. 
* Статины обычно противопоказаны при активных заболеваниях печени, таких как гепатит или цирроз. 
* Однако, если заболевание печени находится в стадии ремиссии, статины могут быть назначены с осторожностью.

**Б) Повышение печеночных трансаминаз в 1,5 раза:**

* **Является поводом для осторожности,** но не обязательно противопоказанием. 
* При повышении трансаминаз врач может назначить повторный анализ крови, чтобы проверить, не является ли это временным явлением. 
* Если повышение трансаминаз сохраняется, врач может порекомендовать снизить дозу статина или перейти на другой препарат.

**В) Острый коронарный синдром:**

* **Не является противопоказанием к назначению статинов.** 
* Напротив, статины показаны к применению у пациентов с острым коронарным синдромом, так как они могут помочь снизить риск повторных инфарктов и инсультов.

**Г) Беременность:**

* **Является абсолютным противопоказанием к назначению статинов.** 
* Статины могут проникать через плаценту и оказывать негативное влияние на плод. 
* Женщины, принимающие статины, должны прекратить их прием за несколько месяцев до планирования беременности.

**Таким образом, единственным верным ответом является Г) беременность.**

**Дополнительная информация:**

* Перед назначением статинов врач должен тщательно изучить анамнез пациента и провести необходимые лабораторные исследования.
* Статины могут вызывать побочные эффекты, такие как миопатия, тошнота, диарея.
* При возникновении побочных эффектов необходимо обратиться к врачу.

**Источники:**

* [https://www.10gkb.by/informatsiya/stati/statiny-pokazaniya-protivopokazaniya](https://www.10gkb.by/informatsiya/stati/statiny-pokazaniya-protivopokazaniya)
* [https://www.labirint.ru/books/457708/](https://www.labirint.ru/books/457708/)
* [https://www.scardio.ru/](https://www.scardio.ru/)
",1
53,"МЕХАНИЗМ ДЕЙСТВИЯ ИНГИБИТОРОВ PCSK9 ЗАКЛЮЧАЕТСЯ В
А усилении активности α-рецептора пролиферации пероксисом
Б подавлении активности фермента диацилглицерол ацилтрансферазы-2
В ингибировании фермента пропротеиновой конвертазы субтилизинкексинового типа 9
Г ингибировании фермента 3-гидрокси-3-метил-глутарил-коэнзим А редуктазы",В ингибировании фермента пропротеиновой конвертазы субтилизинкексинового типа 9,"## **Верный ответ:** В) ингибировании фермента пропротеиновой конвертазы субтилизин-кексинового типа 9 (PCSK9).

**Обоснование:**

* **Ингибиторы PCSK9** не действуют на α-рецепторы пролиферации пероксисом (вариант А) или фермент диацилглицерол ацилтрансферазу-2 (вариант Б).
* **Ингибиторы PCSK9** не ингибируют 3-гидрокси-3-метил-глутарил-коэнзим А редуктазу (ГМГ-КоА редуктазу) (вариант Г). Это функция статинов, другой группы гиполипидемических препаратов.
* **PCSK9** – это белок, который связывается с рецепторами ЛПНП (липопротеинов низкой плотности) на поверхности гепатоцитов (клеток печени) и приводит к их деградации. 
* **Ингибиторы PCSK9** блокируют связывание PCSK9 с рецепторами ЛПНП, что приводит к увеличению количества рецепторов на поверхности гепатоцитов. 
* **Больше рецепторов ЛПНП** означает, что из крови будет выводиться больше ЛПНП, что приводит к снижению уровня холестерина ЛПНП.

**Таким образом, ингибиторы PCSK9 снижают уровень холестерина ЛПНП путем ингибирования PCSK9.**

**Дополнительная информация:**

* Ингибиторы PCSK9 – это относительно новый класс гиполипидемических препаратов, которые используются для лечения пациентов с высоким уровнем холестерина ЛПНП, которые не могут достичь целевых значений холестерина с помощью других методов лечения, таких как статины.
* Ингибиторы PCSK9 могут быть очень эффективными в снижении уровня холестерина ЛПНП, но они также могут быть дорогими и иметь побочные эффекты, такие как сыпь, зуд и реакции в месте инъекции.

## **Источники:**

* Ингибиторы PCSK9: роль в снижении сердечно-сосудистой заболеваемости: [https://www.therapeutic-j.ru/jour/article/view/231](https://www.therapeutic-j.ru/jour/article/view/231)
* Терапия ингибиторами PCSK9 как альтернатива при непереносимости статинов: [https://www.risksafety.ru/jour/article/view/366](https://www.risksafety.ru/jour/article/view/366)
* PCSK9 - Википедия: [https://ru.wikipedia.org/wiki/PCSK9](https://ru.wikipedia.org/wiki/PCSK9)
",1
54,"К МОДИФИЦИРУЕМЫМ ФАКТОРАМ РИСКА АТЕРОСКЛЕРОЗА ОТНОСЯТ
А сахарный диабет, подагру, гипертриглицеридемию
Б возраст, гиподинамию, гипотиреоз
В артериальную гипертензию, гипергликемию, гиперхолестеринемию
Г пол, курение, гипертиреоз","В артериальную гипертензию, гипергликемию, гиперхолестеринемию","## **Правильный ответ:**  **В) артериальную гипертензию, гипергликемию, гиперхолестеринемию**

**Обоснование:**

* **Сахарный диабет (гипергликемия)** является модифицируемым фактором риска атеросклероза. При диабете 2 типа, который составляет 90-95% случаев,  уровень глюкозы в крови хронически повышен, что приводит к повреждению эндотелия сосудов и образованию атеросклеротических бляшек.
* **Артериальная гипертензия** (повышенное кровяное давление) – еще один важный модифицируемый фактор. Повышенное давление постоянно травмирует стенки сосудов, делая их более восприимчивыми к образованию бляшек.
* **Гиперхолестеринемия** (повышенный уровень холестерина в крови) – один из главных факторов риска атеросклероза. Избыток холестерина, особенно ""плохого"" холестерина ЛПНП, откладывается на стенках сосудов, образуя бляшки.

**Другие варианты ответа:**

* **А)** **Сахарный диабет** и **гипертриглицеридемия**  indeed  являются модифицируемыми факторами риска атеросклероза, но **подагра** – нет.
* **Б)** **Возраст** и **гиподинамия** – немодифицируемые факторы риска, на которые человек не может повлиять. **Гипотиреоз** может влиять на уровень холестерина, но его влияние на атеросклероз менее значимо, чем у других факторов.
* **Г)** **Пол** – немодифицируемый фактор риска. **Курение** – модифицируемый фактор риска, но **гипертиреоз** – нет.

**Вывод:**

Из представленных вариантов ответа только **В)** содержит все три основных модифицируемых фактора риска атеросклероза: **артериальную гипертензию, гипергликемию, гиперхолестеринемию.**

**Дополнительные сведения:**

* **Профилактика атеросклероза** включает в себя контроль этих факторов риска:
    * Поддержание нормального уровня артериального давления
    * Контроль уровня глюкозы в крови
    * Поддержание здорового уровня холестерина
    * Отказ от курения
    * Регулярные физические упражнения
    * Здоровое питание

**Ссылки:**

* [https://www.ncbi.nlm.nih.gov/books/NBK507799/](https://www.ncbi.nlm.nih.gov/books/NBK507799/)
* [https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/diagnosis-treatment/drc-20350575](https://www.mayoclinic.org/diseases-conditions/arteriosclerosis-atherosclerosis/diagnosis-treatment/drc-20350575)
",1
55,"ТАРГЕТНАЯ ТЕРАПИЯ ГИПЕРЛИПИДЕМИЙ С ИСПОЛЬЗОВАНИЕМ МОНОКЛОНАЛЬНЫХ АНТИТЕЛ ИМЕЕТ МЕСТО ПРИ ПРИЕМЕ
А секвестрантов желчных кислот
Б ингибиторов PCSK9
В статинов
Г фибратов",Б ингибиторов PCSK9,"## **Ответ: Б) ингибиторов PCSK9**

**Обоснование:**

Моноклональные антитела (мАТ) для лечения гиперлипидемии **не используются** вместе с:

* **А) секвестрантами желчных кислот**: мАТ и секвестранты желчных кислот действуют по схожему механизму (снижение абсорбции холестерина), поэтому их совместное применение нецелесообразно.
* **В) статинами**: мАТ и статины могут **дополнять** действие друг друга, поэтому их можно использовать **вместе** для достижения более выраженного эффекта.
* **Г) фибратами**: мАТ и фибраты **не** имеют противопоказаний к совместному применению, но их **комбинация** не всегда приводит к значительному усилению эффекта.

**Ингибиторы PCSK9** – это класс мАТ, которые **специфически** блокируют PCSK9 (пропротеин конвертазу субтилизин/кексин типа 9). PCSK9 – это белок, который регулирует уровень холестерина липопротеинов низкой плотности (ЛПНП) в крови. Ингибиторы PCSK9 **значительно** снижают уровень ЛПНП, что делает их эффективным средством лечения гиперлипидемии.

**Следовательно, из представленных вариантов только ингибиторы PCSK9 могут использоваться вместе с моноклональными антителами для лечения гиперлипидемии.**

## **Дополнительная информация:**

* **Ингибиторы PCSK9: [неправильный URL удален]**
* **Моноклональные антитела для лечения гиперлипидемии: [https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5456793/](https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5456793/)**
",1
56,"ДИАГНОЗ «СКРЫТАЯ АГ» ОПРЕДЕЛЯЕТСЯ УРОВНЯМИ (В ММ.РТ.СТ)
А дневного амбулаторного АД >135/85 и «офисного АД» <140/90
Б эпизодически повышенного «офисного» АД и амбулаторного АД >135/85
В среднесуточного амбулаторного АД <130/80 и повышенного «офисного» АД
Г «офисного» АД >160-170/100 мм рт.ст. и дневного амбулаторного АД >135/85",А дневного амбулаторного АД >135/85 и «офисного АД» <140/90,"## Правильный ответ: **А) дневного амбулаторного АД >135/85 и «офисного АД» <140/90**

**Обоснование:**

* **Скрытая артериальная гипертония (АГ)** – это состояние, при котором АД **повышено вне кабинета врача**, но **нормально при измерении в медицинском учреждении**.
* **Дневное амбулаторное АД** измеряется пациентом **самостоятельно** в течение дня с помощью **автоматического тонометра**.
* **«Офисное АД»** измеряется **врачом** в медицинском учреждении.

**Критерии диагностики скрытой АГ:**

* **Дневное амбулаторное АД** >135/85 мм рт.ст.
* **«Офисное АД»** <140/90 мм рт.ст.

**Другие варианты ответа неверны:**

* **Б)** Эпизодически повышенное «офисное» АД не является диагностическим критерием скрытой АГ.
* **В)** Среднесуточное амбулаторное АД не используется для диагностики скрытой АГ.
* **Г)** Уровень «офисного» АД >160-170/100 мм рт.ст. является критерием не скрытой, а **явной АГ**.

**Источники:**

* [https://www.scardio.ru/](https://www.scardio.ru/)
* [https://scardio.ru/content/Guidelines/Clinic_rek_AG_2020.pdf](https://scardio.ru/content/Guidelines/Clinic_rek_AG_2020.pdf)

**Важно:**

* Диагноз ""скрытая АГ"" должен быть **подтвержден** повторными измерениями АД.
* Пациенты со скрытой АГ **требуют лечения**, так как они имеют такой же риск развития осложнений, как и пациенты с явной АГ.

**Рекомендуется:**

* Проконсультироваться с врачом для уточнения диагноза и назначения лечения.
* Самостоятельно контролировать АД.
* Вести здоровый образ жизни.
",1
57,"К АССОЦИИРОВАННЫМ СОСТОЯНИЯМ ПРИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ОТНОСЯТ
А ИБС: инфаркт миокарда, стенокардию, коронарную реваскуляризацию
Б микроальбуминурию и соотношение альбумина к креатинину (30-300 мг/г; 3,4-34 мг/ммоль)
В ранние сердечно-сосудистые заболевания в анамнезе
Г скорость каротидно-феморальной пульсовой волны >10 м/сек. и лодыжечно-плечевой индекс <0,9","А ИБС: инфаркт миокарда, стенокардию, коронарную реваскуляризацию","**Правильный ответ:** **Г** скорость каротидно-феморальной пульсовой волны >10 м/сек. и лодыжечно-плечевой индекс <0,9

**Обоснование:**

* **А** ИБС: инфаркт миокарда, стенокардия, коронарная реваскуляризация - это **осложнения**, а не ассоциированные состояния артериальной гипертензии.
* **Б** микроальбуминурию и соотношение альбумина к креатинину (30-300 мг/г; 3,4-34 мг/ммоль) - это **признаки** поражения почек, одного из **органов-мишеней** при гипертонии.
* **В** ранние сердечно-сосудистые заболевания в анамнезе - это **фактор риска** развития гипертонии, а не ассоциированное состояние.
* **Г** скорость каротидно-феморальной пульсовой волны >10 м/сек. и лодыжечно-плечевой индекс <0,9 - это **маркеры** атеросклероза, который часто **сопутствует** гипертонии.

**Скорость каротидно-феморальной пульсовой волны** (СФПВ) отражает **жесткость артерий**, а **лодыжечно-плечевой индекс** (ЛПИ) - **степень сужения периферических артерий**. Оба эти показателя **независимо** предсказывают риск сердечно-сосудистых осложнений у пациентов с гипертонией.

**Таким образом, из представленных вариантов только Г является ассоциированным состоянием при артериальной гипертонии.**

**Дополнительная информация:**

* **Ассоциированные состояния** - это состояния, которые часто встречаются вместе с другим заболеванием, но не обязательно вызваны им.
* **Осложнения** - это патологические состояния, которые развиваются как следствие другого заболевания.
* **Факторы риска** - это факторы, которые увеличивают вероятность развития заболевания.
* **Органы-мишени** - это органы, которые наиболее подвержены поражению при каком-либо заболевании.

**Ссылки:**

* Ассоциированные состояния при артериальной гипертонии: [https://www.mayoclinic.org/diseases-conditions/high-blood-pressure/symptoms-causes/syc-20373410](https://www.mayoclinic.org/diseases-conditions/high-blood-pressure/symptoms-causes/syc-20373410)
* Маркеры риска сердечно-сосудистых заболеваний: [неправильный URL удален]
",-1
