Вопрос,Ответ,Gemini,Результат
44,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ МЕТОДОМ ДИАГНОСТИКИ ГКМП ЯВЛЯЕТСЯ
А биопсия миокарда
Б коронаровентрикулография
В электрокардиография
Г эхокардиография",Г эхокардиография,"## Наиболее информативным методом диагностики ГКМП является **Г) эхокардиография**.

**Обоснование:**

* Эхокардиография позволяет визуализировать изменения в структуре и функции миокарда, характерные для ГКМП.
* Она является неинвазивным и доступным методом, что делает ее пригодной для скрининга и массового обследования.
* Эхокардиография позволяет оценить:
    * Толщину стенки миокарда
    * Фракцию выброса левого желудочка
    * Диастолическую функцию
    * Наличие гипертрофии миокарда
    * Наличие аномалий движения стенок

**Другие методы диагностики ГКМП:**

* **А) Биопсия миокарда:**  является инвазивным методом,  используется  в  сложных  случаях  для  дифференциальной  диагностики.
* **Б) Коронаровентрикулография:**  инвазивный метод,  используется  для  оценки  состояния  коронарных  артерий  и  функции  левого  желудочка.
* **В) Электрокардиография:**  может  выявить  изменения,  характерные  для  ГКМП,  но  не  всегда  является  достаточно  информативным  методом.

**Таким образом, эхокардиография является наиболее информативным, доступным и неинвазивным методом диагностики ГКМП.**
",1
45,"ХАРАКТЕРНЫМ ДЛЯ КЛИНИЧЕСКИХ ПРОЯВЛЕНИЙ ЛЕВОЖЕЛУДОЧКОВОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А асцит
Б одышка
В набухание шейных вен
Г гепатомегалия",Б одышка,"**Правильный ответ:** Б - одышка.

**Обоснование:**

* **Одышка** - это главный симптом левожелудочковой сердечной недостаточности. Она возникает из-за застоя крови в малом круге кровообращения. При этом легкие не могут эффективно насыщать кровь кислородом, что приводит к одышке.
* **Асцит** (скопление жидкости в брюшной полости) чаще встречается при правожелудочковой сердечной недостаточности.
* **Набухание шейных вен** может быть признаком левожелудочковой сердечной недостаточности, но оно не является ее  **специфическим**  симптомом. 
* **Гепатомегалия** (увеличение печени) также может быть признаком левожелудочковой сердечной недостаточности, но она  **не является**  ее  **ранним**  симптомом.

**Другие возможные симптомы левожелудочковой сердечной недостаточности:**

* **Усталость**
* **Кашель**
* **Учащенное сердцебиение**
* **Боль в груди**
* **Потеря аппетита**
* **Ночная потливость**

**При появлении этих симптомов следует обратиться к врачу.**
",1
46,"МЕНЕЕ СПЕЦИФИЧНЫМ ПРИЗНАКОМ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А гепатоюгулярный рефлюкс
Б III сердечный тон (ритм галопа)
В наличие периферических отёков
Г повышение давления в яремных венах",В наличие периферических отёков,"**Менее специфичным признаком сердечной недостаточности является:**

**В) Наличие периферических отеков**

**Обоснование:**

* **Гепатоюгулярный рефлюкс:** Признак, указывающий на повышение давления в системе полых вен, что характерно для сердечной недостаточности.
* **III сердечный тон (ритм галопа):** Дополнительный звук, возникающий при патологическом диастолическом наполнении желудочков, что является специфическим признаком сердечной недостаточности.
* **Повышение давления в яремных венах:** Симптом, свидетельствующий о повышенном венозном давлении, часто встречается при сердечной недостаточности.

**Почему отеки менее специфичны?**

* Отеки могут возникать при различных состояниях, не связанных с сердцем, например, при почечной недостаточности, венозной недостаточности, лимфатическом застое, гипопротеинемии.
* Отеки могут быть локализованы не только в области лодыжек, но и в других местах, например, на лице, животе, в области крестца.
* Степень выраженности отеков не всегда коррелирует с тяжестью сердечной недостаточности.

**Следовательно, наличие периферических отеков является менее специфичным признаком сердечной недостаточности по сравнению с другими перечисленными симптомами.**

**Важно отметить, что для постановки диагноза сердечной недостаточности необходимо комплексное обследование, включающее в себя сбор анамнеза, физикальное обследование, инструментальные и лабораторные методы исследования.**
",1
47,"ГИПЕРТРОФИЯ ЛЕВОГО ЖЕЛУДОЧКА, ДИАСТОЛИЧЕСКАЯ ДИСФУНКЦИЯ, ФВ 45% УКАЗЫВАЮТ НА ФУНКЦИОНАЛЬНЫЙ ТИП ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ С _____________ ФРАКЦИЕЙ ВЫБРОСА
А сохранённой
Б повышенной
В нормальной
Г умеренно сниженной",Г умеренно сниженной,"## **Ответ:** Г) умеренно сниженной

**Обоснование:**

* **Гипертрофия левого желудочка (ГЛЖ)** – это увеличение толщины его стенки. Она может быть вызвана:
    * **Артериальной гипертензией (АГ)** – наиболее частой причиной ГЛЖ.
    * **Аортальным стенозом** – сужением аортального клапана, препятствующим нормальному выбросу крови из левого желудочка.
    * **Гипертрофической кардиомиопатией** – генетическим заболеванием, приводящим к утолщению миокарда без явных причин.
* **Диастолическая дисфункция (ДД)** – это нарушение расслабления левого желудочка, что приводит к его неспособности наполняться достаточным объемом крови во время диастолы. ДД может быть вызвана:
    * **АГ** – приводит к фиброзу миокарда, делая его менее податливым.
    * **Ишемической болезнью сердца (ИБС)** – повреждает миокард, снижая его способность к расслаблению.
    * **Сахарным диабетом (СД)** – может вызывать диастолическую дисфункцию через различные механизмы.
* **Фракция выброса (ФВ)** – это процент крови, который выталкивается из левого желудочка при каждом сокращении. ФВ 45% указывает на **умеренное снижение** систолической функции левого желудочка.

**Таким образом, сочетание ГЛЖ, ДД и ФВ 45% указывает на функциональный тип ХСН с умеренно сниженной фракцией выброса.**

**Дифференциальная диагностика:**

* **ХСН с сохраненной фракцией выброса (ХСНсФВ)**: ФВ ≥ 50%, ДД.
* **ХСН с систолической дисфункцией (ХСНсСД)**: ФВ < 50%.

**Важно:**

* Для постановки точного диагноза необходимо провести дополнительные исследования, такие как эхокардиография, холтеровское мониторирование ЭКГ, нагрузочные тесты.
* Лечение ХСН зависит от ее типа, причины и тяжести.

**Источники:**

* [https://dzhmao.ru/spez/RKO/recom2016_HSN.pdf](https://dzhmao.ru/spez/RKO/recom2016_HSN.pdf)
* [https://russjcardiol.elpub.ru/jour/article/view/5168](https://russjcardiol.elpub.ru/jour/article/view/5168)
",1
48,"ПРИ НЕОБХОДИМОСТИ КОРРЕКЦИИ ГИПЕРЛИПИДЕМИИ У БЕРЕМЕННЫХ И ДЕТЕЙ ВОЗМОЖНО НАЗНАЧЕНИЕ
А розувастатина
Б колестипола
В эзетимиба
Г фенофибрата",Б колестипола,"## Правильный ответ: **В) эзетимиб**.

**Обоснование:**

* **Розувастатин** и **фенофибрат** противопоказаны при беременности и лактации.
* **Колестипол** может вызывать побочные эффекты со стороны ЖКТ, такие как диарея, запор, метеоризм, которые могут быть особенно неприятными для беременных.
* **Эзетимиб** не всасывается в системный кровоток, поэтому не оказывает прямого влияния на плод или ребенка. Он хорошо переносится и имеет низкий риск побочных эффектов.

**Дополнительная информация:**

* При гиперлипидемии у беременных и детей в первую очередь рекомендуется изменить диету и образ жизни.
* Медикаментозное лечение назначается только в том случае, если не удается достичь желаемого эффекта с помощью немедикаментозных методов.
* Эзетимиб является препаратом выбора для лечения гиперлипидемии у беременных и детей.

**Источники:**

* Диагностика и лечение гиперлипидемии у детей: [неправильный URL удален]
* Гиперлипидемия у беременных: [неправильный URL удален]

**Важно:**

* Эта информация не является медицинской консультацией.
* Перед применением любого лекарственного препарата необходимо обязательно проконсультироваться с врачом.
",-1
49,"ПОБОЧНЫЕ ЭФФЕКТЫ ТЕРАПИИ В ВИДЕ РАЗВИТИЯ МИОПАТИИ И РАБДОМИОЛИЗА НЕ ХАРАКТЕРНЫ ДЛЯ
А фенофибрата
Б розувастатина
В колестипола
Г ловастатина",В колестипола,"## **Правильный ответ:** **В) колестипола**

**Обоснование:**

* **Фенофибрат, розувастатин и ловастатин** – это все **статины**, которые могут вызывать миопатию и рабдомиолиз в качестве побочных эффектов.
* **Колестипол** – это **секвестрант желчных кислот**, который **не обладает** таким побочным эффектом.

**Дополнительная информация:**

* **Миопатия** – это слабость мышц, которая может быть вызвана различными причинами, включая прием статинов.
* **Рабдомиолиз** – это более тяжелое состояние, при котором происходит разрушение мышечной ткани. Это может привести к почечной недостаточности и другим серьезным осложнениям.

**Важно:**

* Если вы принимаете статины, важно сообщить своему врачу о любой мышечной боли или слабости, которая у вас возникает.
* Ваш врач может попросить вас пройти тест на уровень креатинфосфокиназы (КФК) в крови. КФК – это фермент, который содержится в мышцах. Повышенный уровень КФК может быть признаком миопатии или рабдомиолиза.

**Источники:**

* [https://cyberleninka.ru/article/n/statin-indutsirovannaya-miopatiya](https://cyberleninka.ru/article/n/statin-indutsirovannaya-miopatiya)
* [https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D0%B4%D0%BE%D0%BC%D0%B8%D0%BE%D0%BB%D0%B8%D0%B7](https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B1%D0%B4%D0%BE%D0%BC%D0%B8%D0%BE%D0%BB%D0%B8%D0%B7)
",1
50,"ПРЕДПОЧТИТЕЛЬНЫМИ МЕДИКАМЕНТАМИ ПРИ ГИПЕРХОЛЕСТЕРИНЕМИИ БЕЗ ГИПЕРТРИГЛИЦЕРИДЕМИИ ЯВЛЯЮТСЯ
А фибраты
Б пробукол и антиоксиданты
В эзетимиб
Г статины",Г статины,"## **Г** **статины**

**Обоснование:**

* **Статины** - это класс препаратов, которые **ингибируют ГМГ-КоА-редуктазу**, ключевой фермент в синтезе холестерина.
* **Они** **снижают** уровень **общего холестерина**, **холестерина липопротеинов низкой плотности (ЛПНП)** (""плохой"" холестерин) и **триглицеридов** в крови.
* **Статины** **увеличивают** уровень **холестерина липопротеинов высокой плотности (ЛПВП)** (""хороший"" холестерин).
* **Они** **доказали** свою **эффективность** в **снижении** риска **сердечно-сосудистых заболеваний**, таких как инфаркт миокарда и инсульт.

**Другие варианты ответа:**

* **А** **фибраты**: **снижают** уровень **триглицеридов** и **ЛПНП** в крови, но **менее эффективны**, чем статины, в снижении риска сердечно-сосудистых заболеваний.
* **Б** **проб**у**кол** и **антиоксиданты**: **не** **рекомендуются** в качестве **первой линии** лечения гиперхолестеринемии.
* **В** **эзетимиб**: **снижает** уровень **ЛПНП** в крови, но **менее эффективен**, чем статины, в снижении риска сердечно-сосудистых заболеваний.

**Важно:**

* **Выбор** **препарата** для лечения гиперхолестеринемии зависит от **индивидуальных** **особенностей** пациента, таких как уровень холестерина, наличие сердечно-сосудистых заболеваний, сопутствующие заболевания и т.д.
* **Необходимо** **проконсультироваться** с **врачом** перед приемом **любых** **лекарств**.

**Источники:**

* [https://www.scardio.ru/](https://www.scardio.ru/)
* [https://www.nlm.nih.gov/](https://www.nlm.nih.gov/)
",1
51,"СОГЛАСНО НАЦИОНАЛЬНЫМ РЕКОМЕНДАЦИЯМ ПРИЕМ СТАТИНОВ СЛЕДУЕТ ОТМЕНИТЬ, КОГДА НА ФОНЕ МИАЛГИИ РЕГИСТРИРУЕТСЯ ПОВЫШЕНИЕ В КРОВИ АКТИВНОСТИ КФК В
А 2 раза
Б 5 раз
В 3 раза
Г 4 раза",Г 4 раза,"**Правильный ответ:** **Г** 4 раза.

**Обоснование:**

Согласно **Национальным рекомендациям по диагностике и лечению атеросклеротического поражения коронарных и церебральных артерий** (2021 г.), прием статинов следует **отменить** при **повышении активности КФК в крови в 4 раза и более** на фоне миалгии.

**Другие варианты ответа неверны:**

* **А) 2 раза:** повышение КФК в 2 раза не является достаточным основанием для отмены статинов.
* **Б) 5 раз:** в некоторых случаях, при отсутствии других симптомов, прием статинов может быть продолжен даже при 5-кратном повышении КФК.
* **В) 3 раза:** 3-кратное повышение КФК является пограничным значением, и решение о необходимости отмены статинов в этом случае должен принимать врач.

**Важно отметить:**

* Решение о **назначении** и **отмене** статинов должен принимать **только врач**, с учетом индивидуальных особенностей пациента и его анамнеза.
* **Миалгия** (мышечная боль) является одним из **побочных эффектов** статинов. При появлении миалгии необходимо обратиться к врачу для контроля уровня КФК.
* **Повышение КФК** может быть не связано с приемом статинов. Поэтому важно провести дифференциальную диагностику.

**Дополнительные сведения:**

* Национальные рекомендации по диагностике и лечению атеросклеротического поражения коронарных и церебральных артерий: [неправильный URL удален]
* Статины: показания и противопоказания: [неправильный URL удален]
* Миалгия на фоне приема статинов: [неправильный URL удален]
",1
52,"В III ОТВЕДЕНИИ РЕГИСТРИРУЕТСЯ РАЗНОСТЬ ПОТЕНЦИАЛОВ МЕЖДУ ЭЛЕКТРОДАМИ, РАСПОЛОЖЕННЫМИ НА
А левой руке и левой ноге
Б правой и левой ногах
В правой руке и левой ноге
Г левой и правой руках",А левой руке и левой ноге,"## **Ответ:** В) Правой руке и левой ноге.

**Обоснование:**

* **III отведение ЭКГ** регистрирует разность потенциалов между **правой рукой** (красный электрод) и **левой ногой** (черный электрод).
* **I отведение** регистрирует разность потенциалов между **левой и правой руками**.
* **II отведение** регистрирует разность потенциалов между **правой рукой** и **левой ногой**.
* **aVL** (усиленное отведение от левой руки) регистрирует потенциал **левой руки** относительно объединенного электрода **(правая рука + левая нога)**.
* **aVR** (усиленное отведение от правой руки) регистрирует потенциал **правой руки** относительно объединенного электрода **(левая рука + левая нога)**.
* **aVF** (усиленное отведение от левой ноги) регистрирует потенциал **левой ноги** относительно объединенного электрода **(правая рука + левая рука)**.

**Таким образом, только III отведение регистрирует разность потенциалов между правой рукой и левой ногой.**

**Дополнительные сведения:**

* **ЭКГ** (электрокардиография) - это метод графической регистрации электрической активности сердца.
* **12 стандартных отведений ЭКГ** позволяют получить информацию о работе сердца в разных плоскостях.
* **III отведение** позволяет оценить электрическую активность нижней стенки левого желудочка, а также межжелудочковой перегородки.

**Источники:**

* Электрокардиография - Википедия: [неправильный URL удален]
* 12 отведений ЭКГ - URL ЭКГ: [неправильный URL удален]
",-1
53,"ЦЕЛЯМИ И ВОЗМОЖНОСТЯМИ ТРАНСТОРАКАЛЬНОЙ ЭХОКАРДИОГРАФИИ ЯВЛЯЮТСЯ
А выявление нарушений проведения импульса, оценка ишемии
Б исследование коронарного русла, оценка жизнеспособного миокарда
В выявление патологии клапанного аппарата, болезней миокарда, оценка функции левого желудочка
Г регистрация эпизодов нарушения ритма и проводимости сердца, запись АД","В выявление патологии клапанного аппарата, болезней миокарда, оценка функции левого желудочка","## Правильный ответ: **В**

**Обоснование:**

* **Выявление патологии клапанного аппарата:** ТЭХО позволяет визуализировать все клапаны сердца, оценить их структуру, функцию, наличие регургитации или стеноза.
* **Болезни миокарда:** ТЭХО может выявить такие изменения миокарда, как инфаркт, миокардит, кардиомиопатия.
* **Оценка функции левого желудочка:** ТЭХО позволяет измерить такие параметры, как фракция выброса, конечно-систолический и конечно-диастолический объемы, что дает информацию о сократительной способности миокарда.

**Другие варианты ответа не являются исчерпывающими:**

* **А:** ТЭХО может косвенно выявлять нарушения проведения импульса (например, по аномальному движению стенок желудочков), но не является основным методом их диагностики.
* **Б:** ТЭХО не позволяет напрямую исследовать коронарное русло, но может косвенно оценить его состояние по наличию ишемии миокарда.
* **Г:** ТЭХО может регистрировать эпизоды нарушения ритма и проводимости сердца, но это не является его основной целью.

**Таким образом, только вариант В полностью отражает цели и возможности трансторакальной эхокардиографии.**
",1
54,"ОСТРАЯ ПЕРЕГРУЗКА ПРАВЫХ ОТДЕЛОВ СЕРДЦА НАБЛЮДАЕТСЯ НА ЭКГ ПРИ
А стенозе трикуспидального клапана	
Б тромбоэмболии легочной артерии
В недостаточности аортального клапана
Г стенозе митрального клапана",Б тромбоэмболии легочной артерии,"## Правильный ответ: **Б) тромбоэмболия легочной артерии (ТЭЛА)**

**Обоснование:**

* **При ТЭЛА происходит внезапная закупорка легочной артерии или ее ветвей тромбом.** Это приводит к резкому повышению давления в легочной артерии, что, в свою очередь, увеличивает нагрузку на правый желудочек.
* **На ЭКГ при острой перегрузке правых отделов сердца** наблюдаются следующие изменения:
    * **Отклонение электрической оси сердца вправо** (зубец R > зубца S в V1)
    * **Углубление зубца S в I отведении**
    * **Углубление зубца Q в III отведении**
    * **Подъем сегмента ST и инверсия зубца T в III и грудных отведениях (феномен S1Q3T3)**
* **Стеноз трикуспидального клапана, недостаточность аортального клапана и стеноз митрального клапана** могут привести к перегрузке правых отделов сердца, но эти изменения развиваются постепенно, в течение длительного времени. **Поэтому они не будут вызывать острую перегрузку правых отделов сердца, которая видна на ЭКГ.**

**Дополнительная информация:**

* **ТЭЛА является жизнеугрожающим состоянием, которое требует немедленной медицинской помощи.**
* **При появлении таких симптомов, как одышка, боль в груди, кашель с кровью, головокружение или обморок, необходимо срочно обратиться к врачу.**

**Источники:**

* [Электрокардиография (ЭКГ) при патологии легких - Легочные нарушения - Справочник MSD]([неправильный URL удален]",1
55,"ЗУБЕЦ Т НА ЭКГ ОТРАЖАЕТ РЕПОЛЯРИЗАЦИЮ
А только правого желудочка
Б левого желудочка и частично правого желудочка
В обоих желудочков
Г только левого желудочка",В обоих желудочков,"**В**

**Зубец Т на ЭКГ отражает реполяризацию обоих желудочков.**

**Обоснование:**

* **Деполяризация** (возбуждение) желудочков начинается в **синусовом узле**, затем распространяется по предсердиям, проходит через **атриовентрикулярный узел** (АВ-узел) и по **пучку Гиса** к **волокнам Пуркинье**. Деполяризация отражается на ЭКГ комплексом **QRS**.
* **Реполяризация** (восстановление исходного состояния) желудочков начинается в **эндокарде** и распространяется к **эпикарду**. 
* **Зубец T** на ЭКГ отражает **электрическую активность**, связанную с реполяризацией **желудочков**.

**Почему не А и Г?**

* **А** - неверно, так как реполяризация охватывает **оба** желудочка.
* **Г** - неверно, так как реполяризация начинается в **эндокарде** **обоих** желудочков.

**Почему не Б?**

* **Б** - не совсем верно, так как реполяризация **одновременно** охватывает **оба** желудочка, а не сначала один, а потом другой.

**Дополнительная информация:**

* **Форма и амплитуда зубца T** могут меняться в зависимости от различных факторов, таких как **частота сердечных сокращений**, **наличие ишемии** или **инфаркта миокарда**, **гиперкалиемия** или **гипокалиемия**.
* **Изменения зубца T** могут быть диагностически значимыми для различных заболеваний **сердца**.

**Источники:**

* [Электрокардиография - Нарушения сердечно-сосудистой системы]([неправильный URL удален]",1
56,"ОРТОСТАТИЧЕСКАЯ ГИПОТОНИЯ – ЭТО СНИЖЕНИЕ
А артериального давления в ночные часы на 20/10 мм рт. ст. и более при переходе в вертикальное положение или 30/10 мм рт. ст. при переходе в горизонтальное положение у пациентов c артериальной гипертонии
Б артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией из положения лежа
В скорости утреннего подъема артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией в положении лежа
Г среднесуточного артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение или 30/10 мм рт. ст. при переходе в горизонтальное положение у пациентов c артериальной гипертонией

",Б артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией из положения лежа,"## Правильный ответ: Б

**Обоснование:**

* Ортостатическая гипотония (ОГ) - это **снижение артериального давления (АД) при переходе из положения лежа или сидя в положение стоя**. 
* **Критерии ОГ:**
    * **Нормотензивные пациенты:** снижение САД на 20 мм рт.ст. и/или ДАД на 10 мм рт.ст.
    * **Пациенты с артериальной гипертонией:** снижение САД на 30 мм рт.ст. и/или ДАД на 10 мм рт.ст.
* **Варианты ответа А, В и Г не соответствуют критериям ОГ:**
    * **Вариант А:** ОГ не связана с ночным периодом.
    * **Вариант В:** ОГ не связана с утренним подъемом АД.
    * **Вариант Г:** ОГ не связана с изменением среднесуточного АД.

**Таким образом, правильный ответ - Б.**

**Дополнительная информация:**

* ОГ может быть вызвана различными причинами, такими как:
    * Дегидратация
    * Нейропатия
    * Прием некоторых лекарств
    * Сердечно-сосудистые заболевания
* ОГ может сопровождаться такими симптомами как:
    * Головокружение
    * Потемнение в глазах
    * Обморок

**Если у вас есть симптомы ОГ, обратитесь к врачу.**
",1
57,"К ГИПОГЛИКЕМИЧЕСКИМ ПРЕПАРАТАМ 1 ЛИНИИ У ПАЦИЕНТОВ СО СТЕНОКАРДИЕЙ НАПРЯЖЕНИЯ, ОЖИРЕНИЕМ, ЛИБО ИЗБЫТОЧНОЙ МАССОЙ ТЕЛА И САХАРНЫМ ДИАБЕТОМ 2 ТИПА, ПРИ ОТСУТСТВИИ ПРОТИВОПОКАЗАНИЙ ОТНОСЯТ
А метформин
Б ингибиторы альфа-глюкозидаз 	
В тиазолидиндионы
Г производные сульфонилмочевины",А метформин,"**Правильный ответ:** А) метформин

**Обоснование:**

* **Метформин** является препаратом **первой линии** для лечения сахарного диабета 2 типа у пациентов с **сопутствующей стенокардией напряжения, ожирением или избыточной массой тела**, за исключением случаев, когда его прием противопоказан.
* **Метформин** обладает **гипогликемическим эффектом**, не вызывая гипогликемии, а также **снижает риск развития сердечно-сосудистых осложнений**.
* **Метформин** **не вызывает увеличения массы тела**, а в некоторых случаях может даже привести к ее снижению.
* **Метформин** **хорошо переносится** большинством пациентов.

**Другие варианты ответа не являются оптимальными:**

* **Ингибиторы альфа-глюкозидазы** (Б) менее эффективны, чем метформин, и могут вызывать побочные эффекты со стороны желудочно-кишечного тракта.
* **Тиазолидиндионы** (В) могут вызывать задержку жидкости и увеличение массы тела, что нежелательно для пациентов с сопутствующей стенокардией напряжения.
* **Производные сульфонилмочевины** (Г) могут вызывать гипогликемию, что также нежелательно для пациентов с сопутствующей стенокардией напряжения.

**Важно:**

* Выбор сахароснижающего препарата должен осуществляться **врачом** с учетом индивидуальных особенностей пациента.
* Перед применением любого сахароснижающего препарата необходимо **внимательно ознакомиться с инструкцией**.

**Источники информации:**

* Национальные рекомендации по лечению сахарного диабета 2 типа: [неправильный URL удален]
* Сахарный диабет 2 типа: современные подходы к лечению: [неправильный URL удален]
",1
58,"У ПАЦИЕНТА СО СТАБИЛЬНОЙ СТЕНОКАРДИЕЙ, ВЫПОЛНЕННЫМ ПЛАНОВЫМ ЧКВ С НЕКЛАПАННОЙ ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ ПРИ ВЫСОКОМ РИСКЕ КРОВОТЕЧЕНИЯ ПО ШКАЛЕ HAS-BLED ТРОЙНАЯ АНТИТРОМБОТИЧЕСКАЯ ТЕРАПИЯ ПРОВОДИТСЯ
А 3 месяца
Б 1 месяц
В полгода
Г только во время госпитализации",Б 1 месяц ,"## **Ответ:** **В) полгода**

**Обоснование:**

1. **Пациент имеет стабильную стенокардию и неклапанную фибрилляцию предсердий (НФП).** 
2. **Ему выполнено плановое чрескожное коронарное вмешательство (ЧКВ).**
3. **Пациент имеет высокий риск кровотечения по шкале HAS-BLED.**

**Рекомендации по тройной антитромботической терапии (ТАТ) у пациентов с НФП после ЧКВ:**

* **У пациентов с высоким риском тромбообразования и низким риском кровотечения ТАТ рекомендуется в течение 12 месяцев.**
* **У пациентов с высоким риском кровотечения ТАТ рекомендуется в течение 3-6 месяцев.**
* **В некоторых случаях ТАТ может быть назначена на более короткий срок (например, 1-3 месяца) или только во время госпитализации.**

**В данном случае:**

* **Пациент имеет высокий риск кровотечения по шкале HAS-BLED.**
* **Не указано, что у него высокий риск тромбообразования.**
* **Поэтому ТАТ рекомендуется в течение 3-6 месяцев.**

**Следовательно, правильный ответ - В) полгода.**

**Дополнительные сведения:**

* **Шкала HAS-BLED** используется для оценки риска кровотечения у пациентов с НФП.
* **Факторы риска кровотечения по шкале HAS-BLED:**
    * Возраст ≥65 лет
    * Артериальная гипертензия
    * Недавний инсульт
    * Аномалии тромбоцитов или прием антикоагулянтов
    * Диабет
    * Недостаточность функции печени или почек
    * Алкоголизм
* **Чем больше факторов риска у пациента, тем выше его риск кровотечения.**
* **Решение о назначении ТАТ следует принимать индивидуально, с учетом всех факторов риска.**

**Источники:**

* ESC Guidelines for the management of atrial fibrillation: [неправильный URL удален]
* ACC/AHA/HRS Guideline for the Management of Patients With Atrial Fibrillation: [https://www.ahajournals.org/doi/full/10.1161/CIR.0000000000000475](https://www.ahajournals.org/doi/full/10.1161/CIR.0000000000000475)
",-1
