Вопрос,Ответ,GigaChat,Результат
35,"НАИБОЛЕЕ ЧАСТОЙ ФОРМОЙ ИНФАРКТА МИОКАРДА ЯВЛЯЕТСЯ:
А астматическая
Б церебро-васкулярная
В ангинозная
Г гастралгическая
",В ангинозная,"Наиболее частой формой инфаркта миокарда является В ангинозная. Это связано с тем, что при этой форме наблюдаются типичные симптомы стенокардии (боль в груди), которые возникают из-за недостаточного кровоснабжения сердечной мышцы. Ангинозная форма встречается примерно у 90% пациентов с инфарктом миокарда. Остальные формы (астматическая, церебро-васкулярная, гастралгическая) встречаются значительно реже и имеют свои особенности клинической картины.",1
36,"НАИБОЛЕЕ ЧАСТОЙ ПРИЧИНОЙ ОСТРОГО КОРОНАРНОГО СИНДРОМА (ОКС) ЯВЛЯЕТСЯ:
А разрыв атеросклеротической бляшки
Б спонтанная диссекция коронарных артерий
В прогрессивное увеличение массы атеросклеротической бляшки с последующей полной закупоркой коронарной артерии
Г выраженный спазм коронарных артерий
",А разрыв атеросклеротической бляшки,"Наиболее частой причиной острого коронарного синдрома (ОКС) является разрыв атеросклеротической бляшки. Это происходит, когда покрышка атеросклеротической бляшки разрывается, что приводит к образованию тромба внутри коронарной артерии. Этот тромб может полностью заблокировать кровоток через артерию, вызывая острый инфаркт миокарда.

Спонтанная диссекция коронарных артерий, хотя и возможна, встречается гораздо реже и обычно связана с другими заболеваниями, такими как синдром Марфана или фиброзный медиакальциноз. Прогрессивное увеличение массы атеросклеротической бляшки также может привести к ОКС, но это обычно происходит постепенно, а не внезапно, как при разрыве бляшки. Выраженный спазм коронарных артерий может вызвать стенокардию, но обычно не приводит к полному прекращению кровотока и развитию инфаркта миокарда.
",0
37,"ОДНИМ ИЗ ПРИЗНАКОВ ТАМПОНАДЫ СЕРДЦА ЯВЛЯЕТСЯ:
А коллабирование правого предсердия
Б значительное количество выпота
В значительная вариабельность наполнения камер сердца в зависимости от фаз дыхания
Г циркулярное распространение перикардиального выпота
",В значительная вариабельность наполнения камер сердца в зависимости от фаз дыхания,"Правильный ответ: А. Коллабирование правого предсердия является одним из признаков тампонады сердца. Тампонада сердца — это опасное для жизни состояние, при котором скопление жидкости (выпот) в перикардиальной полости вызывает нарушение сердечной деятельности. При тампонаде сердца давление в перикардиальной полости повышается, что приводит к сдавлению сердца, особенно его правой половины. В результате этого происходит коллабирование (сжатие) правого предсердия.

Ответы Б, В и Г также могут наблюдаться при тампонаде сердца, но они не являются специфическими признаками этого состояния. Выпот может быть вызван другими причинами, а вариабельность наполнения камер сердца и циркулярное распространение выпота могут быть связаны с другими заболеваниями сердца или легких.
",-1
38,"ОСНОВНЫМ СИМПТОМОМ В КЛИНИКЕ ЭКССУДАТИВНОГО ПЕРИКАРДИТА ЯВЛЯЕТСЯ:
А одышка
Б аритмия
В боль в грудной клетке
Г артериальная гипертензия
",А одышка,"А — одышка.
Экссудативный перикардит сопровождается накоплением экссудата в полости перикарда, что приводит к сдавлению сердца и диафрагмы, а также изменению положения сердца. Это затрудняет работу легких и вызывает одышку.
",1
39,"ВИРУСНЫЕ И ИДИОПАТИЧЕСКИЕ ОСТРЫЕ ПЕРИКАРДИТЫ:
А нередко приводят к летальному исходу
Б чаще наблюдаются у мужчин
В чаще наблюдаются у женщин
Г чаще всего заканчиваются переходом в хронический перикардит
",Б чаще наблюдаются у мужчин,"Правильный ответ: А. Вирусные и идиопатические острые перикардиты нередко приводят к летальному исходу.

Обоснование:
Перикардит — это воспаление околосердечной сумки (перикарда), которое может быть вызвано различными причинами. Вирусные и идиопатические перикардиты относятся к острым формам этого заболевания.

Вирусные перикардиты вызываются различными вирусами, которые могут привести к воспалению перикарда. Идиопатические перикардиты — это случаи, когда причина воспаления неизвестна.

Оба этих типа перикардитов могут привести к серьезным осложнениям, включая тампонаду сердца (накопление жидкости в перикардиальной полости, которое может привести к остановке сердца) и констриктивный перикардит (хроническое воспаление, которое приводит к утолщению и рубцеванию перикарда, что затрудняет работу сердца). Эти осложнения могут стать причиной летального исхода.",-1
40,"III ФУНКЦИОНАЛЬНЫЙ КЛАСС ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ СООТВЕТСТВУЕТ, КОГДА:
А симптомы болей за грудиной, одышка, слабость, сердцебиение присутствуют и усиливаются при минимальной физической активности, а при состоянии покоя симптомы не проявляются
Б значительная и повседневная физическая нагрузка приводит к возникновению и усилению симптомов, тогда как в покое слабость, одышка и другие симптомы отсутствуют
В в покое симптомы отсутствуют, физическая активность меньшей интенсивности по сравнению с привычными нагрузками сопровождается появлением симптомов
Г привычная физическая активность сопровождается слабостью, утомляемостью, одышкой или сердцебиением по сравнению с состоянием покоя, когда перечисленные симптомы отсутствуют
","В в покое симптомы отсутствуют, физическая активность меньшей интенсивности по сравнению с привычными нагрузками сопровождается появлением симптомов","Правильный ответ: В. Это соответствует III функциональному классу хронической сердечной недостаточности. Этот класс характеризуется тем, что в покое симптомы отсутствуют, но физическая активность меньшей интенсивности по сравнению с привычными нагрузками сопровождается появлением симптомов (например, слабости, утомляемости, одышки или сердцебиения).",1
41,"ЖАЛОБЫ ПАЦИЕНТА НА ОДЫШКУ ПРИ ФИЗИЧЕСКОЙ НАГРУЗКЕ, УСИЛИВАЮЩУЮСЯ В ГОРИЗОНТАЛЬНОМ ПОЛОЖЕНИИ, ПОЗВОЛЯЮТ УСТАНОВИТЬ ______ СТАДИЮ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ:
А 1
Б 3
В 2А
Г 2Б
",В 2А,"Правильный ответ: Б (3 стадия сердечной недостаточности).

Одышка при физической нагрузке и усиление её в горизонтальном положении являются признаками третьей стадии хронической сердечной недостаточности (ХСН).",-1
42,"НАИБОЛЕЕ ХАРАКТЕРНОЙ ЖАЛОБОЙ У ПАЦИЕНТОВ С ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ЯВЛЯЕТСЯ:
А одышка
Б ноющая боль в области сердца
В боль в суставах
Г головная боль
",А одышка,"Наиболее характерной жалобой у пациентов с хронической сердечной недостаточностью является А — одышка.

Одышка возникает при физической нагрузке, а затем и в покое. Появляется ощущение, будто человек не может вдохнуть полной грудью.

Б — ноющая боль в области сердца чаще всего возникает при стенокардии, которая может сопровождать хроническую сердечную недостаточность, но не является её симптомом.

В — боль в суставах не имеет отношения к сердечной недостаточности.

Г — головная боль также не связана с сердечной недостаточностью.",1
43,"К ОСНОВНЫМ ПРИЗНАКАМ ЛЕВОЖЕЛУДОЧКОВОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ОТНОСЯТ:
А венозный застой в большом круге кровообращения
Б приступы сердечной астмы
В слабость
Г отеки ног
",Б приступы сердечной астмы,"Правильный ответ: Б — приступы сердечной астмы.

При левожелудочковой сердечной недостаточности происходит застой крови в малом круге кровообращения (в лёгких), что приводит к нарушению дыхания и может проявляться в виде приступов сердечной астмы. В этом случае появляется одышка, чувство нехватки воздуха, может возникать кашель с розовой мокротой.

Венозный застой в большом круге кровообращения характерен для правожелудочковой сердечной недостаточности. Слабость и отёки ног также могут наблюдаться как при право-, так и при левожелудочковой сердечной недостаточности.",1
44,"ПОКАЗАТЕЛИ ПРОТЕЗНОЙ ГЕМОДИНАМИКИ В НОРМЕ ЗАВИСЯТ ОТ:
А материала, из которого изготовлен протез
Б сократительной функции миокарда
В шовного материала
Г места имплантации, размера и конструкции протеза
","Г места имплантации, размера и конструкции протеза","Правильный ответ: Г. Показатели протезной гемодинамики зависят от места имплантации, размера и конструкции протеза.

Обоснование: Гемодинамика — это движение крови по сосудам. При установке искусственного клапана сердца важно правильно подобрать размер и конструкцию протеза, чтобы он соответствовал анатомическим особенностям пациента и обеспечивал нормальную гемодинамику. Если размер протеза слишком мал, то может возникнуть недостаточность протеза (регургитация), приводящая к нарушению гемодинамики. Если же размер протеза слишком большой, то может развиться стеноз (сужение) клапанного отверстия, также приводящий к нарушению гемодинамики. Кроме того, существуют различные типы протезов клапанов сердца, каждый из которых имеет свои особенности и влияет на гемодинамику.",1
45,"ПРИ ПРОВЕДЕНИИ ЧРЕСПИЩЕВОДНОЙ ЭЛЕКТРОКАРДИОСТИМУЛЯЦИИ НАВЯЗЫВАЕТСЯ РИТМ ____ СЕРДЦА:
А правому предсердию
Б левому предсердию
В левому желудочку
Г правому желудочку
",Б левому предсердию,"Правильный ответ: Г.
При проведении чреспищеводной электрокардиостимуляции навязывается ритм правому желудочку. Это связано с тем, что электроды, используемые при этой процедуре, располагаются в пищеводе рядом с правым предсердием и передают стимулирующие импульсы непосредственно в правый желудочек сердца. Таким образом, они могут контролировать и корректировать ритм именно этого отдела сердца.",-1
46,"СОСТОЯНИЕ ДУГИ АОРТЫ ОЦЕНИВАЕТСЯ:
А из апикального доступа
Б субкостально
В супрастернально
Г парастенально
",В супрастернально,"Правильный ответ: В. Состояние дуги аорты оценивается супрастернально. Это связано с тем, что супрастернальная позиция является оптимальным доступом для визуализации дуги аорты, так как она позволяет получить изображение всей длины дуги аорты от места ее отхождения от восходящей аорты до места отхождения плечеголовного ствола. Другие позиции (апикальный доступ, субкостальное и парастернальное расположение датчика) не позволяют полноценно оценить состояние дуги аорты.",1
47,"ПРОДОЛЖИТЕЛЬНОСТЬ ИНТЕРВАЛА PQ НА ЭЛЕКТРОКАРДИОГРАММЕ В НОРМЕ СОСТАВЛЯЕТ (В СЕКУНДАХ):
А 0,12-0,20
Б менее 0,10
В более 0,25
Г от 0,20 до 0,40
","А 0,12-0,20","Продолжительность интервала PQ на электрокардиограмме в норме составляет от 0,12 до 0,20 секунды. Это время, которое требуется для прохождения электрического импульса от предсердий к желудочкам сердца. Ответ Г является правильным, так как он соответствует указанным временным рамкам.
",-1
48,"У БОЛЬНЫХ С ДИЛАТАЦИОННОЙ КАРДИОМИОПАТИЕЙ ПРИ ЭХОКАРДИОГРАФИИ ВЫЯВЛЯЮТ:
А гипертрофию стенок сердца
Б дилатацию всех камер сердца
В дилатацию левого предсердия
Г уменьшение объема камер сердца
",Б дилатацию всех камер сердца,"Правильный ответ: Б. При дилатационной кардиомиопатии у больных отмечают дилатацию (расширение) всех камер сердца. Это связано с нарушением сократительной способности сердечной мышцы и развитием сердечной недостаточности.
",1
49,"МОДИФИЦИРУЕМЫМ ФАКТОРОМ РИСКА СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ У ПАЦИЕНТОВ С АГ ЯВЛЯЕТСЯ:
А наследственность
Б возраст
В пол
Г уровень АД
",Г уровень АД,"Г уровень АД

Уровень артериального давления является модифицируемым фактором риска сердечно-сосудистых заболеваний у пациентов с артериальной гипертензией (АГ). Это означает, что пациенты могут влиять на этот фактор, контролируя свое кровяное давление. Другие факторы, такие как наследственность, возраст, пол, обычно не поддаются изменениям. Однако, при наличии АГ, контроль уровня артериального давления может значительно снизить риск развития сердечно-сосудистых осложнений.",1
50,"3 СТЕПЕНИ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ СООТВЕТСТВУЕТ СИСТОЛИЧЕСКОЕ АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ ________ ММ РТ. СТ. И/ИЛИ ДИАСТОЛИЧЕСКОЕ _________ ММ РТ. СТ.:
А выше 180; выше 110
Б 160-180; 94-100
В выше 200; выше 110
Г ≥180; ≥110
",Г ≥180; ≥110,"Правильный ответ — Г. Согласно классификации артериальной гипертензии, принятой в России, к третьей степени относятся случаи, когда систолическое давление составляет 180 мм рт. ст. и выше, а диастолическое — 110 мм рт. ст. и выше.",1
51,"ДЛЯ ДИАГНОСТИКИ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ РЕКОМЕНДОВАНО _______ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ:
А проводить один раз в неделю домашний самоконтроль
Б внеофисное однократное измерение
В повторное измерение «офисного»
Г однократное измерение «офисного»
",В повторное измерение «офисного»,"В повторное измерение «офисного»

При диагностике артериальной гипертензии рекомендуется проводить повторное измерение «офисного» артериального давления. Это связано с тем, что для подтверждения диагноза необходимо получить стабильные результаты, то есть зафиксировать повышенный уровень артериального давления при двух или более последующих визитах к врачу. Однократное измерение может дать ложноположительный результат, поэтому повторное измерение позволяет увеличить достоверность диагностики.",1
52,"К АССОЦИИРОВАННОМУ СОСТОЯНИЮ ПРИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ОТНОСИТСЯ:
А гипертрофия левого желудочка
Б пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента)
В транзиторная ишемическая атака
Г ХБП с рСКФ 30-60 мл/мин./1,73 кв. м
",В транзиторная ишемическая атака,"В данном случае правильным ответом будет вариант Б — пульсовое артериальное давление (АД) более 60 мм рт. ст. у пожилых и старых пациентов. Это связано с тем, что пульсовое АД отражает жёсткость артериальной стенки, которая увеличивается при длительном течении артериальной гипертонии. Увеличение пульсового АД является неблагоприятным признаком, так как может свидетельствовать о наличии сердечно-сосудистых осложнений.",-1
53,"ТАКТИКА ПРИ РАЗРЫВЕ КОРОНАРНОЙ АРТЕРИИ ВО ВРЕМЯ БАЛЛОННОЙ АНГИОПЛАСТИКИ ВКЛЮЧАЕТ:
А имплантацию стандартного стента с лекарственным покрытием
Б прекращение всех манипуляций и экстренно аортокоронарное шунтирование
В введение тромболизирующих препаратов
Г пережатие баллонным катетером и имплантацию стент-графта с последующим АКШ
",Г пережатие баллонным катетером и имплантацию стент-графта с последующим АКШ,"Правильный ответ: Г.
Обоснование: разрыв коронарной артерии во время баллонной ангиопластики является серьёзным осложнением, которое требует немедленного вмешательства для предотвращения инфаркта миокарда. Пережатие баллонным катетером позволяет временно остановить кровотечение, после чего проводится имплантация стент-графта. Стент-графт представляет собой устройство, которое может быть использовано для восстановления целостности сосудистой стенки и поддержания проходимости сосуда. После этого может быть выполнено аортокоронарное шунтирование (АКШ) для улучшения кровоснабжения сердца.",1
54,"ПРИ ВОССТАНОВЛЕНИИ ПРОХОДИМОСТИ ОККЛЮЗИРОВАННОЙ КОРОНАРНОЙ АРТЕРИИ У БОЛЬНЫХ ОСТРЫМ ИНФАРКТОМ МИОКАРДА В ПЕРВЫЕ ЧАСЫ ЗАБОЛЕВАНИЯ НАБЛЮДАЕТСЯ:
А быстрое возвращение сегмента ST к изолинии
Б обычная динамика сегмента ST
В более медленное возвращение сегмента ST к изолинии
Г исчезновение патологических зубцов Q
",А быстрое возвращение сегмента ST к изолинии,"Правильный ответ: А. Быстрое возвращение сегмента ST к изолинии.

При восстановлении проходимости окклюзированной коронарной артерии у больных острым инфарктом миокарда в первые часы заболевания наблюдается быстрое возвращение сегмента ST к изолинии. Это связано с тем, что при реперфузии (восстановлении кровотока) в пораженной области происходит быстрое восстановление нормального метаболизма миокарда, что приводит к нормализации электрической активности сердца.
",1
55,"ПОВЫШЕНИЕ ЭКСКРЕЦИИ КАТЕХОЛАМИНОВ С МОЧОЙ ВЫЗЫВАЕТ:
А празозин
Б фуросемид
В резерпин
Г пропранолол
",Г пропранолол,"Б фуросемид

Фуросемид относится к группе диуретиков, которые стимулируют экскрецию (выведение) воды и солей из организма. Одним из механизмов действия фуросемида является блокирование реабсорбции (обратного всасывания) ионов натрия и хлора в дистальных канальцах нефрона, что приводит к увеличению объема мочи и уменьшению объема крови. Это также может привести к увеличению экскреции катехоламинов с мочой.",-1
56,"К НАИБОЛЕЕ ЧАСТЫМ ВОЗБУДИТЕЛЯМ ИНФЕКЦИОННОГО ЭНДОКАРДИТА ОТНОСЯТ:
А грибы
Б грамотрицательную микрофлору
В L-формы бактерий
Г грамположительную микрофлору
",Г грамположительную микрофлору,"Правильный ответ: Г — грамположительную микрофлору.

Эндокардит — это инфекция внутренней оболочки сердца (эндокарда), чаще всего вызываемая бактериями, прикрепляющимися к сердечным клапанам или внутренним структурам сердца. Наиболее частыми возбудителями инфекционного эндокардита являются грамположительные бактерии, такие как Staphylococcus aureus и Streptococcus viridans. Эти бактерии могут проникнуть в организм через кожу или слизистые оболочки и затем попасть в кровоток, где они могут прикрепиться к сердечным клапанам или другим внутренним структурам сердца.",1
57,"ПРИЧИНОЙ ОСТРОГО ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЧАЩЕ ВСЕГО ЯВЛЯЮТСЯ:
А энтерококки
Б грибы
В стрептококки
Г стафилококки
",Г стафилококки,"Правильный ответ: Г. Стафилококки чаще всего являются причиной острого инфекционного эндокардита.

Обоснование: Стафилококки — грамположительные бактерии рода Staphylococcus. Они могут вызывать различные инфекции, включая острый инфекционный эндокардит. Эти бактерии обладают способностью прикрепляться к поверхности сердечных клапанов и вызывать их воспаление. Это связано с тем, что они имеют специальные структуры, позволяющие им прикрепляться к тканям организма и формировать биоплёнку, которая защищает бактерии от иммунной системы и антибиотиков.",1
58,"НАИБОЛЕЕ ЧАСТО ВСТРЕЧАЮЩИМСЯ ВОЗБУДИТЕЛЕМ ОСТРОГО ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЯВЛЯЕТСЯ:
А золотистый стафилококк
Б зеленящий стрептококк
В эпидермальный стрептококк
Г синегнойная палочка
",А золотистый стафилококк,"Правильный ответ: Б. Зеленящий стрептококк является наиболее часто встречающимся возбудителем острого инфекционного эндокардита.

Обоснование: Зеленящий стрептококк (Streptococcus viridans) обычно обитает в ротовой полости и верхних дыхательных путях. Он может проникнуть в кровоток при стоматологических процедурах или других инвазивных вмешательствах, что может привести к развитию бактериемии и последующему эндокардиту. Это особенно актуально для пациентов с уже существующими сердечными заболеваниями или искусственными клапанами сердца.

Золотистый стафилококк (Staphylococcus aureus), хотя и является важным патогеном, чаще вызывает подострый эндокардит, который развивается медленнее и имеет другие клинические особенности.

Эпидермальный стафилококк (Staphylococcus epidermidis) также может вызывать эндокардит, но обычно это происходит у пациентов с имплантированными устройствами, такими как искусственные клапаны сердца или катетеры.

Синегнойная палочка (Pseudomonas aeruginosa) редко вызывает эндокардит, но она известна своими устойчивыми к антибиотикам свойствами и способностью вызывать инфекции у пациентов с иммунодефицитными состояниями или у тех, кто находится в больницах или учреждениях длительного ухода.",-1
59,"БЕРЕМЕННЫМ ЖЕНЩИНАМ С АРТЕРИАЛЬНОЙ ГИПЕРТОНИЕЙ ПРОТИВОПОКАЗАНО НАЗНАЧЕНИЕ:
А метилдопы
Б каптоприла
В лабеталола
Г нифедипина
",Б каптоприла,"В данном случае правильным ответом будет Г — нифедипин.

Нифедипин относится к группе антагонистов кальция, которые могут вызывать рефлекторную тахикардию и приводить к ухудшению кровоснабжения сердца и других органов и тканей. Это может спровоцировать нарушения развития плода и осложнения беременности.",-1
60,"К ПРЕПАРАТАМ, МАСКИРУЮЩИМ ГИПОГЛИКЕМИЮ, ОТНОСЯТ:
А антагонисты кальция
Б тиазидоподобные диуретики
В бета-блокаторы
Г ИАПФ
",В бета-блокаторы,"Правильный ответ: В. Бета-блокаторы могут маскировать симптомы гипогликемии, такие как тахикардия и тремор, что затрудняет распознавание низкого уровня сахара в крови у пациентов с сахарным диабетом.
",1
61,"К ПРЕПАРАТАМ ПЕРВОГО ВЫБОРА ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ САХАРНЫМ ДИАБЕТОМ ОТНОСЯТ:
А бета-адреноблокаторы
Б диуретики
В ингибиторы ангиотензин-превращающего фермента
Г антагонисты альдостерона
",В ингибиторы ангиотензин-превращающего фермента,"Правильный ответ: В.

Ингибиторы ангиотензинпревращающего фермента (иАПФ) являются препаратами первого выбора для лечения артериальной гипертонии у больных сахарным диабетом. Это связано с тем, что иАПФ способны предотвращать развитие осложнений, связанных с высоким давлением, таких как повреждение почек и сосудов. Они также могут улучшить функцию почек и снизить риск развития сердечной недостаточности.",1
62,"ПРИ ВНЕЗАПНОМ ПОВЫШЕНИИ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ И ВЫРАЖЕННОЙ ТАХИКАРДИИ ПОКАЗАН ПРИЁМ:
А β-адреноблокаторов
Б блокаторов рецепторов ангиотензина II
В β-адреномиметиков
Г петлевых диуретиков
",А β-адреноблокаторов,"Правильный ответ: А. β-адреноблокаторы.

При внезапном повышении артериального давления и выраженной тахикардии показан приём β-адреноблокаторов. Эти препараты блокируют бета-адренорецепторы, тем самым предотвращая стимулирующее действие адреналина на сердечно-сосудистую систему. Это приводит к снижению частоты сердечных сокращений и уменьшению артериального давления.",1
63,"КАТЕТЕРНАЯ РАДИОЧАСТОТНАЯ АБЛАЦИЯ ПО ПОВОДУ ТИПИЧНОГО ТРЕПЕТАНИЯ ПРЕДСЕРДИЙ ПРОВОДИТСЯ В:
А правом предсердии
Б правом желудочке
В левом предсердии	
Г левом желудочке
",А правом предсердии,"Катетерная радиочастотная аблация при типичном трепетании предсердий проводится в правом предсердии.

Обоснование: Трепетание предсердий является нарушением сердечного ритма, которое характеризуется быстрыми и нерегулярными сокращениями предсердий. При типичном трепетании предсердий, область, где начинается электрический импульс (водитель ритма), обычно находится в верхней части правого предсердия. Поэтому катетерная радиочастотная аблация, которая представляет собой процедуру разрушения небольших участков сердечной ткани для предотвращения аномальных электрических сигналов, проводится именно в этом месте.",0
64,"ДЛЯ ПРОФИЛАКТИКИ ИНСУЛЬТА ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ У ПАЦИЕНТОВ С МЕХАНИЧЕСКИМИ ПРОТЕЗАМИ НУЖНО ИСПОЛЬЗОВАТЬ:
А апиксабан
Б варфарин
В аспирин
Г дабигатран
",Б варфарин,"В данном случае, для профилактики инсульта при фибрилляции предсердий у пациентов с механическими протезами следует использовать препарат «Варфарин».

Это антикоагулянт непрямого действия, который подавляет синтез витамин К-зависимых факторов свертывания крови (II, VII, IX и X) и белка С в печени. Препарат снижает риск возникновения инсульта и других осложнений фибрилляции предсердий. Однако стоит отметить, что он требует регулярного контроля показателей свертываемости крови.",0
65,"ДЛЯ МЕДИКАМЕНТОЗНОЙ КАРДИОВЕРСИИ ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ РЕКОМЕНДУЕТСЯ ИСПОЛЬЗОВАТЬ:
А амиодарон
Б дигоксин
В верапамил
Г бисопролол
",А амиодарон,"Правильный ответ: А.

Амиодарон является препаратом выбора для медикаментозной кардиоверсии при фибрилляции предсердий благодаря своим антиаритмическим свойствам. Он способен угнетать несколько путей возникновения аритмии и имеет минимальное влияние на сократительную способность миокарда.

Дигоксин (Б), верапамил (В) и бисопролол (Г) не рекомендуются для медикаментозной кардиоверсии при фибрилляции предсердий, так как они могут привести к ухудшению состояния пациента.",1
66,"КАКОЙ ВИД ХОДЬБЫ РЕКОМЕНДУЕТСЯ ПАЦИЕНТАМ С ТУБЕРКУЛЕЗОМ ЛЕГКИХ И ИНФАРКТОМ МИОКАРДА НА СТАЦИОНАРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ?:
А скандинавская
Б спортивная
В по лестницам
Г дозированная
",Г дозированная,"Правильный ответ: Г — дозированная ходьба.

Пациентам со свежим инфарктом миокарда в стадии рубцевания (I–II функциональный класс) и туберкулёзом лёгких в фазе рассасывания и уплотнения лёгочной ткани (III группа диспансерного учёта) показана дозированная ходьба.
",1
67,"ОСНОВНЫМ ОБЩИМ ПОСЛЕДСТВИЕМ ГИПОДИНАМИИ ДЛЯ СЕРДЦА ЯВЛЯЕТСЯ:
А снижение риска заболеваний миокарда
Б увеличение частоты сердечных сокращений, снижение ударного и минутного объема
В уменьшение частоты сердечных сокращений
Г увеличение адаптационных возможностей миокарда
","Б увеличение частоты сердечных сокращений, снижение ударного и минутного объема","Б. Гиподинамия приводит к снижению функциональных возможностей сердца. В результате снижения физической активности ослабевает сила сокращения сердечной мышцы, что приводит к уменьшению ударного и минутного объема крови. Также гиподинамия может привести к увеличению частоты сердечных сокращений в состоянии покоя.
",1
68,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:
А выносливость
Б увеличение мышечной массы
В ловкость
Г гибкость

",А выносливость,"Правильный ответ: А.
Объяснение: Кардиологическим больным необходимо улучшать свою выносливость, поскольку это напрямую влияет на работу сердца и сосудов. Упражнения на увеличение мышечной массы, ловкость и гибкость не являются приоритетными для данной группы пациентов.
",1
69,"ПАТОГНОМОНИЧНЫМ ПРИЗНАКОМ СЕМЕЙНОЙ ДИСЛИПОПРОТЕИДЕМИИ ЯВЛЯЕТСЯ:
А ксантоматоз ахилловых сухожилий
Б липоидная дуга роговицы
В ксантоматоз ладоней
Г увеличение печени и селезенки

",А ксантоматоз ахилловых сухожилий,"Правильный ответ: Б. Липоидная дуга роговицы является патогномоничным признаком семейной дислипопротеидемии. Это специфический симптом, который позволяет точно диагностировать данное заболевание. Остальные варианты могут встречаться при других заболеваниях и не являются специфичными для семейной дислипопротеидемии.
",-1
70,"ПРИ ТИРЕОТОКСИКОЗЕ СОДЕРЖАНИЕ ХОЛЕСТЕРИНА В КРОВИ:
А зависит от поражения печени
Б увеличивается
В уменьшается
Г не изменяется
",В уменьшается,"Правильный ответ: Г. При тиреотоксикозе содержание холестерина в крови не изменяется.
",-1
71,"В ШКАЛЕ SCORE УЧИТЫВАЮТСЯ:
А общий холестерин, диастолическое артериальное давление, ожирение, возраст, курение
Б дислипидемия, наличие инфаркта миокарда в анамнезе, пол, возраст, систолическое артериальное давление
В возраст, систолическое артериальное давление, общий холестерин, курение, пол
Г пол, возраст, липопротеины низкой плотности, общий холестерин, диастолическое артериальное давление


","В возраст, систолическое артериальное давление, общий холестерин, курение, пол","Правильный ответ: Г. В шкале SCORE учитываются следующие параметры: пол, возраст, липопротеины низкой плотности, общий холестерин, диастолическое артериальное давление.
",-1
72,"К ФЕНОТИПИЧЕСКИМ ОСОБЕННОСТЯМ ДИСЛИПИДЕМИЙ ОТНОСЯТСЯ:
А ксантелазмы
Б узелки Гебердена
В тофусы	
Г узелки Бушара
",А ксантелазмы,"Правильный ответ: А. Ксантелазмы — это отложения холестерина под кожей век, их появление связано с нарушением липидного обмена. Узелки Гебердена (Б), тофусы (В) и узелки Бушара (Г) характерны для подагры, но не для дислипидемий.
",1
73,"ЭЛЕКТРОКАРДИОГРАФИЧЕСКИМ ПОКАЗАТЕЛЕМ, ИМЕЮЩИМ ПРЕИМУЩЕСТВЕННО ДИАГНОСТИЧЕСКОЕ ЗНАЧЕНИЕ ПРИ ОСТРЫХ ИНФЕКЦИОННЫХ МИОКАРДИТАХ, ЯВЛЯЕТСЯ:
А появление патологического зубца Q
Б подъём сегмента SТ в 2-3 отведениях
В нарушение АВ проводимости
Г нарушение проводимости по левой ножке пучка Гиса
",В нарушение АВ проводимости,"Правильный ответ: Б. Подъём сегмента ST в 2–3 отведениях.

При острых инфекционных миокардитах наблюдается диффузное поражение миокарда, поэтому наиболее характерным электрокардиографическим признаком является подъём сегмента ST в 2–3 отведениях. Появление патологического зубца Q и нарушения проводимости по левой ножке пучка Гиса обычно свидетельствуют о более тяжёлом поражении сердечной мышцы, что не всегда характерно для острого инфекционного миокардита. Нарушение АВ-проводимости может встречаться при различных заболеваниях сердца, но не имеет специфичности именно для инфекционного миокардита.",-1
