Вопрос,Ответ,GigaChat,Результат
29,"ДИАГНОЗ «МИОКАРДИТ» ДОСТОВЕРНО МОЖНО ПОСТАВИТЬ ПО ХАРАКТЕРНЫМ РЕЗУЛЬТАТАМ
А	сцинтиграфии миокарда
Б	эхокардиографии
В	ЭКГ
Г	биопсии миокарда",Г	биопсии миокарда,"Правильный ответ: Г. 

Биопсия миокарда — это единственный метод, который позволяет достоверно поставить диагноз миокардит. Во время этой процедуры врач берёт небольшой образец ткани сердца и изучает его под микроскопом. Это позволяет выявить признаки воспаления и определить его причину.

А. Сцинтиграфия миокарда — это метод исследования, который позволяет оценить кровоснабжение сердца. Он может выявить нарушения в работе сердца, но не является специфическим методом для диагностики миокардита.

Б. Эхокардиография — это метод ультразвукового исследования сердца, который позволяет оценить его структуру и функцию. Он может выявить некоторые признаки миокардита, но не является специфическим методом для его диагностики.

В. ЭКГ — это метод исследования, который позволяет оценить электрическую активность сердца. Он может выявить некоторые изменения, характерные для миокардита, но не является специфическим методом для его диагностики.",1
30,"К НАИБОЛЕЕ ЧАСТЫМ ПРИЧИНАМ СМЕРТИ ПРИ ПОДОСТРОМ ИНФЕКЦИОННОМ ЭНДОКАРДИТЕ ОТНОСЯТ
А	сердечную недостаточность
Б	печеночную недостаточность
В	абсцессы миокарда
Г	разрывы клапанов сердца",А	сердечную недостаточность,"Наиболее частыми причинами смерти при подостром инфекционном эндокардите являются сердечная недостаточность и абсцессы миокарда. 

Обоснование:
А - Сердечная недостаточность является одной из наиболее частых причин смерти при подостром инфекционном эндокардите. Это связано с тем, что инфекция вызывает повреждение и разрушение клапанов сердца, что приводит к нарушению их функции и развитию сердечной недостаточности.

В - Абсцессы миокарда также являются частой причиной смерти при подостром инфекционном эндокардите. Инфекция может распространяться на миокард, вызывая образование абсцессов, которые могут привести к сердечной недостаточности и другим серьезным осложнениям.

Б - Печеночная недостаточность не является типичной причиной смерти при подостром инфекционном эндокардите. Хотя инфекция может вызвать системное воспаление и повлиять на функцию печени, печеночная недостаточность обычно не является основной причиной смерти при этом заболевании.

Г - Разрывы клапанов сердца могут быть причиной смерти при подостром инфекционном эндокардите, но они не являются наиболее частыми причинами. Разрывы клапанов могут произойти в результате разрушения клапанов инфекцией, но они обычно не являются основной причиной смерти при этом заболевании.",0
31,"ЧАЩЕ ВСЕГО ПРИ ИНФЕКЦИОННОМ ЭНДОКАРДИТЕ ПОРАЖАЕТСЯ КЛАПАН
А        аортальный
Б        пульмональный
В        митральный
Г        трикуспидальный",А	аортальный,"Правильный ответ: В. Митральный клапан.

Обоснование: Инфекционный эндокардит чаще всего поражает клапаны сердца, и наиболее часто поражаемым клапаном является митральный клапан. Это связано с тем, что он находится в области, где кровь течет под высоким давлением, что способствует образованию тромбов и развитию инфекции.",-1
32,"ОСОБЕННОСТЬЮ ИНФЕКЦИОННОГО ЭНДОКАРДИТА У БОЛЬНЫХ С ТЕРМИНАЛЬНОЙ ХПН НА РЕГУЛЯРНОМ ГЕМОДИАЛИЗЕ ЯВЛЯЕТСЯ
А	преобладание тромбоэмболии по большому кругу, инфарктов почки, селезёнки
Б	отсутствие анемии
В	более частое поражение трёхстворчатого клапана или клапана лёгочной артерии
Г	преимущественно хороший ответ на антибактериальную терапию",В	более частое поражение трёхстворчатого клапана или клапана лёгочной артерии,"Правильный ответ: А. 

Особенностью инфекционного эндокардита у больных с терминальной ХПН на регулярном гемодиализе является преобладание тромбоэмболии по большому кругу, инфарктов почки, селезёнки. Это связано с изменениями в системе гемостаза, которые развиваются при терминальной ХПН.",-1
33,"АБСОЛЮТНЫМ ПОКАЗАНИЕМ К ЭКСТРЕННОЙ ЭЛЕКТРОИМПУЛЬСНОЙ ТЕРАПИИ ЯВЛЯЕТСЯ
А	фибрилляция желудочков
Б	наджелудочковая тахикардия
В	частая предсердная экстрасистолия
Г	частая желудочковая экстрасистолия",А	фибрилляция желудочков,"Правильный ответ: А. Абсолютным показанием к экстренной электроимпульсной терапии является фибрилляция желудочков. 

Обоснование: Фибрилляция желудочков — это состояние, при котором происходит хаотическое и несогласованное сокращение отдельных волокон миокарда желудочков, что приводит к прекращению эффективного кровообращения и остановке сердца. Это жизнеугрожающее состояние, требующее немедленного проведения реанимационных мероприятий, включая электроимпульсную терапию.

Ответы Б, В и Г являются относительными показаниями к электроимпульсной терапии и могут быть рассмотрены в зависимости от клинической ситуации и индивидуальных особенностей пациента.",1
34,"ПРИ ВОЗНИКНОВЕНИИ ТРОМБОТИЧЕСКОГО СОБЫТИЯ НА ФОНЕ ПРИЕМА АНТИКОАГУЛЯНТА НЕОБХОДИМО
А	оценить и исключить причины тромбообразования
Б	заменить антикоагулянт на иной
В	дополнить терапию еще одним антикоагулянтом
Г	добавить к терапии антиагрегант",А	оценить и исключить причины тромбообразования,"Правильный ответ: А. Оценить и исключить причины тромбообразования. 

Обоснование: Если тромботическое событие произошло на фоне приема антикоагулянта, то в первую очередь необходимо оценить и исключить причины тромбообразования. Это может быть связано с неправильным выбором препарата, недостаточной дозировкой, наличием противопоказаний или сопутствующих заболеваний, которые могут способствовать тромбообразованию. После исключения этих факторов можно рассмотреть возможность замены антикоагулянта на другой, дополнения терапии еще одним антикоагулянтом или добавления к терапии антиагреганта.",1
35,"ВЕРОЯТНОСТЬ ВОЗНИКНОВЕНИЯ АРИТМОГЕННОГО ЭФФЕКТА ПРИ НАЗНАЧЕНИИ АНТИАРИТМИЧЕСКИХ ПРЕПАРАТОВ БОЛЕЕ ВЫСОКА У БОЛЬНЫХ С
А	наджелудочковой экстрасистолией
Б	желудочковой экстрасистолией
В	тяжелым поражением миокарда
Г	наджелудочковыми аритмиями",В	тяжелым поражением миокарда,"Правильный ответ: В. Тяжелым поражением миокарда. 

Обоснование: Аритмогенный эффект при назначении антиаритмических препаратов чаще всего возникает у пациентов с тяжелым поражением миокарда. Это связано с тем, что такие препараты могут влиять на электрическую активность сердца, что может привести к возникновению новых аритмий. В то же время, наджелудочковая и желудочковая экстрасистолия, а также наджелудочковые аритмии, не всегда связаны с тяжелым поражением миокарда и могут быть вызваны другими факторами.",1
36,"К ДИУРЕТИКАМ, ПРЕДПОЧТИТЕЛЬНЫМ ДЛЯ СТАРТА МОЧЕГОННОЙ ТЕРАПИИ ПРИ ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ, ОТНОСЯТ
А	осмотические
Б	тиазидные
В	тиазидоподобные
Г	петлевые",Г	петлевые,"Правильный ответ: Г (петлевые диуретики). 

Обоснование: Петлевые диуретики являются предпочтительными для старта мочегонной терапии при хронической сердечной недостаточности, так как они обладают наиболее мощным и быстрым действием. Они работают на уровне восходящей части петли Генле в почках, где происходит активный транспорт ионов натрия и воды. Петлевые диуретики увеличивают экскрецию натрия и воды, что приводит к уменьшению объема циркулирующей крови и снижению нагрузки на сердце. Кроме того, они имеют меньше побочных эффектов, чем другие группы диуретиков, и могут быть использованы в сочетании с другими препаратами для лечения сердечной недостаточности.",1
37,"К ОСНОВНОЙ ПРИЧИНЕ РАЗВИТИЯ СИСТОЛИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ В НАСТОЯЩЕЕ ВРЕМЯ ОТНОСЯТ
А        ишемическую болезнь сердца
Б        приобретенные пороки сердца
В        врожденные пороки сердца
Г        кардиомиопатии",А	ишемическую болезнь сердца,"Правильный ответ: Г. Кардиомиопатии.

Обоснование: Систолическая сердечная недостаточность характеризуется нарушением сократительной способности миокарда, что приводит к недостаточному выбросу крови в аорту. Основной причиной развития систолической сердечной недостаточности в настоящее время являются кардиомиопатии. Кардиомиопатии - это группа заболеваний, при которых происходит поражение сердечной мышцы, что приводит к нарушению ее сократительной способности. Ишемическая болезнь сердца, приобретенные и врожденные пороки сердца также могут приводить к развитию сердечной недостаточности, но они обычно связаны с диастолической сердечной недостаточностью, при которой нарушается расслабление миокарда.",-1
38,"МАКСИМАЛЬНАЯ СУТОЧНАЯ ДОЗА ФУРОСЕМИДА У БОЛЬНЫХ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ДОСТИГАЕТ (В МГ)
А	600
Б	100
В	200
Г	300",А	600,"Правильный ответ: А. 600 мг. 

Фуросемид - это диуретик, который используется для лечения сердечной недостаточности. Он помогает уменьшить количество жидкости в организме, что может улучшить состояние пациента. Максимальная суточная доза фуросемида у больных сердечной недостаточностью может достигать 600 мг. 

Обоснование: 
- Доза фуросемида может варьироваться в зависимости от тяжести заболевания и индивидуальных особенностей пациента.
- Максимальная суточная доза фуросемида у больных сердечной недостаточностью обычно составляет 600 мг.
- Более высокие дозы могут привести к побочным эффектам, таким как гипокалиемия, гипонатриемия и нарушение функции почек.
- Поэтому важно, чтобы дозировка фуросемида была определена врачом и контролировалась в соответствии с состоянием пациента.",1
39,"ПРИ ЗАПОЛНЕНИИ РАЗДЕЛА ЛИСТКА НЕТРУДОСПОСОБНОСТИ «ЗАПОЛНЯЕТСЯ ВРАЧОМ МЕДИЦИНСКОЙ ОРГАНИЗАЦИИ» СТРОКИ ЛИСТКА НЕТРУДОСПОСОБНОСТИ «МЕСТО РАБОТЫ - НАИМЕНОВАНИЕ ОРГАНИЗАЦИИ», «ОСНОВНОЕ», «ПО СОВМЕСТИТЕЛЬСТВУ №»
А	заполняются со слов гражданина
Б	заполняются работодателем
В	не заполняются
Г	заполняются на основании памятки, выданной работодателем, с указанием правильного названия организации",В	не заполняются,"Правильный ответ: Г.

Обоснование: В соответствии с Приказом Министерства здравоохранения Российской Федерации от 23.11.2021 № 1089н ""Об утверждении порядка выдачи и оформления листков нетрудоспособности, включая порядок формирования листков нетрудоспособности в форме электронного документа"" строки ""Место работы - наименование организации"", ""Основное"", ""По совместительству №"" заполняются на основании памятки, выданной работодателем, с указанием правильного названия организации.",-1
40,"ПРИ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ВЫРАЖЕННЫЕ НАРУШЕНИЯ ФУНКЦИИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ: ХРОНИЧЕСКАЯ СЕРДЕЧНАЯ НЕДОСТАТОЧНОСТЬ IIБ СТАДИИ, ИМЕЕТ КОЛИЧЕСТВЕННУЮ ОЦЕНКУ НАРУШЕНИЙ (В ПРОЦЕНТАХ)
А	90-100
Б	40-60
В	70-80
Г	10-30","В	70-80
","Правильный ответ: А.

Обоснование: Сердечная недостаточность - это состояние, при котором сердце не может эффективно перекачивать кровь по организму. В данном случае, выраженные нарушения функции сердечно-сосудистой системы указывают на серьезность состояния. 

Хроническая сердечная недостаточность IIБ стадии подразумевает, что нарушения достигли значительного уровня. Количественная оценка нарушений в процентах позволяет оценить степень этих нарушений. 

В данном случае, ответ А (90-100%) указывает на наиболее серьезные нарушения функции сердечно-сосудистой системы, что соответствует хронической сердечной недостаточности IIБ стадии. Ответы Б (40-60%), В (70-80%) и Г (10-30%) указывают на менее серьезные нарушения, которые не соответствуют описанию хронической сердечной недостаточности IIБ стадии.",-1
41,"В ПЕРЕЧЕНЬ ОСНОВНЫХ МЕДИЦИНСКИХ ОБСЛЕДОВАНИЙ, НЕОБХОДИМЫХ ДЛЯ ПОЛУЧЕНИЯ КЛИНИКО-ФУНКЦИОНАЛЬНЫХ ДАННЫХ В ЦЕЛЯХ ПРОВЕДЕНИЯ МЕДИКО-СОЦИАЛЬНОЙ ЭКСПЕРТИЗЫ У ПАЦИЕНТОВ С ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ, ВКЛЮЧЕНО УЛЬТРАЗВУКОВОЕ ИССЛЕДОВАНИЕ
А	дуги аорты
Б	органов брюшной полости
В	почечных артерий
Г	сосудов нижних конечностей",Б	органов брюшной полости,"Правильный ответ: А. Ультразвуковое исследование дуги аорты.

Обоснование: Фибрилляция предсердий является нарушением сердечного ритма, которое может привести к различным осложнениям, включая инсульт. Ультразвуковое исследование дуги аорты позволяет оценить состояние этого крупного сосуда, который является одним из основных источников эмболов, способных вызвать инсульт. Исследование органов брюшной полости, почечных артерий и сосудов нижних конечностей не имеет прямого отношения к диагностике и лечению фибрилляции предсердий.",-1
42,"К КРАТКОСРОЧНЫМ ЗАДАЧАМ КАРДИОРЕАБИЛИТАЦИИ ОТНОСЯТ
А	стабилизацию сердечно-сосудистого заболевания и обеспечение контроля его симптомов
Б	выявление и устранение факторов риска
В	снижение заболеваемости и смертности
Г	стабилизацию или предотвращение прогрессирования атеросклеротического процесса",А        стабилизацию сердечно-сосудистого заболевания и обеспечение контроля его симптомов,"Правильный ответ: А.

Обоснование: Краткосрочные задачи кардиореабилитации включают стабилизацию сердечно-сосудистого заболевания и обеспечение контроля его симптомов. Это означает, что основная цель состоит в том, чтобы стабилизировать состояние пациента и контролировать симптомы его заболевания. Это может включать в себя лечение и контроль артериального давления, уровня холестерина, частоты сердечных сокращений и других факторов, которые могут влиять на состояние пациента.",1
43,"К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ
А	дозированную тренировочную ходьбу
Б	трудотерапию
В	подвижные игры
Г	силовые упражнения",А	дозированную тренировочную ходьбу,"Правильный ответ: А. Дозированная тренировочная ходьба.

Обоснование: На санаторном этапе реабилитации больных, перенесших инфаркт миокарда, применяются физические нагрузки, которые способствуют восстановлению функций сердечно-сосудистой системы и повышению общей физической выносливости. Дозированная тренировочная ходьба является одним из основных видов физической нагрузки, так как она позволяет постепенно увеличивать физическую активность пациента, не перегружая сердце.

Остальные ответы неверны:

- Б. Трудотерапия - это вид реабилитации, который может быть использован на санаторном этапе, но он не является основным видом физической нагрузки.
- В. Подвижные игры - могут быть использованы на санаторном этапе, но они не являются основным видом физической нагрузки для больных, перенесших инфаркт миокарда.
- Г. Силовые упражнения - могут быть использованы на санаторном этапе, но они не являются основным видом физической нагрузки для больных, перенесших инфаркт миокарда.",1
44,"К ПОКАЗАНИЯМ ДЛЯ БОЛЬНЫХ СТЕНОКАРДИЕЙ IV ФУНКЦИОНАЛЬНОГО КЛАССА ОТНОСЯТ
А	игровые виды спорта
Б	минимальные физические нагрузки в виде дыхательных упражнений и ходьбы
В	плавание
Г	бег на ускорение",Б	минимальные физические нагрузки в виде дыхательных упражнений и ходьбы,"Правильный ответ: Б. 

Стенокардия IV функционального класса характеризуется появлением приступов стенокардии при минимальных физических нагрузках, а иногда и в покое. Поэтому больным с таким диагнозом рекомендуются минимальные физические нагрузки в виде дыхательных упражнений и ходьбы. 

Игровые виды спорта (ответ А) противопоказаны, так как они требуют значительных физических нагрузок, что может спровоцировать приступ стенокардии. Бег на ускорение (ответ Г) также не рекомендуется, так как это высокоинтенсивная нагрузка, которая может вызвать приступ стенокардии. Плавание (ответ В) может быть полезным, но только при условии, что оно не вызывает дискомфорта и не приводит к появлению симптомов стенокардии.",1
45,"ПАЦИЕНТУ 77 ЛЕТ С УМЕРЕННО ТЯЖЕЛЫМ СТЕНОЗОМ АОРТАЛЬНОГО КЛАПАНА И ПАРОКСИЗМАЛЬНОЙ ФОРМОЙ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ С РАЗВИТИЕМ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ НА УРОВНЕ 2 ФУНКЦИОНАЛЬНОГО КЛАССА ПОКАЗАНА АНТИТРОМБОТИЧЕСКАЯ ТЕРАПИЯ
А	только антагонистами витамина К
Б	новыми пероральными антикоагулянтами или антагонистами витамина К
В	комбинацией дипиридамола и ацетилсалициловой кислоты
Г	комбинацией клопидогрела и ацетилсалициловой кислотой",Б	новыми пероральными антикоагулянтами или антагонистами витамина К,"Правильный ответ: Б. 

Обоснование: Пациенту 77 лет с умеренно тяжелым стенозом аортального клапана и пароксизмальной формой фибрилляции предсердий с развитием сердечной недостаточности на уровне 2 функционального класса показана антитромботическая терапия. В данном случае, согласно клиническим рекомендациям, предпочтительнее использовать новые пероральные антикоагулянты (например, дабигатран, ривароксабан, апиксабан) или антагонисты витамина К (варфарин). Комбинация дипиридамола и ацетилсалициловой кислоты (В) не рекомендуется для длительной антитромботической терапии у пациентов с фибрилляцией предсердий, так как не обеспечивает достаточного антикоагулянтного эффекта. Комбинация клопидогрела и ацетилсалициловой кислоты (Г) также не рекомендуется для длительной антитромботической терапии у пациентов с фибрилляцией предсердий, так как не обеспечивает достаточного антикоагулянтного эффекта.",1
46,"В КАЧЕСТВЕ НАЧАЛЬНОЙ ТЕРАПИИ АНТИКОАГУЛЯНТОМ У БОЛЬНЫХ С ОСТРЫМИ ВЕНОЗНЫМИ ТРОМБОЭМБОЛИЯМИ (ТРОМБОЗ ГЛУБОКИХ ВЕН ИЛИ ЭМБОЛИЯ ЛЕГОЧНОЙ АРТЕРИИ) МОЖНО ПРИМЕНЯТЬ
А        варфарин
Б        ривароксабан
В        дабигатран
Г        апиксабан",Б	ривароксабан,"Правильный ответ: Б. Ривароксабан. 

Обоснование: Согласно клиническим рекомендациям по диагностике и лечению венозных тромбоэмболий, ривароксабан является одним из препаратов выбора для начальной терапии антикоагулянтами у больных с острыми венозными тромбоэмболиями (тромбоз глубоких вен или эмболия легочной артерии). Это связано с его высокой эффективностью и безопасностью, а также удобством применения (в виде таблеток).",1
47,"AЦЕТАЗОЛАМИД ОКАЗЫВАЕТ ДЕЙСТВИЕ В ПОЧЕЧНЫХ НЕФРОНАХ
А	восходящей части петли Генле
Б	дистального извитого канальца
В	собирательных трубочек
Г	проксимального извитого канальца",Г	проксимального извитого канальца,"Правильный ответ: В.

Ацетазоламид оказывает действие в почках, в частности, в собирательных трубочках. Он блокирует карбоангидразу, фермент, который участвует в процессе образования угольной кислоты. Это приводит к уменьшению образования угольной кислоты и, следовательно, к уменьшению реабсорбции бикарбоната натрия в собирательных трубочках. В результате этого, увеличивается выведение бикарбоната натрия и воды из организма, что приводит к уменьшению объема внеклеточной жидкости и снижению артериального давления.",-1
48,"НЕГАТИВНОЕ ВЛИЯНИЕ НА ЛИПИДНЫЙ ПРОФИЛЬ ОТСУТСТВУЕТ ПРИ ЛЕЧЕНИИ
А	β-адреноблокаторами
Б	кортикостероидами
В	тиазидовыми диуретиками
Г	ингибиторами АПФ",Г	ингибиторами АПФ,"Правильный ответ: Г. Ингибиторы АПФ не оказывают негативного влияния на липидный профиль. 

Обоснование: Ингибиторы АПФ (ингибиторы ангиотензинпревращающего фермента) - это группа лекарственных препаратов, которые используются для лечения высокого кровяного давления и сердечной недостаточности. Они блокируют действие ангиотензинпревращающего фермента, который участвует в регуляции кровяного давления. Ингибиторы АПФ не оказывают негативного влияния на липидный профиль, то есть не повышают уровень холестерина и триглицеридов в крови.

Неправильные ответы:

А. β-адреноблокаторы - это группа лекарственных препаратов, которые используются для лечения высокого кровяного давления, сердечной недостаточности и других сердечно-сосудистых заболеваний. Они могут оказывать негативное влияние на липидный профиль, повышая уровень триглицеридов в крови.

Б. Кортикостероиды - это группа лекарственных препаратов, которые используются для лечения различных заболеваний, включая воспалительные процессы, аллергические реакции и некоторые формы рака. Они могут оказывать негативное влияние на липидный профиль, повышая уровень холестерина и триглицеридов в крови.

В. Тиазидовые диуретики - это группа лекарственных препаратов, которые используются для лечения высокого кровяного давления и сердечной недостаточности. Они могут оказывать негативное влияние на липидный профиль, повышая уровень холестерина и триглицеридов в крови.",1
49,"ПОВЫШЕНИЮ СОДЕРЖАНИЯ ЛИПОПРОТЕИДОВ НИЗКОЙ ПЛОТНОСТИ В КРОВИ СПОСОБСТВУЕТ ЧРЕЗМЕРНОЕ ПОТРЕБЛЕНИЕ С ПИЩЕЙ
А	сложных углеводов
Б	насыщенных жирных кислот
В	полиненасыщенных жирных кислот
Г	мононенасыщенных жирных кислот",Б	насыщенных жирных кислот,"Правильный ответ: Б. Чрезмерное потребление с пищей насыщенных жирных кислот способствует повышению содержания липопротеидов низкой плотности в крови.

Обоснование: Липопротеиды низкой плотности (ЛПНП) также известны как ""плохой"" холестерин, поскольку они могут привести к образованию бляшек в артериях, что увеличивает риск развития сердечно-сосудистых заболеваний. Насыщенные жирные кислоты, которые содержатся в продуктах животного происхождения, таких как мясо, молочные продукты и яйца, могут повысить уровень ЛПНП в крови.

Альтернативные ответы:
А. Сложные углеводы, такие как цельнозерновые продукты, фрукты и овощи, не повышают уровень ЛПНП в крови. На самом деле, они могут помочь снизить уровень ""плохого"" холестерина.
В. Полиненасыщенные жирные кислоты, такие как омега-3, содержащиеся в рыбе и некоторых растительных маслах, могут помочь снизить уровень ЛПНП в крови.
Г. Мононенасыщенные жирные кислоты, такие как олеиновая кислота, содержащаяся в оливковом масле, авокадо и некоторых орехах, также могут помочь снизить уровень ЛПНП в крови.",1
50,"ВЫСОКИЙ УРОВЕНЬ ТРИГЛИЦЕРИДОВ В КРОВИ СПОСОБСТВУЕТ
А        повышению уровня липопротеидов (а)
Б        снижению липопротеидов высокой плотности
В        повышению липопротеидов низкой плотности
Г        повышению уровня липопротеидов высокой плотности",Б	снижению липопротеидов высокой плотности,"Правильный ответ: В. Повышение уровня липопротеидов низкой плотности.

Обоснование: Триглицериды являются основным источником энергии для организма, но их высокий уровень в крови может привести к различным проблемам со здоровьем, включая сердечно-сосудистые заболевания. Высокий уровень триглицеридов в крови способствует повышению уровня липопротеидов низкой плотности (ЛПНП), которые также известны как ""плохой"" холестерин. ЛПНП могут накапливаться в артериях, что приводит к образованию бляшек и повышает риск развития сердечно-сосудистых заболеваний.",-1
51,"ТРАНСПОРТНОЙ ФОРМОЙ ЭКЗОГЕННЫХ ТРИГЛИЦЕРИДОВ ЯВЛЯЮТСЯ
А	липопротеиды очень низкой плотности
Б	липопротеиды высокой плотности
В	хиломикроны
Г	липопротеиды низкой плотности",В	хиломикроны,"Правильный ответ: В. Хиломикроны.

Объяснение: Хиломикроны являются транспортной формой экзогенных триглицеридов, которые переносят триглицериды из кишечника в печень и другие ткани. Они образуются в эпителиальных клетках кишечника и содержат наибольшее количество триглицеридов среди всех липопротеидов.",1
52,"РАННЕЕ РАЗВИТИЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА, СОСУДИСТЫЕ ТРОМБОЗЫ И ПРИВЫЧНОЕ НЕВЫНАШИВАНИЕ БЕРЕМЕННОСТИ НАБЛЮДАЕТСЯ ПРИ ВЫСОКОМ СОДЕРЖАНИИ В КРОВИ
А	липопротеидов низкой плотности
Б	гомоцистеина
В	липопротеида (а)
Г	высокочувствительного С-реактивного белка",Б	гомоцистеина,"Правильный ответ: Б. Высокое содержание гомоцистеина в крови может привести к раннему развитию ишемической болезни сердца, сосудистым тромбозам и привычному невынашиванию беременности. 

Объяснение:

А. Липопротеиды низкой плотности (ЛПНП) являются основным переносчиком холестерина в крови. Высокий уровень ЛПНП связан с повышенным риском развития атеросклероза и ишемической болезни сердца, но не является прямой причиной тромбозов и невынашивания беременности.

Б. Гомоцистеин - это аминокислота, которая образуется в организме в процессе метаболизма метионина. Высокий уровень гомоцистеина может привести к повреждению эндотелия сосудов, что увеличивает риск тромбозов и атеросклероза. Кроме того, гомоцистеин может оказывать токсическое воздействие на клетки, включая клетки эндометрия, что может привести к привычному невынашиванию беременности.

В. Липопротеид (а) - это комплекс липопротеидов низкой плотности и аполипопротеина (а). Высокий уровень липопротеида (а) связан с повышенным риском развития атеросклероза и ишемической болезни сердца, но не является прямой причиной тромбозов и невынашивания беременности.

Г. Высокочувствительный С-реактивный белок (hs-CRP) - это маркер воспаления. Высокий уровень hs-CRP может указывать на наличие воспалительных процессов в организме, которые могут быть связаны с повышенным риском развития сердечно-сосудистых заболеваний, но не являются прямой причиной тромбозов и невынашивания беременности.",1
53,"КАКАЯ ПАТОЛОГИЯ ОТМЕЧАЕТСЯ НА ЭКГ БОЛЬНОГО, ЕСЛИ В ОТВЕДЕНИЯХ I, АVL, V5-6 УКОРОЧЕН PQ, ИМЕЕТСЯ ДЕЛЬТА-ВОЛНА, УШИРЕННЫЙ КОМПЛЕКС QRS С ВЫСОКИМ ЗУБЦОМ R?
А	очаговые изменения нижней локализации с нарушением атриовентрикулярной и внутрижелудочковой проводимости
Б	синдром ранней желудочковой реполяризации
В	феномен WPW
Г	наличие дополнительных проводящих путей с замедлением атрио-вентрикулярной проводимости",В	феномен WPW,"Правильный ответ: В. Феномен WPW.

Обоснование: На ЭКГ больного отмечается укороченный PQ, дельта-волна и уширенный комплекс QRS с высоким зубцом R. Эти признаки характерны для феномена Вольфа-Паркинсона-Уайта (WPW), который является синдромом предвозбуждения желудочков. При этом синдроме имеются дополнительные проводящие пути между предсердиями и желудочками, что приводит к укорочению PQ и появлению дельта-волны. Уширенный комплекс QRS с высоким зубцом R может быть связан с нарушением внутрижелудочковой проводимости.",1
54,"МЕТОД СУТОЧНОГО (ХОЛТЕРОВСКОГО) МОНИТОРИРОВАНИЯ ЭЛЕКТРОКАРДИОГРАММЫ ИМЕЕТ ПРЕИМУЩЕСТВА В ДИАГНОСТИКЕ
А	рубцовых изменений миокарда
Б	гипертрофии миокарда левого и правого желудочков
В	гипертрофии правого желудочка
Г	преходящих нарушений ритма",Г	преходящих нарушений ритма,"Правильный ответ: Г. Преходящие нарушения ритма.

Обоснование: Метод суточного (холтеровского) мониторирования электрокардиограммы (ЭКГ) используется для диагностики нарушений ритма сердца, которые могут быть преходящими и не всегда проявляются при обычном снятии ЭКГ. Этот метод позволяет регистрировать ЭКГ в течение суток, что позволяет выявить нарушения ритма, которые могут возникать периодически и не проявляться при обычной ЭКГ.",1
55,"ПРИ КАКОЙ ФОРМЕ АРИТМИИ ПУТИ РИЭНТРИ ЛОКАЛИЗУЮТСЯ В АТРИОВЕНТРИКУЛЯРНОМ УЗЛЕ?
А        фибрилляции предсердий
Б        предсердной тахикардии
В        атриовентрикулярной тахикардии с участием дополнительных путей проведения (Синдром Вольфа-Паркинсона-Уайта)
Г        атриовентрикулярной узловой тахикардии",Г	атриовентрикулярной узловой тахикардии,"Правильный ответ: В.

Обоснование: Атриовентрикулярная тахикардия с участием дополнительных путей проведения (Синдром Вольфа-Паркинсона-Уайта) характеризуется наличием дополнительных путей проведения между предсердиями и желудочками, которые обходят атриовентрикулярный узел. Эти дополнительные пути называются путями Риэнтри. Таким образом, при этой форме аритмии пути Риэнтри локализуются в атриовентрикулярном узле.",-1
56,"НА БЛОКАДУ ЗАДНЕЙ ВЕТВИ ЛЕВОЙ НОЖКИ ПУЧКА ГИСА С НАИБОЛЬШЕЙ ВЕРОЯТНОСТЬЮ МОЖЕТ УКАЗЫВАТЬ УГОЛ АЛЬФА, РАВНЫЙ _____ (В ГРАДУСАХ)
А	+120
Б	-15 – -30
В	более -45
Г	+90 – +100",А        +120,"Правильный ответ: Б. Угол альфа, равный -15 – -30 градусов, указывает на блокаду задней ветви левой ножки пучка Гиса с наибольшей вероятностью. 

Объяснение: 
- Угол альфа - это угол между осью левого желудочка и направлением распространения возбуждения по задней ветви левой ножки пучка Гиса. 
- Если угол альфа равен +120 градусов (ответ А), это указывает на блокаду передней ветви левой ножки пучка Гиса. 
- Если угол альфа равен более -45 градусов (ответ В), это может указывать на блокаду передней или задней ветви левой ножки пучка Гиса, но не является специфическим для блокады задней ветви. 
- Если угол альфа равен +90 – +100 градусов (ответ Г), это указывает на блокаду передней ветви левой ножки пучка Гиса. 
- Таким образом, угол альфа, равный -15 – -30 градусов (ответ Б), является наиболее специфичным для блокады задней ветви левой ножки пучка Гиса.",-1
