Вопрос,Ответ,GigaChat,Результат
39,"ПРИ ВНУТРИВЕННОМ ВВЕДЕНИИ НОВОКАИНАМИДА С ЦЕЛЬЮ КУПИРОВАНИЯ ПАРОКСИЗМА ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ ПОВОДОМ ДЛЯ ПРЕКРАЩЕНИЯ ВВЕДЕНИЯ ЯВЛЯЕТСЯ:
А развитие гипертензии; замедление частоты сокращений желудочков; переход фибрилляции предсердий в трепетание
Б расширение комплекса QRS на 40% от исходной величины; переход фибрилляции предсердий в трепетание
В расширение комплекса QRS на 30% от исходной величины и развитие гипотензии
Г расширение комплекса QRS на 20% от исходной величины и развитие гипертензии
",В расширение комплекса QRS на 30% от исходной величины и развитие гипотензии,"Правильный ответ: Б. Расширение комплекса QRS на 40% от исходной величины; переход фибрилляции предсердий в трепетание.

При внутривенном введении новокаинамида с целью купирования пароксизма фибрилляции предсердий поводом для прекращения введения является развитие побочных эффектов препарата, таких как расширение комплекса QRS на электрокардиограмме (ЭКГ) и возникновение нарушений ритма сердца. Новокаинамид относится к антиаритмическим препаратам класса I, которые могут вызывать удлинение интервала QT и расширение комплекса QRS на ЭКГ. Это может привести к развитию желудочковых аритмий, включая фибрилляцию желудочков, которая является потенциально опасным для жизни состоянием. Поэтому при расширении комплекса QRS на 40% от исходной величины необходимо прекратить введение новокаинамида.
",-1
40,"ВЫПОЛНЕНИЕ КАРДИОВЕРСИИ ПРИ ПАРОКСИЗМЕ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ ВОЗМОЖНО БЕЗ ПРОВЕДЕНИЯ ЧПЭХО ПРИ ВРЕМЕННОМ ИНТЕРВАЛЕ ОТ НАЧАЛА ПАРОКСИЗМА (В ЧАСАХ):
А не более 24
Б не более 12
В не более 72
Г 48
",Г 48,"Правильный ответ: А. Выполнение кардиоверсии при пароксизме фибрилляции предсердий возможно без проведения ЧПЭхо при временном интервале от начала пароксизма не более 24 часов. Это связано с тем, что в течение первых 24 часов после начала пароксизма риск тромбоэмболических осложнений минимален, поэтому проведение ЧПЭхо для исключения тромба в полостях сердца не требуется.",-1
41,"ПРИ СИНДРОМЕ WPW C ПАРОКСИЗМОМ ФИБРИЛЛЯЦИЙ ПРЕДСЕРДИЙ С ЧАСТОТОЙ СЕРДЕЧНЫХ СОКРАЩЕНИЙ 250 В 1 МИНУТУ И АД 80/50 ММ РТ.СТ. НЕОБХОДИМО ВЫПОЛНИТЬ:
А введение новокаинамида
Б введение 10 мг изоптина
В электроимпульсную терапию
Г введение 50 мг аймалина
",В электроимпульсную терапию,"Правильный ответ: В. Электроимпульсная терапия показана при пароксизмах фибрилляции предсердий с высокой частотой сердечных сокращений (более 150–180 уд./мин), которые не купируются лекарственными средствами.
",1
42,"ДЛЯ ПОЛНОЙ АТРИОВЕНТРИКУЛЯРНОЙ БЛОКАДЫ ХАРАКТЕРНЫМ ЯВЛЯЕТСЯ:
А атриовентрикулярная диссоциация
Б удлинение интервала QT
В удлинение интервала PQ
Г расширенный комплекс QRS
",А атриовентрикулярная диссоциация,"Полная атриовентрикулярная блокада характеризуется отсутствием проведения импульсов от предсердий к желудочкам, что приводит к их полной диссоциации в работе. В данном случае правильным ответом будет вариант А — атриовентрикулярная диссоциация.
",1
43,"РИТМ СЕРДЦА СЧИТАЕТСЯ ПРАВИЛЬНЫМ, ЕСЛИ:
А расстояния R-R между всеми циклами равны
Б расстояния R-R между всеми циклами постепенно уменьшается и затем постепенно увеличивается
В перед каждым комплексом QRS имеется зубец Р
Г все комплексы QRS не уширены
",А расстояния R-R между всеми циклами равны,"Правильный ответ: А. Ритм сердца считается правильным, если расстояния R-R между всеми циклами равны. Это указывает на регулярный сердечный ритм и нормальную функцию синусового узла, который является естественным кардиостимулятором сердца.
",1
44,"ДЕФИЦИТ ПУЛЬСА ХАРАКТЕРЕН ДЛЯ:
А брадикардии
Б атрио-вентрикулярной блокады 1 степени
В фибрилляции предсердий
Г полной атрио-вентрикулярной блокады
",В фибрилляции предсердий,"Правильный ответ: Г — полная атриовентрикулярная блокада.

При этой патологии не происходит проведения импульсов от предсердий к желудочкам, поэтому пульс на периферических артериях (лучевой, сонной) будет отсутствовать. При брадикардии, АВ-блокаде I степени и фибрилляции предсердий пульс на периферических артериях определяется.
",-1
45,"ТИПИЧНОЕ ТРЕПЕТАНИЕ ПРЕДСЕРДИЙ РАЗВИВАЕТСЯ ПО МЕХАНИЗМУ:
А макро-реентри
Б триггерному
В повышенному автоматизм
Г микро-реентри
",А макро-реентри,"Типичное трепетание предсердий развивается по механизму макро-реентри. Это связано с тем, что в большинстве случаев имеется обширный очаг возбуждения, который циркулирует вокруг фиброзного кольца левого предсердия. Этот механизм приводит к формированию волн re-entry, которые вызывают аномальную электрическую активность и приводят к трепетанию предсердий.
",0
46,"80% ОБЩЕГО КОЛИЧЕСТВА ИММУНОКОМПЕТЕНТНЫХ КЛЕТОК В АТЕРОСКЛЕРОТИЧЕСКОЙ БЛЯШКЕ ПРЕДСТАВЛЕНО:
А эозинофилами
Б лейкоцитами
В лимфоцитами
Г макрофагами
",Г макрофагами,"Правильный ответ: Г — макрофагами.

Макрофаги — это клетки иммунной системы, способные к активному захвату и перевариванию бактерий, остатков погибших клеток и других чужеродных или токсичных частиц. Они играют важную роль в процессе воспаления и участвуют в регуляции иммунного ответа. В контексте атеросклероза макрофаги накапливаются в атеросклеротических бляшках, где они могут поглощать липиды и превращаться в так называемые «пенистые» макрофаги. Эти клетки содержат большое количество липидов и способствуют прогрессированию атеросклероза.
",1
47,"ПРИ ДИСЛИПИДЕМИИ III ТИПА В КРОВИ РЕЗКО ПОВЫШЕН УРОВЕНЬ:
А хиломикронов
Б ЛПНП
В ЛППП
Г ЛПОНП
",В ЛППП,"Дислипидемия III типа, также известная как смешанная гиперлипидемия, характеризуется повышенным уровнем липопротеинов очень низкой плотности (ЛПОНП) в крови. Это связано с тем, что при этом типе дислипидемии происходит усиленный синтез ЛПОНП в печени.

Поэтому правильным ответом будет вариант Г ""ЛПОНП"".",-1
48,"КАКОЙ ТИП ГИПЕРЛИПИДЕМИИ (ПО ФРИДРИКСЕНУ) С ВЫСОКОЙ АТЕРОГЕННОСТЬЮ НАИБОЛЕЕ ЧАСТО ВСТРЕЧАЕТСЯ?:
А IIВ
Б III
В I
Г IIА
",А IIВ,"Тип гиперлипидемии по Фридриксену, который наиболее часто встречается и имеет высокую атерогенность, это IIB. Это связано с тем, что этот тип характеризуется повышенным уровнем триглицеридов и низким уровнем холестерина липопротеинов высокой плотности (ЛПВП), что увеличивает риск развития атеросклероза. Ответы А, Б, В и Г не являются правильными, так как они относятся к другим типам гиперлипидемии, которые не обладают такой высокой атерогенностью.
",0
49,"ГЕМОДИНАМИЧЕСКИ ЗНАЧИМЫМ СЧИТАЕТСЯ СУЖЕНИЕ КОРОНАРНОЙ АРТЕРИИ НЕ МЕНЕЕ _______ % ПРОСВЕТА:
А 80-90
Б 20-30
В 50-70
Г 30-40
",В 50-70,"Правильный ответ: В. Гемодинамически значимым считается сужение коронарной артерии не менее 50–70% просвета. Степень сужения коронарных артерий определяет клиническую картину и прогноз заболевания. Сужение до 50% обычно протекает бессимптомно и редко требует хирургического вмешательства. При сужении до 70% часто возникают приступы стенокардии, поэтому требуется оперативное лечение.
",1
50,"ПО РЕКОМЕНДАЦИИ «СИСТОЛИЧЕСКАЯ АГ» ОПРЕДЕЛЯЕТСЯ ПО УРОВНЮ АД В ММ РТ. СТ.:
А выше 140 и ниже 90
Б выше 140 и выше 90
В ниже 140 и выше 85
Г выше 160 и выше 89
",А выше 140 и ниже 90,"Правильный ответ — Г. Систолическое артериальное давление (САД) определяется как уровень давления крови в момент сокращения сердца, когда оно выбрасывает кровь в артерии. Диастолическое артериальное давление (ДАД) определяется как уровень давления крови в момент расслабления сердца, когда оно наполняется кровью.

Согласно рекомендациям Всемирной организации здравоохранения (ВОЗ), нормальным считается САД менее 140 мм рт. ст., повышенным нормальным — от 140 до 160 мм рт. ст., высоким нормальным — от 160 до 180 мм рт. ст. и высоким — более 180 мм рт. ст. Для ДАД норма — менее 90 мм рт. ст., погранично повышенным считается давление от 90 до 100 мм рт. ст.

Таким образом, систолическая гипертензия I степени диагностируется при уровне САД 140–159 мм рт. ст. и уровне ДАД менее 90 мм рт. ст. Систолическая гипертензия II степени — при уровне САД более 160 мм рт. ст. и уровне ДАД менее 100 мм рт. ст.",-1
51,"ОПРЕДЕЛЕНИЕ СУТОЧНОЙ ЭКСКРЕЦИИ КОРТИЗОЛА С МОЧОЙ ИСПОЛЬЗУЕТСЯ ДЛЯ ДИАГНОСТИКИ:
А синдрома Кушинга
Б реноваскулярной гипертензии
В феохромоцитомы
Г первичного альдостеронизма
",А синдрома Кушинга,"Правильный ответ: А. Определение суточной экскреции кортизола с мочой используется для диагностики синдрома Кушинга. Это связано с тем, что при этом заболевании наблюдается повышенный уровень кортизола в организме.",1
52,"ПОРОГОВЫЙ УРОВЕНЬ СРЕДНЕСУТОЧНОГО СИСТОЛИЧЕСКОГО АД (ММ РТ.СТ.) ДЛЯ ДИАГНОСТИКИ АГ ПО ДАННЫМ СУТОЧНОГО МОНИТОРИРОВАНИЯ АД РАВЕН:
А 125
Б 130
В 140
Г 135
",Б 130,"Правильный ответ — Г. Согласно Национальным рекомендациям по диагностике и лечению артериальной гипертонии у взрослых, пороговый уровень среднесуточного систолического артериального давления (АД) для диагностики артериальной гипертонии (АГ) по данным суточного мониторирования равен 135 мм рт. ст.
",-1
53,"РЕНИН-АНГИОТЕНЗИНОВАЯ СИСТЕМА УЧАСТВУЕТ В ПОДДЕРЖАНИИ:
А артериального давления и водного гомеостаза
Б кислотно-основного состояния
В синтеза гормонов щитовидной железы
Г синтеза гормонов надпочечников
",А артериального давления и водного гомеостаза,"Ренин-ангиотензиновая система участвует в поддержании А артериального давления и водного гомеостаза. Это сложный механизм, который регулирует кровяное давление и объем крови в организме. Он включает в себя ряд биологически активных веществ, таких как ренин, ангиотензин I, ангиотензин II и альдостерон.

Ренин превращает ангиотензиноген в ангиотензин I, который затем превращается в ангиотензин II под действием ангиотензинпревращающего фермента (ACE). Ангиотензин II обладает мощным сосудосуживающим эффектом, что приводит к повышению кровяного давления. Кроме того, он стимулирует секрецию альдостерона корой надпочечников. Альдостерон способствует реабсорбции натрия и воды в почках, что также влияет на уровень кровяного давления.

Таким образом, ренин-ангиотензиновая система играет ключевую роль в поддержании артериального давления и водного гомеостаза. Она не участвует в поддержании Б кислотно-основного состояния, В синтезе гормонов щитовидной железы и Г синтезе гормонов надпочечников.",1
54,"ЦЕНТРАЛЬНОЕ ВЕНОЗНОЕ ДАВЛЕНИЕ ПРИ НАКОПЛЕНИИ В ПЕРИКАРДЕ ЖИДКОСТИ:
А может быть как низким, так и высоким
Б снижается
В повышается
Г не изменяется
",В повышается,"В накоплении жидкости в перикарде центральное венозное давление повышается.

Обоснование: Перикард — это тонкая оболочка, окружающая сердце. Когда в перикарде накапливается жидкость, это может привести к сдавливанию сердца, что затрудняет его работу и может привести к повышению центрального венозного давления.",0
55,"НАИБОЛЕЕ ЗНАЧИТЕЛЬНЫЕ ИЗМЕНЕНИЯ ЭКГ ПРИ ОСТРОМ ПЕРИКАРДИТЕ ХАРАКТЕРИЗУЮТСЯ:
А удлинением интервала Q-T
Б высоким остроконечным зубцом Т
В укорочением интервала РQ
Г конкордантным подъемом сегмента S-T в стандартных и грудных отведениях
",Г конкордантным подъемом сегмента S-T в стандартных и грудных отведениях,"Правильный ответ: Г. При остром перикардите возможны все перечисленные изменения ЭКГ, но наиболее характерным считается конкордантный подъем сегмента ST в стандартных и грудных отведениях.",1
56,"ЗАВИСИМОСТЬ БОЛЕЙ В ГРУДНОЙ КЛЕТКЕ ОТ ПОЛОЖЕНИЯ БОЛЬНОГО НАИБОЛЕЕ ХАРАКТЕРНА ДЛЯ:
А острого перикардита
Б тромбоэмболии легочной артерии
В инфаркта миокарда
Г расслаивающей аневризмы аорты
",А острого перикардита,"Правильный ответ: А. Острый перикардит.

При остром перикардите боли усиливаются при глубоком вдохе и кашле, ослабевают при сидячем положении с наклоном вперёд и усиливаются при положении лёжа на спине.
",1
57,"ВТОРАЯ ПОЗИЦИЯ В БУКВЕННОМ КОДЕ, ОБОЗНАЧАЮЩАЯ РЕЖИМ РАБОТЫ ЭЛЕКТРОКАРДИОСТИМУЛЯТОРА, ОТРАЖАЕТ:
А наличие функции частотной адаптации
Б стимулируемую камеру
В код производителя
Г детектируемую камеру
",Г детектируемую камеру,"Правильный ответ: А. Наличие функции частотной адаптации.

Электронный кардиостимулятор может работать в различных режимах, включая однокамерный, двухкамерный и трехкамерный. Режим работы отражает количество камер сердца, которые стимулируются устройством. Однако вторая позиция в буквенном коде обозначает не стимулируемую камеру, а наличие функции частотной адаптации. Эта функция позволяет кардиостимулятору автоматически регулировать частоту стимуляции в зависимости от активности пациента и потребностей его организма.",-1
58,"ПРИ НАЗНАЧЕНИИ КОМБИНАЦИИ АНТИАРИТМИЧЕСКИХ ПРЕПАРАТОВ В УМЕНЬШЕННЫХ ДОЗАХ В БОЛЬШИНСТВЕ СЛУЧАЕВ:
А наблюдается снижение эффективности
Б отмечается повышение эффективности с уменьшением выраженности побочного действия каждого препарата
В отмечается повышение эффективности с повышением выраженности побочного действия каждого препарата
Г наблюдается усиление (суммация) отрицательных побочных явлений
",Б отмечается повышение эффективности с уменьшением выраженности побочного действия каждого препарата,Правильный ответ: Г. Комбинация антиаритмических препаратов в уменьшенных дозах может привести к усилению (суммации) отрицательных побочных явлений.,-1
59,"К АНТИАРИТМИЧЕСКИМ ПРЕПАРАТАМ III КЛАССА ОТНОСИТСЯ:
А амиодарон
Б метопролол
В пропафенон
Г прокаинамид
",А амиодарон,"В пропафеноне.

Антиаритмические препараты подразделяются на четыре основных класса. Пропафенон относится к антиаритмическим препаратам III класса.
",1
60,"С ТОЧКИ ЗРЕНИЯ ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ НАИБОЛЬШЕЕ ВЛИЯНИЕ НА СНИЖЕНИЕ УРОВНЯ ОБЩЕГО ХОЛЕСТЕРИНА И ЛИПОПРОТЕИДОВ НИЗКОЙ ПЛОТНОСТИ В КРОВИ ОКАЗЫВАЕТ:
А повышение уровня физической активности
Б снижение избыточной массы тела
В снижение потребления экзогенного холестерина
Г снижение потребления насыщенных жирных кислот
","Г снижение потребления насыщенных жирных кислот
","Правильный ответ: Г.

Этот ответ основан на принципах доказательной медицины. Многочисленные исследования показали, что снижение потребления насыщенных жирных кислот является наиболее эффективным способом снижения уровня общего холестерина и липопротеидов низкой плотности в крови. Насыщенные жирные кислоты содержатся в большом количестве в продуктах животного происхождения, таких как мясо, молочные продукты и яйца. Когда человек потребляет много насыщенных жиров, это может привести к повышению уровня холестерина в крови, что увеличивает риск развития сердечно-сосудистых заболеваний.",1
61,"АЦЕТИЛСАЛИЦИЛОВАЯ КИСЛОТА ДЛЯ ПЕРВИЧНОЙ ПРОФИЛАКТИКИ СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ У БОЛЬНЫХ С МЕТАБОЛИЧЕСКИМ СИНДРОМОМ РЕКОМЕНДОВАНА:
А при стенозирующих поражениях брахиоцефальных артерий
Б при повышении уровня липопротеинов низкой плотности больше 3 ммоль/л
В только в сочетании с артериальной гипертензией
Г всегда
",А при стенозирующих поражениях брахиоцефальных артерий,"Правильный ответ: В. Ацетилсалициловая кислота для первичной профилактики сердечно-сосудистых заболеваний у больных с метаболическим синдромом рекомендуется только в сочетании с артериальной гипертензией.
",-1
62,"ПРИЁМ СТАТИНОВ СЛЕДУЕТ ОТМЕНИТЬ ПРИ ПОВЫШЕНИИ АКТИВНОСТИ ТРАНСАМИНАЗ В КРОВИ ВЫШЕ НОРМЫ В ____ РАЗА:
А 3
Б 4
В 2,5
Г 2
",А 3,"Правильный ответ: Б. При повышении активности трансаминаз в крови выше нормы в 4 раза следует отменить приём статинов.

Обоснование: Статины — это группа препаратов, которые используются для снижения уровня холестерина в крови. Однако они могут вызывать побочные эффекты, включая повреждение печени. Активность трансаминаз в крови является показателем функции печени. Если активность трансаминаз повышается в 4 раза выше нормы, это может указывать на серьёзное повреждение печени, вызванное приёмом статинов. В таком случае врачи обычно рекомендуют отменить приём статинов до тех пор, пока функция печени не восстановится.
",-1
63,"ДЛЯ ЛЕЧЕНИЯ ГИПЕРХОЛЕСТЕРИНЕМИИ РЕКОМЕНДУЮТ:
А секвестранты желчных кислот
Б статины
В никотиновую кислоту
Г ингибиторы абсорбции холестерина
",Б статины,"Правильный ответ: Б. Статины рекомендуют для лечения гиперхолестеринемии. Они селективно ингибируют фермент ГМГ-КоА-редуктазу, который играет ключевую роль в синтезе холестерина в печени. Это приводит к снижению уровня общего холестерина, липопротеидов низкой плотности (ЛПНП) и триглицеридов в плазме крови.",1
64,"ОДНИМ ИЗ ОГРАНИЧЕНИЙ НА ОСУЩЕСТВЛЕНИЕ МЕДИЦИНСКИМИ РАБОТНИКАМИ СВОЕЙ ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ ПРИ ВЗАИМОДЕЙСТВИИ С РАЗЛИЧНЫМИ ФАРМАЦЕВТИЧЕСКИМИ КОМПАНИЯМИ ЯВЛЯЕТСЯ ЗАПРЕТ НА:
А участие в работе некоммерческих профессиональных медицинских ассоциаций
Б подготовку публикаций в рецензируемых журналах об эффективности применяемых лекарственных препаратов
В участие в научно-практических конференциях
Г предоставление пациенту недостоверной, неполной или искаженной информации об используемых лекарственных препаратах
","Г предоставление пациенту недостоверной, неполной или искаженной информации об используемых лекарственных препаратах","Г предоставление пациенту недостоверной, неполной или искаженной информации об используемых лекарственных препаратах.

Этот вариант является ограничением для медицинских работников при взаимодействии с фармацевтическими компаниями, поскольку они должны предоставлять пациентам точную и полную информацию о лекарствах, чтобы пациенты могли принимать информированные решения относительно своего здоровья. Остальные варианты (А, Б, В) не являются ограничениями, а скорее представляют собой важную часть профессиональной деятельности медицинских работников.
",1
65,"ОДНИМ ИЗ ОГРАНИЧЕНИЙ НА ОСУЩЕСТВЛЕНИЕ МЕДИЦИНСКИМИ РАБОТНИКАМИ СВОЕЙ ПРОФЕССИОНАЛЬНОЙ ДЕЯТЕЛЬНОСТИ ПРИ ВЗАИМОДЕЙСТВИИ С РАЗЛИЧНЫМИ ФАРМАЦЕВТИЧЕСКИМИ КОМПАНИЯМИ ЯВЛЯЕТСЯ ЗАПРЕТ НА:
А участие в работе некоммерческих профессиональных медицинских ассоциаций
Б подготовку публикаций в рецензируемых журналах об эффективности применяемых лекарственных препаратов
В участие в научно-практических конференциях
Г участие в развлекательных мероприятиях, проводимых за счет средств компаний, представителей компаний
","Г участие в развлекательных мероприятиях, проводимых за счет средств компаний, представителей компаний","Г участие в развлекательных мероприятиях, проводимых за счет средств компаний, представителей компаний

Этот вариант является правильным, так как участие в развлекательных мероприятиях, проводимых за счет фармацевтических компаний, может привести к конфликту интересов и созданию впечатления о возможном влиянии на профессиональную деятельность медицинского работника. Остальные варианты (А, Б, В) не являются ограничениями для медицинских работников при взаимодействии с фармацевтическими компаниями.
",1
66,"ЕСЛИ ГРАЖДАНИН СТРАДАЕТ ЗАБОЛЕВАНИЕМ, ПРЕДСТАВЛЯЮЩИМ ОПАСНОСТЬ ДЛЯ ОКРУЖАЮЩИХ, ТО МЕДИЦИНСКОЕ ВМЕШАТЕЛЬСТВО ДОПУСКАЕТСЯ:
А по приказу главного врача
Б с устного согласия гражданина или родственников
В по письменному согласию гражданина или его законного представителя
Г без согласия гражданина
",Г без согласия гражданина,"Правильный ответ — Г. Согласно статье 20 Федерального закона от 21 ноября 2011 года № 323-ФЗ «Об основах охраны здоровья граждан в Российской Федерации», медицинское вмешательство допускается без согласия гражданина, если его состояние представляет опасность для окружающих.
",1
67,"ДЛЯ ПРЕДУПРЕЖДЕНИЯ НЕЖЕЛАТЕЛЬНЫХ ЭФФЕКТОВ ТРЕБУЕТСЯ ОСТОРОЖНОСТЬ В НАЗНАЧЕНИИ ИНГИБИТОРОВ АПФ У БОЛЬНЫХ С СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ПРИ:
А начальной стадии хронической почечной недостаточности
Б стенозе сонных артерий
В наличии заболеваний печени
Г гиперкалиемии (некоррегируемой)
",Г гиперкалиемии (некоррегируемой),"Правильный ответ: А.
Ингибиторы АПФ следует назначать с осторожностью у больных с сердечной недостаточностью при начальной стадии хронической почечной недостаточности. Это связано с тем, что ингибиторы АПФ могут снижать уровень ангиотензина II, который играет роль в поддержании почечного кровотока. При начальной стадии хронической почечной недостаточности это может привести к дальнейшему ухудшению функции почек.
",-1
68,"ПРИ ВЫБОРЕ ИНГИБИТОРА АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА ДЛЯ ЛЕЧЕНИЯ БОЛЬНОГО ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ И НАРУШЕНИЕМ ФУНКЦИИ ПОЧЕК СЛЕДУЕТ ОТДАТЬ ПРЕДПОЧТЕНИЕ:
А каптоприлу
Б фозиноприлу
В лизиноприлу
Г периндоприлу
",Б фозиноприлу,"Правильный ответ: Г периндоприл.

Периндоприл является ингибитором ангиотензинпревращающего фермента (АПФ), который обычно используется для лечения хронической сердечной недостаточности и нарушения функции почек. Это связано с тем, что периндоприл обладает дополнительными свойствами, такими как улучшение функции почек и снижение риска развития сердечно-сосудистых событий.

Каптоприл также является ингибитором АПФ, но он имеет более короткий период полувыведения и требует более частого приема, что может быть менее удобным для пациентов.

Фозиноприл и лизиноприл также являются ингибиторами АПФ, но они могут быть менее эффективны при лечении хронической сердечной недостаточности и нарушении функции почек по сравнению с периндоприлом.",-1
69,"К ПРИЗНАКУ НАСЫЩЕНИЯ СЕРДЕЧНЫМИ ГЛИКОЗИДАМИ ОТНОСЯТ:
А удлинение интервала QT
Б изменение формы QRS
В укорочение интервала QT
Г укорочение сегмента PQ
",В укорочение интервала QT,"А удлинение интервала QT является признаком насыщения сердечными гликозидами. Это связано с тем, что гликозиды увеличивают силу сокращений сердца, но при передозировке или длительном применении могут привести к нарушению проводимости миокарда. Удлинение интервала QT может привести к развитию желудочковых аритмий, что является серьезным осложнением терапии сердечными гликозидами.
",-1
70,"ПРИ ВЫПОЛНЕНИИ ТЕСТА С ФИЗИЧЕСКОЙ НАГРУЗКОЙ ЭФФЕКТИВНОСТЬ ПОДОБРАННОЙ СХЕМЫ ЛЕЧЕНИЯ У ПАЦИЕНТОВ С ДИАГНОСТИРОВАННОЙ ИБС ОЦЕНИВАЕТСЯ:
А после курса лечения и отмены препаратов
Б на фоне отмены препаратов за 2 дня до исследования
В на фоне приёма половины дозы препаратов
Г на фоне приёма препаратов
",Г на фоне приёма препаратов,Правильный ответ: Г. Эффективность подобранной схемы лечения у пациентов с диагностированной ИБС оценивается на фоне приёма препаратов.,1
71,"НАИБОЛЕЕ ВЫСОКОЙ ЧУВСТВИТЕЛЬНОСТЬЮ ПРИ ДИАГНОСТИКЕ ИШЕМИЧЕСКОЙ БОЛЕЗНИ СЕРДЦА ОБЛАДАЕТ:
А холодовая диагностическая проба
Б проба со статической физической нагрузкой
В велоэргометрия
Г дипиридамоловая проба
",В велоэргометрия,"Правильный ответ: В. Велоэргометрия обладает наиболее высокой чувствительностью при диагностике ишемической болезни сердца. Это связано с тем, что данный метод позволяет оценить реакцию организма на физическую нагрузку, которая является одним из основных факторов риска развития ишемической болезни сердца. Во время теста пациент крутит педали велосипеда с постепенно увеличивающейся интенсивностью, а врачи отслеживают изменения в его сердечном ритме, артериальном давлении и других параметрах. Если у пациента есть ишемическая болезнь сердца, то при увеличении нагрузки могут появиться симптомы, такие как боль в груди или одышка, что указывает на недостаточность кровоснабжения миокарда.
",1
72,"РЕГИСТРИРОВАТЬ ДОПОЛНИТЕЛЬНЫЕ ГРУДНЫЕ ОТВЕДЕНИЯ V7-V9 И ДОРЗАЛЬНОЕ ОТВЕДЕНИЕ ПО НЭБУ РЕКОМЕНДУЮТ ПРИ:
А заднебазальном инфаркте
Б высоком боковом инфаркте
В переднем инфаркте миокарда
Г инфаркте правого желудочка
",А заднебазальном инфаркте,"Правильный ответ: А. Заднебазальном инфаркте.

Регистрация дополнительных грудных отведений V7–V9 и дорзального отведения по Нэбу рекомендуется при заднебазальном инфаркте. Это связано с тем, что эти отведения позволяют более точно оценить электрическую активность задней стенки сердца, которая может быть поражена при данном типе инфаркта. В остальных случаях (высокий боковой инфаркт, передний инфаркт миокарда, инфаркт правого желудочка) обычно достаточно стандартных отведений ЭКГ для диагностики и мониторинга состояния пациента.",1
73,"ТЕРМИНОМ «ОРТОПНОЭ» НАЗЫВАЮТ:
А кашель и кровохарканье при выраженном стенозе митрального клапана
Б неспособность находиться в положении лёжа из-за одышки
В возникновение одышки в положении сидя и облегчение её в положении лёжа
Г повышение частоты дыхания после интенсивной физической нагрузки
",Б неспособность находиться в положении лёжа из-за одышки,"Правильный ответ: Б. Ортопноэ — это неспособность находиться в горизонтальном положении из-за одышки, возникающей вследствие различных заболеваний (например, сердечной недостаточности). В этом положении кровь приливает к сердцу, вызывая отёк лёгких и нарушение дыхания. Для облегчения состояния пациент вынужден спать полусидя или сидя.",1
74,"ОСНОВНЫМ МЕХАНИЗМОМ РАЗВИТИЯ КАРДИОГЕННОГО ШОКА ЯВЛЯЕТСЯ:
А уменьшение сердечного выброса
Б венозный застой
В уменьшение объёма циркулирующей крови
Г снижение сосудистого тонуса",А уменьшение сердечного выброса,"Правильный ответ: А. Уменьшение сердечного выброса является основным механизмом развития кардиогенного шока. Это происходит из-за снижения сократительной способности миокарда, что приводит к недостаточному кровоснабжению органов и тканей организма.
",1
75,"ПРИЗНАКОМ ОСТРОГО ЛЕГОЧНОГО СЕРДЦА НА ЭКГ ЯВЛЯЕТСЯ:
А синдром QIII SI
Б возникновение блокады левой ножки пучка Гиса
В появление высоких зубцов Т в отведениях V1-4
Г смещение переходной зоны влево
",А синдром QIII SI,"Правильный ответ: Г.
Острое лёгочное сердце — это патологическое состояние, которое возникает при гипертензии малого круга кровообращения и проявляется увеличением правого желудочка сердца. Переходная зона — это область, где зубцы R начинают уменьшаться в размерах. В норме она находится в отведениях V4–V5. При гипертрофии правых отделов сердца переходная зона смещается к V1, а при выраженной дилатации правого желудочка может находиться даже в отведении V1.",-1
76,"ХАРАКТЕРНЫМИ СИМПТОМАМИ ДЛЯ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ III ФУНКЦИОНАЛЬНОГО КЛАССА В СООТВЕТСТВИИ С НЬЮ-ЙОРКСКОЙ КЛАССИФИКАЦИЕЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЮТСЯ:
А ограничений физической активности нет, обычные нагрузки не вызывают усталости
Б неспособность выполнять какие-либо нагрузки без появления дискомфорта, симптомы сердечной недостаточности или синдром стенокардии могут появляться в покое
В выраженное ограничение физических нагрузок, больной чувствует себя комфортно только в состоянии покоя
Г умеренное ограничение физических нагрузок, в покое самочувствие комфортное
","В выраженное ограничение физических нагрузок, больной чувствует себя комфортно только в состоянии покоя","Правильный ответ: Б.
Согласно Нью-Йоркской классификации сердечной недостаточности, III функциональный класс (НФК III) характеризуется неспособностью выполнять какие-либо нагрузки без появления дискомфорта, симптомов сердечной недостаточности или синдрома стенокардии, которые могут возникать даже в состоянии покоя.",-1
