Вопрос,Ответ,GigaChat,Результат
39,"ПОКАЗАНИЕМ ДЛЯ УСТАНОВКИ ФИЛЬТРА В НИЖНЮЮ ПОЛУЮ ВЕНУ ИЛИ ПЕРЕВЯЗКИ ЕЕ У БОЛЬНЫХ С ТРОМБОЭМБОЛИЕЙ ЛЕГОЧНОЙ АРТЕРИИ И ТРОМБОФЛЕБИТОМ НИЖНИХ КОНЕЧНОСТЕЙ ЯВЛЯЕТСЯ
А наличие противопоказаний для лечения антикоагулянтами
Б повторная тромбоэмболия на фоне неадекватной терапии антикоагулянтами
В высокое содержание протромбина
Г антифосфолипидный синдром",А наличие противопоказаний для лечения антикоагулянтами,"Правильный ответ: Б. Показанием для установки фильтра в нижнюю полую вену или перевязки её у больных с тромбоэмболией лёгочной артерии и тромбофлебитом нижних конечностей является повторная тромбоэмболия на фоне неадекватной терапии антикоагулянтами.

Неправильные ответы:

А. Наличие противопоказаний для лечения антикоагулянтами не может быть показанием к установке кава-фильтра, так как показания для назначения антикоагулянтов при тромбоэмболии лёгочной артерии абсолютные и не зависят от противопоказаний.

В. Высокое содержание протромбина также не является показанием для установки кава-фильтра, так как есть другие методы коррекции гиперкоагуляции (антикоагулянты).

Г. Антифосфолипидный синдром сам по себе не является показанием для установки кава-фильтра.
",-1
40,"80% ОБЩЕГО КОЛИЧЕСТВА ИММУНОКОМПЕТЕНТНЫХ КЛЕТОК В АТЕРОСКЛЕРОТИЧЕСКОЙ БЛЯШКЕ ПРЕДСТАВЛЕНО
А эозинофилами
Б макрофагами
В лимфоцитами
Г лейкоцитами",Б макрофагами ,"Правильный ответ: В. Лимфоциты.

Обоснование: Лимфоциты являются ключевыми клетками иммунной системы, ответственными за распознавание и уничтожение чужеродных агентов. Они играют важную роль в развитии и регуляции иммунного ответа. В контексте атеросклероза, лимфоциты активно участвуют в процессе воспаления, который является одним из ключевых механизмов развития атеросклеротической бляшки. Таким образом, большинство иммунокомпетентных клеток в атеросклеротической бляшке представлены лимфоцитами.
",-1
41,"НАИБОЛЕЕ ЧАСТЫМ ФЕНОТИПИЧЕСКИМ ПРОЯВЛЕНИЕМ СЕМЕЙНОЙ (НАСЛЕДСТВЕННОЙ) ГИПЕРТРИГЛИЦЕРИДЕМИИ И ХИЛОМИКРОНЕМИИ ЯВЛЯЕТСЯ НАЛИЧИЕ
А ксантелазм век
Б липоидной дуги роговицы
В ксантоматоза сухожилий
Г эруптивного ксантоматоза кожи",Г эруптивного ксантоматоза кожи,"Правильный ответ: Б. Липоидная дуга роговицы наиболее часто встречается при семейной гипертриглицеридемии и хиломикронемии. Это явление представляет собой скопление холестерина и триглицеридов в периферических отделах роговицы, что приводит к появлению белой дуги вокруг роговицы. Остальные варианты ответа могут также встречаться при этом состоянии, но они менее распространены.
",-1
42,"НАИБОЛЕЕ ЧАСТО В ПОПУЛЯЦИИ ВСТРЕЧАЕТСЯ ДИСЛИПИДЕМИЯ _____ ТИПА
А IIa
Б IV
В V
Г IIb",Б IV,"Дислипидемия типа IIa является наиболее часто встречающейся в популяции. Это связано с тем, что этот тип дислипидемии характеризуется повышенным уровнем общего холестерина и триглицеридов, а также низким уровнем липопротеинов высокой плотности (ЛПВП). Это состояние может привести к развитию сердечно-сосудистых заболеваний, таких как атеросклероз и инфаркт миокарда. Кроме того, дислипидемия типа IIa часто связана с наследственными факторами и образом жизни, включая неправильное питание и отсутствие физической активности.
",-1
43,"ДЛЯ IIА ФЕНОТИПА ДИСЛИПИДЕМИЙ ХАРАКТЕРНО
А повышение содержания липопротеидов очень низкой плотности и триглицеридов
Б повышение содержания липопротеидов низкой плотности и общего холестерина
В повышение содержания хиломикронов и триглицеридов
Г снижение уровня липопротеидов высокой плотности и повышение общего холестерина",Б повышение содержания липопротеидов низкой плотности и общего холестерина,"Правильный ответ: А. Для IIа типа дислипидемии характерно повышение содержания липопротеидов очень низкой плотности и триглицеридов. Это происходит из-за генетических нарушений, которые приводят к недостаточности ферментов, участвующих в метаболизме жиров. В результате этого в крови накапливаются липопротеиды очень низкой плотности и триглицериды, что может привести к развитию сердечно-сосудистых заболеваний.
",-1
44,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ МЕТОДОМ ДИАГНОСТИКИ ГКМП ЯВЛЯЕТСЯ
А биопсия миокарда
Б коронаровентрикулография
В электрокардиография
Г эхокардиография",Г эхокардиография,"Правильный ответ: А — биопсия миокарда. Она позволяет точно определить наличие гипертрофии сердечной мышцы и исключить другие заболевания сердца.
",-1
45,"ХАРАКТЕРНЫМ ДЛЯ КЛИНИЧЕСКИХ ПРОЯВЛЕНИЙ ЛЕВОЖЕЛУДОЧКОВОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А асцит
Б одышка
В набухание шейных вен
Г гепатомегалия",Б одышка,"Правильный ответ: Б одышка.

Одышка является характерным симптомом для клинических проявлений левожелудочковой сердечной недостаточности. Это связано с тем, что при нарушении функции левого желудочка сердца происходит застой крови в малом круге кровообращения (в легких), что приводит к повышению давления в легочных капиллярах и интерстиции. В результате этого развивается отек легких, который сопровождается одышкой. Остальные симптомы (асцит, набухание шейных вен, гепатомегалия) могут также присутствовать, но они являются общими для различных видов сердечной недостаточности и не специфичны именно для левожелудочковой недостаточности.
",1
46,"МЕНЕЕ СПЕЦИФИЧНЫМ ПРИЗНАКОМ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ
А гепатоюгулярный рефлюкс
Б III сердечный тон (ритм галопа)
В наличие периферических отёков
Г повышение давления в яремных венах",В наличие периферических отёков,"Гепатоюгулярный рефлюкс является менее специфичным признаком сердечной недостаточности, поскольку он может быть вызван другими заболеваниями, такими как печеночная недостаточность или правожелудочковая сердечная недостаточность. Остальные признаки (III сердечный тон, наличие периферических отеков, повышение давления в яремных венах) являются более специфичными для сердечной недостаточности.
",-1
47,"ГИПЕРТРОФИЯ ЛЕВОГО ЖЕЛУДОЧКА, ДИАСТОЛИЧЕСКАЯ ДИСФУНКЦИЯ, ФВ 45% УКАЗЫВАЮТ НА ФУНКЦИОНАЛЬНЫЙ ТИП ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ С _____________ ФРАКЦИЕЙ ВЫБРОСА
А сохранённой
Б повышенной
В нормальной
Г умеренно сниженной",Г умеренно сниженной,"Правильный ответ: А — сохранённой.

При гипертрофии левого желудочка сердца фракция выброса (ФВ) может оставаться сохранённой, так как утолщение сердечной мышцы компенсирует нарушенную диастолическую функцию.
",-1
48,"ПРИ НЕОБХОДИМОСТИ КОРРЕКЦИИ ГИПЕРЛИПИДЕМИИ У БЕРЕМЕННЫХ И ДЕТЕЙ ВОЗМОЖНО НАЗНАЧЕНИЕ
А розувастатина
Б колестипола
В эзетимиба
Г фенофибрата",Б колестипола,"Правильный ответ: Б. Беременным женщинам и детям до 18 лет противопоказаны ингибиторы ГМГ-КоА-редуктазы (статины), так как их влияние на плод и детский организм недостаточно изучено. Препараты этой группы могут назначаться только после 18 лет.
",1
49,"ПОБОЧНЫЕ ЭФФЕКТЫ ТЕРАПИИ В ВИДЕ РАЗВИТИЯ МИОПАТИИ И РАБДОМИОЛИЗА НЕ ХАРАКТЕРНЫ ДЛЯ
А фенофибрата
Б розувастатина
В колестипола
Г ловастатина",В колестипола,"Правильный ответ: А. Фенофибрат.

Объяснение: Фенофибрат относится к классу препаратов, называемых фибратами, которые используются для снижения уровня триглицеридов в крови. Он обладает низким риском развития миопатии (мышечной слабости) и рабдомиолиза (разрушения мышечных волокон), в отличие от других статинов, таких как розувастатин и ловастатин, которые могут вызывать эти побочные эффекты при высоких дозах или у пациентов с определенными факторами риска. Колестипол также может вызывать эти побочные эффекты, но в меньшей степени, чем другие статины.",-1
50,"ПРЕДПОЧТИТЕЛЬНЫМИ МЕДИКАМЕНТАМИ ПРИ ГИПЕРХОЛЕСТЕРИНЕМИИ БЕЗ ГИПЕРТРИГЛИЦЕРИДЕМИИ ЯВЛЯЮТСЯ
А фибраты
Б пробукол и антиоксиданты
В эзетимиб
Г статины",Г статины,"Правильный ответ: Г. Статины являются препаратами первого выбора для лечения гиперхолестеринемии без гипертриглицеридемии. Они снижают уровень холестерина липопротеидов низкой плотности (ХС ЛНП) путем ингибирования ГМГ-КоА-редуктазы, фермента, который играет ключевую роль в синтезе холестерина в печени. Это приводит к уменьшению риска развития сердечно-сосудистых заболеваний.
",1
51,"СОГЛАСНО НАЦИОНАЛЬНЫМ РЕКОМЕНДАЦИЯМ ПРИЕМ СТАТИНОВ СЛЕДУЕТ ОТМЕНИТЬ, КОГДА НА ФОНЕ МИАЛГИИ РЕГИСТРИРУЕТСЯ ПОВЫШЕНИЕ В КРОВИ АКТИВНОСТИ КФК В
А 2 раза
Б 5 раз
В 3 раза
Г 4 раза",Г 4 раза,"Правильный ответ: Г. Статины отменяют при повышении активности креатинкиназы (КФК) в крови в 4 раза. Это связано с тем, что миозит (воспаление мышц), который может сопровождаться повышением активности КФК, является противопоказанием к назначению статинов. При этом повышение активности КФК в 2 раза (вариант А) не является показанием к отмене статинов, так как может быть связано с другими причинами, не требующими отмены препарата.
",1
52,"В III ОТВЕДЕНИИ РЕГИСТРИРУЕТСЯ РАЗНОСТЬ ПОТЕНЦИАЛОВ МЕЖДУ ЭЛЕКТРОДАМИ, РАСПОЛОЖЕННЫМИ НА
А левой руке и левой ноге
Б правой и левой ногах
В правой руке и левой ноге
Г левой и правой руках",А левой руке и левой ноге,"Правильный ответ — В. Разность потенциалов регистрируется между электродами, расположенными на правой руке и левой ноге. Это связано с тем, что правая рука и левая нога имеют разные электрические потенциалы относительно земли. Причина этого заключается в том, что земля имеет свой собственный электрический потенциал, который является точкой отсчета для измерения разности потенциалов. Когда человек стоит на земле, его ноги находятся ближе к земле и имеют более низкий потенциал, чем руки, которые находятся выше и дальше от земли. Таким образом, когда мы измеряем разность потенциалов между правой рукой и левой ногой, мы получаем наибольшую величину, так как эти части тела имеют наибольшую разницу в потенциалах относительно земли.
",-1
53,"ЦЕЛЯМИ И ВОЗМОЖНОСТЯМИ ТРАНСТОРАКАЛЬНОЙ ЭХОКАРДИОГРАФИИ ЯВЛЯЮТСЯ
А выявление нарушений проведения импульса, оценка ишемии
Б исследование коронарного русла, оценка жизнеспособного миокарда
В выявление патологии клапанного аппарата, болезней миокарда, оценка функции левого желудочка
Г регистрация эпизодов нарушения ритма и проводимости сердца, запись АД","В выявление патологии клапанного аппарата, болезней миокарда, оценка функции левого желудочка","В выявление патологии клапанного аппарата, болезней миокарда, оценка функции левого желудочка

Обоснование: Трансторакальная эхокардиография – это ультразвуковое исследование сердца через грудную клетку. Она позволяет выявить патологию клапанного аппарата, болезни миокарда и оценить функцию левого желудочка. Другие пункты (А, Б, Г) относятся к другим методам исследования сердца, таким как электрокардиография, коронарография и холтеровское мониторирование соответственно.
",1
54,"ОСТРАЯ ПЕРЕГРУЗКА ПРАВЫХ ОТДЕЛОВ СЕРДЦА НАБЛЮДАЕТСЯ НА ЭКГ ПРИ
А стенозе трикуспидального клапана	
Б тромбоэмболии легочной артерии
В недостаточности аортального клапана
Г стенозе митрального клапана",Б тромбоэмболии легочной артерии,"Правильный ответ: Б.
Электрическая ось сердца расположена перпендикулярно к горизонтали (±90°).
",1
55,"ЗУБЕЦ Т НА ЭКГ ОТРАЖАЕТ РЕПОЛЯРИЗАЦИЮ
А только правого желудочка
Б левого желудочка и частично правого желудочка
В обоих желудочков
Г только левого желудочка",В обоих желудочков,"Правильный ответ: Б. Зубец Т на электрокардиограмме отражает реполяризацию (то есть восстановление исходного электрического заряда) обоих желудочков — левого и правого.
",0
56,"ОРТОСТАТИЧЕСКАЯ ГИПОТОНИЯ – ЭТО СНИЖЕНИЕ
А артериального давления в ночные часы на 20/10 мм рт. ст. и более при переходе в вертикальное положение или 30/10 мм рт. ст. при переходе в горизонтальное положение у пациентов c артериальной гипертонии
Б артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией из положения лежа
В скорости утреннего подъема артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией в положении лежа
Г среднесуточного артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение или 30/10 мм рт. ст. при переходе в горизонтальное положение у пациентов c артериальной гипертонией

",Б артериального давления на 20/10 мм рт. ст. и более при переходе в вертикальное положение у нормотензивных пациентов или 30/10 мм рт. ст. у пациентов c артериальной гипертонией из положения лежа,"Правильный ответ: Б. Ортостатическая гипотония — это снижение систолического (верхнего) артериального давления на 20 мм рт. ст. или более, а диастолического (нижнего) артериального давления на 10 мм рт. ст. или более при переходе в вертикальное положение у нормотензивных пациентов или на 30/10 мм рт. ст. у пациентов с артериальной гипертонией из положения лёжа.
",1
57,"К ГИПОГЛИКЕМИЧЕСКИМ ПРЕПАРАТАМ 1 ЛИНИИ У ПАЦИЕНТОВ СО СТЕНОКАРДИЕЙ НАПРЯЖЕНИЯ, ОЖИРЕНИЕМ, ЛИБО ИЗБЫТОЧНОЙ МАССОЙ ТЕЛА И САХАРНЫМ ДИАБЕТОМ 2 ТИПА, ПРИ ОТСУТСТВИИ ПРОТИВОПОКАЗАНИЙ ОТНОСЯТ
А метформин
Б ингибиторы альфа-глюкозидаз 	
В тиазолидиндионы
Г производные сульфонилмочевины",А метформин,"Правильный ответ: А.
Монотерапия метформином показана пациентам со стенокардией напряжения, ожирением или избыточной массой тела и сахарным диабетом второго типа при отсутствии противопоказаний к его назначению.",1
58,"У ПАЦИЕНТА СО СТАБИЛЬНОЙ СТЕНОКАРДИЕЙ, ВЫПОЛНЕННЫМ ПЛАНОВЫМ ЧКВ С НЕКЛАПАННОЙ ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ ПРИ ВЫСОКОМ РИСКЕ КРОВОТЕЧЕНИЯ ПО ШКАЛЕ HAS-BLED ТРОЙНАЯ АНТИТРОМБОТИЧЕСКАЯ ТЕРАПИЯ ПРОВОДИТСЯ
А 3 месяца
Б 1 месяц
В полгода
Г только во время госпитализации",Б 1 месяц ,"Правильный ответ: Б.
При высоком риске кровотечения по шкале HAS-BLED тройная антитромботическая терапия у пациента со стабильной стенокардией, выполненным плановым ЧКВ с неклапанной фибрилляцией предсердий может проводиться в течение одного месяца.
",1
59,"ПРИ ИНФАРКТЕ МИОКАРДА ПРАВОГО ЖЕЛУДОЧКА ПРИМЕНЕНИЕ __________ ПРОТИВОПОКАЗАНО
А нитроглицерина
Б метопролола
В фуросемида
Г эналаприла",А нитроглицерина ,"Правильный ответ: А. При инфаркте миокарда правого желудочка противопоказано применение нитроглицерина.

Объяснение: Нитроглицерин может вызвать резкую гипотензию (снижение артериального давления), что приведет к ухудшению кровоснабжения жизненно важных органов, включая сам миокард. Это связано с тем, что при инфаркте миокарда правого желудочка обычно уже имеется снижение артериального давления, так как правый желудочек играет важную роль в поддержании нормального уровня кровяного давления.
",1
60,"СУБЪЕКТАМИ ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ ЯВЛЯЮТСЯ
А орган управления здравоохранением, медицинское учреждение, застрахованные лица, страховая организация
Б застрахованные лица, страхователи, Федеральный фонд обязательного медицинского страхования
В территориальный фонд обязательного медицинского страхования, медицинское учреждение, застрахованные лица, орган управления здравоохранением
Г Федеральный фонд обязательного медицинского страхования, орган управления здравоохранением, застрахованные лица, страховая организация
","Б застрахованные лица, страхователи, Федеральный фонд обязательного медицинского страхования ","Правильный ответ — В. К субъектам обязательного медицинского страхования относятся территориальный фонд обязательного медицинского страхования, медицинское учреждение, застрахованные лица, орган управления здравоохранением.
",-1
61,"ЗАПИСИ В МЕДИЦИНСКОЙ КАРТЕ ПАЦИЕНТА, ПОЛУЧАЮЩЕГО МЕДИЦИНСКУЮ ПОМОЩЬ В АМБУЛАТОРНЫХ УСЛОВИЯХ (ФОРМА №025/У), ВЕДУТСЯ НА ЯЗЫКЕ
А русском
Б любом
В региона
Г английском",А русском ,"Правильный ответ — А. Записи в медицинской карте пациента, получающего медицинскую помощь в амбулаторных условиях, ведутся на русском языке. Это связано с тем, что русский язык является государственным языком Российской Федерации и используется в официальной документации.
",1
62,"МАКСИМАЛЬНОЕ КОЛИЧЕСТВО ДНЕЙ, НА КОТОРОЕ МОЖЕТ БЫТЬ ВЫДАН ЛИСТОК НЕТРУДОСПОСОБНОСТИ БЕЗ ПРОВЕДЕНИЯ ВРАЧЕБНОЙ КОМИССИИ, СОСТАВЛЯЕТ
А 30
Б 15
В 10
Г 20",Б 15,"Правильный ответ — Г. Согласно приказу Минздравсоцразвития РФ от 29 июня 2011 года №624н «Об утверждении Порядка выдачи листков нетрудоспособности», листок нетрудоспособности может быть выдан на срок до 15 календарных дней включительно врачом единолично. При сроках временной нетрудоспособности, превышающих 15 календарных дней, листок нетрудоспособности выдаётся по решению врачебной комиссии. Таким образом, максимальное количество дней, на которое может быть выдан листок нетрудоспособности без проведения врачебной комиссии, составляет 20.
",-1
63,"У ПАЦИЕНТОВ С НЕОБСТРУКТИВНОЙ ГКМП ГРАДИЕНТ ДАВЛЕНИЯ В ВЫХОДНОМ ОТДЕЛЕ ЛЕВОГО ЖЕЛУДОЧКА СОСТАВЛЯЕТ (В ММ РТ. СТ.) ________ В ПОКОЕ И ПРИ НАГРУЗКЕ
А менее 20
Б более 20
В более 30
Г менее 30",Г менее 30 ,"Правильный ответ: А. Градиент давления в выходном отделе левого желудочка у пациентов с необструктивной гипертрофической кардиомиопатией (ГКМП) составляет менее 20 мм рт. ст. Это связано с тем, что при необструктивной форме заболевания нет препятствия оттоку крови из левого желудочка, поэтому градиент давления между полостью левого желудочка и аортой остается низким. При нагрузке этот градиент может увеличиваться, но обычно он все равно остается ниже 20 мм рт. ст.
",-1
64,"ПРИ ГИПЕРТРОФИЧЕСКОЙ КАРДИОПАТИИ МОЖЕТ РАЗВИВАТЬСЯ
А относительная коронарная недостаточность
Б спазм коронарных артерий
В острый тромбоз коронарных артерий
Г неспецифический коронариит",А относительная коронарная недостаточность ,"Правильный ответ: А — при гипертрофической кардиомиопатии может развиваться относительная коронарная недостаточность.

Объяснение. Гипертрофическая кардиомиопатия характеризуется значительным утолщением стенки левого желудочка сердца, преимущественно в области межжелудочковой перегородки. В результате этого происходит уменьшение просвета коронарных артерий, что приводит к снижению перфузии сердечной мышцы (миокарда) и развитию относительной коронарной недостаточности.

",1
65,"ФИБРОЗ ЭНДОКАРДА ХАРАКТЕРЕН ДЛЯ
А аритмогенной дисплазии правого желудочка
Б дилатационной кардиомиопатии
В рестриктивной кардиомиопатии
Г ГКМП",В рестриктивной кардиомиопатии,"Правильный ответ: В. Пациенты с рестриктивной кардиомиопатией часто имеют фиброз эндокарда, который может привести к нарушению диастолической функции сердца.
",1
66,"В КАЧЕСТВЕ ЭТИОПАТОГЕНЕТИЧЕСКОГО ЛЕЧЕНИЯ НЕКОТОРЫХ ФОРМ МИОКАРДИТОВ МОЖНО ИСПОЛЬЗОВАТЬ
А сульфаниламиды
Б НПВП
В биологические препараты
Г глюкокортикоиды",Г глюкокортикоиды,"Правильный ответ: В. Биологические препараты могут использоваться в качестве этиопатогенетического лечения некоторых форм миокардитов. Это связано с тем, что биологические препараты способны воздействовать на определенные механизмы воспаления и иммунные реакции, которые играют важную роль в развитии миокардита. Например, некоторые биологические препараты могут блокировать активность определенных цитокинов (маленьких белков, которые участвуют в передаче сигналов между клетками иммунной системы), снижая таким образом воспаление и повреждение сердечной мышцы.
",-1
67,"ПОБОЧНЫМ ЭФФЕКТОМ ПРЕПАРАТА ИЗ ГРУППЫ БЛОКАТОРОВ МЕДЛЕННЫХ КАЛЬЦИЕВЫХ КАНАЛОВ НИФЕДИПИНА ЯВЛЯЕТСЯ
А синусовая тахикардия
Б диабетическая нефропатия
В гипертонический криз
Г цереброваскулярная недостаточность",А синусовая тахикардия,"Нифедипин относится к группе блокаторов медленных кальциевых каналов. Этот класс препаратов используется для лечения высокого кровяного давления (гипертонии) и стенокардии. Одним из побочных эффектов нифедипина является периферическая вазодилатация, которая может привести к рефлекторной тахикардии. Поэтому правильным ответом будет А - синусовая тахикардия.
",1
68,"У МУЖЧИНЫ 78 ЛЕТ С АДЕНОМОЙ ПРОСТАТЫ ПРЕДПОЧТИТЕЛЬНО НАЧАТЬ ЛЕЧЕНИЕ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ С НАЗНАЧЕНИЯ
А доксазозина
Б гидрохлортиазида
В карведилола
Г кандесартана",А доксазозина ,"Правильный ответ: А.

Обоснование: у пациента с аденомой предстательной железы на фоне лечения альфа-блокаторами (доксазозин) наблюдается улучшение показателей уродинамики и уменьшение выраженности симптомов со стороны нижних мочевыводящих путей. В связи с этим лечение артериальной гипертензии целесообразно начать с назначения доксазозина.
",1
69,"БЫСТРОЕ СНИЖЕНИЕ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ ПРОТИВОПОКАЗАНО ПРИ
А нарушениях мозгового кровообращения
Б расслаивающей аневризме аорты
В острой левожелудочковой недостаточности
Г прогрессирующей почечной недостаточности",А нарушениях мозгового кровообращения,"Правильный ответ: Б.
При расслаивающей аневризме аорты быстрое снижение артериального давления может привести к прогрессированию расслоения.",-1
70,"ПРИ ГИПЕРТИРЕОЗЕ ДЛЯ ЛЕЧЕНИЯ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ ПРЕДПОЧТИТЕЛЬНЫ
А ингибиторы АПФ
Б диуретики
В бета-блокаторы
Г блокаторы кальциевых каналов дигидропиридинового ряда","В бета-блокаторы
","В — бета-блокаторы.

При гипертиреозе предпочтение отдают бета-адреноблокаторам, так как они снижают частоту сердечных сокращений, уменьшают тахикардию, нормализуют сердечный ритм и обладают антиангинальным эффектом.
",1
71,"ПРЕПАРАТОМ ВЫБОРА ПРИ ЛЕЧЕНИИ РЕЦИПРОКНОЙ АВ-ТАХИКАРДИИ ЯВЛЯЕТСЯ
А дигоксин
Б новокаинамид
В обзидан	
Г АТФ",Г АТФ,"Правильный ответ: Г. Антиаритмическим препаратом выбора при лечении реципрокной АВ-тахикардии является аденозинтрифосфа́т (АТФ). Это вещество влияет на ток ионов калия через мембрану кардиомиоцитов, вызывая их замедление.
",1
72,"ПОД АРИТМОГЕННЫМ ШОКОМ ПОНИМАЮТ
А истинный кардиогенный
Б гиповолемический
В вазогенный
Г ассоциированный кардиогенный",Г ассоциированный кардиогенный,"Правильный ответ: Г. Аритмогенный шок является ассоциированным кардиогенным шоком. Это состояние, при котором нарушение сердечного ритма приводит к снижению сердечного выброса и ухудшению кровоснабжения органов и тканей. В результате этого происходит снижение перфузии органов, что может привести к их дисфункции.
",1
73,"ПРИ АНГИНОЗНОМ ПРИСТУПЕ С СИНУСОВОЙ БРАДИКАРДИЕЙ И ЖЕЛУДОЧКОВЫМИ ЭКСТРАСИСТОЛАМИ НА ФОНЕ ГИПОТОНИИ ПОКАЗАНО ПРИМЕНЕНИЕ
А морфина
Б атропина
В изадрина
Г дофамина",Г дофамина,"Правильный ответ: Г. В данной ситуации показано применение дофамина.

Показания для применения дофамина (допамин): шок различного генеза (включая кардиогенный, эндотоксический, послеоперационный, инфекционный, анафилактический, нейрогенный), острая сердечно-сосудистая недостаточность, синдром низкого выброса, артериальная гипотензия, для поддержания перфузии почек.
",1
74,"ВЕГЕТАЦИИ НА КЛАПАНАХ СЧИТАЮТСЯ БОЛЬШИМИ, ЕСЛИ ОНИ _____________ ММ
А менее 7
Б 5
В 2-3
Г более 10",Г более 10,Правильный ответ — Г «более 10». Вегетации на клапанах считаются большими при их размере более 10 мм.,1
75,"САМЫМ ЧАСТЫМ ПРИЗНАКОМ ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЯВЛЯЕТСЯ
А появление боли в области сердца
Б появление петехий
В появление узелков Ослера
Г повышение температуры тела",Г повышение температуры тела,"Правильный ответ: Г. Повышение температуры тела является наиболее частым признаком инфекционного эндокардита. Это системная инфекция, которая обычно вызывает лихорадку. Боли в области сердца, появление петехий и узелков Ослера также могут возникать при этом заболевании, но они не являются самыми частыми признаками.
",1
76,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ ИНСТРУМЕНТАЛЬНЫМ МЕТОДОМ ИССЛЕДОВАНИЯ ПРИ ИНФЕКЦИОННОМ ЭНДОКАРДИТЕ ЯВЛЯЕТСЯ
А рентгенологическое исследование
Б ЭКГ
В радионуклидная вентрикулография
Г ЭХО-кардиография",Г ЭХО-кардиография,"Г ЭХО-кардиография
Эхокардиография является наиболее информативным инструментальным методом исследования при инфекционном эндокардите. Это метод ультразвукового исследования сердца, который позволяет оценить структуру и функцию сердечных клапанов, наличие вегетаций (очагов воспаления), размеры камер сердца, состояние внутрисердечных потоков крови и другие параметры. Этот метод обладает высокой чувствительностью и специфичностью в диагностике инфекционного эндокардита.
",1
77,"НАИБОЛЕЕ ЧАСТОЙ ПРИЧИНОЙ ТРАНЗИТОРНОЙ ИШЕМИИ МИОКАРДА ЯВЛЯЕТСЯ __________ КОРОНАРНОЙ АРТЕРИИ
А стеноз
Б врожденная аномалия
В тромботическая окклюзия
Г спазм",А стеноз,"Наиболее частой причиной транзиторной ишемии миокарда является стеноз коронарной артерии. Это происходит потому что стеноз (сужение) приводит к уменьшению кровотока в артерии, что может привести к временному недостатку кислорода и питательных веществ в сердечной мышце. Этот процесс называется ишемией. В то время как другие варианты, такие как врожденная аномалия, тромботическая окклюзия и спазм, также могут вызывать ишемию, они встречаются реже.",0
78,"РЕКОМЕНДУЕМАЯ ДЛИТЕЛЬНОСТЬ ДВОЙНОЙ АНТИАГРЕГАНТНОЙ ТЕРАПИИ ПОСЛЕ ИМПЛАНТАЦИИ СТЕНТА С ЛЕКАРСТВЕННЫМ ПОКРЫТИЕМ У ПАЦИЕНТОВ С НЕСТАБИЛЬНОЙ СТЕНОКАРДИЕЙ СОСТАВЛЯЕТ (В МЕСЯЦАХ)
А 6
Б 12
В 3
Г 18",Б 12,"Правильный ответ: Г. Длительность двойной антиагрегантной терапии после имплантации стента с лекарственным покрытием у пациентов с нестабильной стенокардией обычно составляет 18 месяцев. Это связано с тем, что пациенты с нестабильной стенокардией имеют высокий риск развития тромбоза стента, поэтому длительная двойная антиагрегантная терапия рекомендуется для предотвращения этого осложнения.",1
79,"В ОСНОВЕ ПАТОГЕНЕЗА ИСТИННОГО КАРДИОГЕННОГО ШОКА ПРИ ИНФАРКТЕ МИОКАРДА ЛЕЖИТ
А стрессовая реакция на боль
Б гиповолемия
В артериальная гипотония
Г резкое снижение сократительной функции левого желудочка",Г резкое снижение сократительной функции левого желудочка,"Правильный ответ: Г. Кардиогенный шок при инфаркте миокарда является следствием резкого снижения сократительной функции левого желудочка. В результате уменьшения выброса крови сердцем происходит падение минутного объема кровообращения, что ведет к снижению системного артериального давления и ухудшению кровоснабжения всех органов и тканей.
",1
