Вопрос,Ответ,GigaChat,Результат
41,"ОСТРАЯ ПЕРЕГРУЗКА ПРАВЫХ ОТДЕЛОВ СЕРДЦА НАБЛЮДАЕТСЯ НА ЭКГ ПРИ
А стенозе трикуспидального клапана
Б стенозе митрального клапана
В тромбоэмболии легочной артерии
Г недостаточности аортального клапана",В тромбоэмболии легочной артерии ,"Правильный ответ: В.
При тромбоэмболии легочной артерии острая перегрузка правых отделов сердца может наблюдаться на электрокардиограмме.",1.0
42,"НАЛИЧИЕ ИЗОЛИРОВАННЫХ ДИЛАТАЦИЙ ПРАВОГО ЖЕЛУДОЧКА БЕЗ ПАТОЛОГИЧЕСКОГО СБРОСА СЛЕВА НАПРАВО И ПРИ НАЛИЧИИ ЖЕЛУДОЧКОВОЙ ТАХИКАРДИИ В АНАМНЕЗЕ МОЖЕТ БЫТЬ ПРИЗНАКОМ
А легочной артериальной гипертензии
Б критического стеноза устья аорты
В аритмогенной дисплазии
Г инфаркта миокарда левого желудочка",В аритмогенной дисплазии ,"Правильный ответ: В. Аритмогенная дисплазия представляет собой заболевание, при котором происходит замещение нормальных мышечных волокон сердечной мышцы (миокарда) на рубцовую ткань или жировую ткань. Это может привести к нарушению электрической активности сердца и развитию различных видов аритмий, включая желудочковую тахикардию. При этом заболевании могут наблюдаться дилатации правого желудочка без патологического сброса слева направо.",1.0
43,"ОСЦИЛЛЯЦИЯ ПЕРЕДНЕЙ СТВОРКИ МИТРАЛЬНОГО КЛАПАНА ХАРАКТЕРНА ДЛЯ
А аортального стеноза
Б аортальной недостаточности
В дефекта межжелудочковой перегородки
Г дефекта межпредсердной перегородки",Б аортальной недостаточности ,"Правильный ответ: В.

Осцилляция передней створки митрального клапана является характерным признаком (симптом) дефекта межжелудочковой перегородки. Это связано с тем, что при данном пороке сердца давление в левом желудочке повышается, что приводит к увеличению нагрузки на митральный клапан. В результате этого передний листок митрального клапана начинает вибрировать (осциллировать), что можно увидеть при эхокардиографическом исследовании.",-1.0
44,"I, II, III ОТВЕДЕНИЯ НАЗЫВАЮТСЯ
А грудными
Б стандартными
В усиленными
Г дополнительными",Б стандартными ,"Грудными отведениями называются ЭКГ-отведения, которые регистрируют электрическую активность сердца непосредственно с поверхности грудной клетки. Они обозначаются римскими цифрами I, II, III. Эти отведения используются для оценки различных отделов сердца и помогают в диагностике сердечных заболеваний.",-1.0
45,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ МЕТОДОМ ПРИ ДИАГНОСТИКЕ ВЫПОТНОГО ПЕРИКАРДИТА ЯВЛЯЕТСЯ
А электрокардиография
Б эхокардиография
В спирография
Г рентгенография",Б эхокардиография,"Наиболее информативным методом при диагностике выпотного перикардита является Б — эхокардиография. Данный метод позволяет визуализировать наличие жидкости в полости перикарда, определить количество выпота и его локализацию. Также эхокардиография помогает оценить функциональное состояние сердца и исключить другие заболевания, которые могут иметь сходную симптоматику.",1.0
46,"КАКИЕ ДАННЫЕ ОБЪЕКТИВНОГО ОБСЛЕДОВАНИЯ ХАРАКТЕРНЫ ДЛЯ ПАЦИЕНТОВ С ЭКССУДАТИВНЫМ ПЕРИКАРДИТОМ?
А резкое повышение АД
Б набухание шейных вен на вдохе
В шум трения перикарда
Г кардиомегалия",Б набухание шейных вен на вдохе ,"Правильный ответ: В. Шум трения перикарда характерен для пациентов с экссудативным перикардитом. Это связано с тем, что при данном заболевании происходит накопление жидкости (экссудата) между листками перикарда, что приводит к появлению шума трения перикарда.
",-1.0
47,"ЦИРРОЗ ПЕЧЕНИ НА ФОНЕ КОНСТРИКТИВНОГО ПЕРИКАРДИТА ХАРАКТЕРИЗУЕТСЯ
А упорным асцитом
Б гиперспленизмом
В желтухой
Г кровотечением",А упорным асцитом ,"Правильный ответ: А. Констриктивный перикардит — хроническое поражение околосердечной сумки, характеризующееся её утолщением и недостаточным количеством экссудата. В результате возникает ограничение диастолы желудочков сердца, которое приводит к повышению давления в венах, капиллярах и артериолах. Данные изменения обуславливают развитие выраженного венозного застоя, проявляющегося упорным асцитом (скоплением свободной жидкости в брюшной полости).",1.0
48,"ПРИЗНАКОМ СТЕНОЗА УСТЬЯ АОРТЫ, ВЫЯВЛЯЕМЫМ ПРИ КАТЕТЕРИЗАЦИИ ЛЕВЫХ ОТДЕЛОВ СЕРДЦА, ЯВЛЯЕТСЯ
А увеличение градиента систолического давления между левым желудочком и путем оттока из левого желудочка
Б отсутствие градиента систолического давления между левым желудочком и аортой
В значительное увеличение давления в легочной артерии
Г значительное увеличение давления в левом предсердии",А увеличение градиента систолического давления между левым желудочком и путем оттока из левого желудочка,"Правильный ответ: А. При стенозе устья аорты происходит увеличение градиента систолического давления между левым желудочком и путем оттока из левого желудочка. Это связано с тем, что сужение аортального клапана затрудняет выход крови из левого желудочка, что приводит к увеличению давления в нем. Катетеризация левых отделов сердца позволяет измерить эти показатели и выявить наличие стеноза устья аорты.
",1.0
49,"ХАРАКТЕРНЫМ ДЛЯ ВЫРАЖЕННОЙ АОРТАЛЬНОЙ НЕДОСТАТОЧНОСТИ ЯВЛЯЕТСЯ СИСТОЛО-ДИАСТОЛИЧЕСКИМ ШУМ _________ НАД БЕДРЕННОЙ АРТЕРИЕЙ
А Кумбса
Б Флинта        
В Грэхема-Стилла
Г Дюрозье",Г Дюрозье ,"Правильный ответ: А. Систоло-диастолический шум Кумбса характерен для выраженной аортальной недостаточности. Шум Кумбса лучше всего выслушивается над бедренной артерией, в то время как шум Флинта выслушивается над сонной артерией. Шум Грэхема-Стилла и шум Дюрозье относятся к другим клиническим ситуациям.
",-1.0
50,"ПУЛЬСАЦИЯ ЗРАЧКОВ ХАРАКТЕРНА ДЛЯ
А митрального стеноза
Б недостаточности трехстворчатого клапана
В стеноза устья аорты
Г аортальной недостаточности",Г аортальной недостаточности ,"Правильный ответ: А. Пульсация зрачков характерна для митрального стеноза.

При митральном стенозе повышается давление в левом предсердии, что приводит к гипертензии в системе внутренней сонной артерии. Это вызывает пульсацию зрачков. При недостаточности трехстворчатого клапана, стенозе устья аорты и аортальной недостаточности такой симптом не характерен.",-1.0
51,"НАРУШЕНИЕ ДИАСТОЛИЧЕСКОЙ ФУНКЦИИ ЛЕВОГО ЖЕЛУДОЧКА ПО I ТИПУ ДИАГНОСТИРУЕТСЯ В СЛУЧАЕ
А соотношения пиков Е/А менее 1
Б значительного увеличения размера левого предсердия
В соотношения пиков Е/А более 1,5
Г увеличения размера левого желудочка",А соотношения пиков Е/А менее 1,"Правильный ответ: А. Нарушение диастолической функции левого желудочка по I типу диагностируется в случае соотношения пиков Е/А менее 1. Это связано с тем, что при этом нарушении снижается способность сердца к расслаблению (диастолическая функция), что приводит к уменьшению соотношения пиков Е и А в допплерографии.
",1.0
52,"ТИПИЧНОЕ ТРЕПЕТАНИЕ ПРЕДСЕРДИЙ РАЗВИВАЕТСЯ ПО МЕХАНИЗМУ
А повышенному автоматизм
Б макро-реентри
В триггерному
Г микро-реентри",Б макро-реентри,"Типичное трепетание предсердий развивается по механизму макро-реентри. Этот механизм подразумевает наличие кольцевого возбуждения, которое охватывает значительную часть миокарда предсердий. В данном случае, импульс циркулирует вокруг области, которая была повреждена в результате инфаркта или другой патологии сердца. Это приводит к тому, что большое количество волокон миокарда сокращается одновременно, создавая характерный ""трепещущий"" ритм.",0.0
53,"ПРИ ОРТОДРОМНОЙ ТАХИКАРДИИ У ПАЦИЕНТА С СИНДРОМОМ WPW ЭЛЕКТРИЧЕСКИЙ ИМПУЛЬС
А исходит из источника в миокарде желудочков и проводится через дополнительный путь на предсердия
Б исходит из АВ узла и проводится через дополнительный путь на желудочки
В проводится по АВ узлу антеградно, по дополнительному пути – ретроградно
Г проводится по АВ узлу ретроградно, по дополнительному пути – антеградно","В проводится по АВ узлу антеградно, по дополнительному пути – ретроградно ","Правильный ответ: Г.

При ортодромной тахикардии у пациента с синдромом WPW электрический импульс проводится по АВ-узлу ретроградно, а по дополнительному пути — антеградно.",-1.0
54,"СИНДРОМ WPW ОБУСЛОВЛЕН НАЛИЧИЕМ В МИОКАРДЕ	
А рубцовых изменений
Б пучка Кента
В пучка Джеймса
Г эктопического водителя ритма",Б пучка Кента ,"Правильный ответ: Б. Синдром Вольфа-Паркинсона-Уайта (WPW) обусловлен наличием аномального пучка Кента в миокарде. Этот пучок представляет собой дополнительный путь проведения электрических импульсов в сердце, который может приводить к преждевременному возбуждению желудочков сердца и развитию тахиаритмий.",1.0
55,"УДЛИНЕНИЕ ИНТЕРВАЛА QT НАБЛЮДАЕТСЯ ПРИ ЗАДЕРЖКЕ РЕПОЛЯРИЗАЦИИ ЖЕЛУДОЧКОВ И ПРЕДРАСПОЛАГАЕТ К НАРУШЕНИЯМ РИТМА ПО МЕХАНИЗМУ ОБРАТНОГО ХОДА, ОСОБЕННО К
А желудочковой тахикардии типа «пирует»
Б атриовентрикулярной блокаде 2 степени
В наджелудочковой тахикардии
Г фибрилляции предсердий", А желудочковой тахикардии типа «пирует» ,"Правильный ответ: А. Удлинение интервала QT наблюдается при задержке реполяризации желудочков и предрасполагает к нарушениям ритма по механизму обратного хода, особенно к желудочковой тахикардии типа «пирует».
",1.0
56,"НЕСТАБИЛЬНАЯ СТЕНОКАРДИЯ ПРОГНОСТИЧЕСКИ НЕБЛАГОПРИЯТНА В ПЛАНЕ РАЗВИТИЯ
А венозной недостаточности
Б легочной гипертензии
В тромбоэмболии мозговых сосудов
Г инфаркта миокарда",Г инфаркта миокарда,"Правильный ответ: Г — инфаркт миокарда.

Нестабильная стенокардия — это состояние, при котором на фоне существующего атеросклероза коронарных артерий происходит разрыв бляшки с последующим образованием тромба и спазмом сосудов, что приводит к нарушению кровоснабжения сердечной мышцы и провоцирует развитие инфаркта миокарда.
",1.0
57,"НАИБОЛЕЕ ЧАСТОЙ ПРИЧИНОЙ СМЕРТИ НА ДОГОСПИТАЛЬНОМ ЭТАПЕ В ПЕРВЫЕ ЧАСЫ РАЗВИТИЯ ОСТРОГО ИНФАРКТА МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST ЯВЛЯЕТСЯ
А АВ-блокада 2-3 степени
Б фибрилляция предсердий
В фибрилляция желудочков
Г электромеханическая диссоциация",В фибрилляция желудочков ,"Наиболее частой причиной смерти на догоспитальном этапе в первые часы развития острого инфаркта миокарда с подъемом сегмента ST является фибрилляция желудочков. Это связано с тем, что при таком состоянии происходит хаотичное и нерегулярное сокращение желудочков сердца, что приводит к нарушению кровообращения и остановке сердца. Фибрилляция желудочков требует немедленного проведения дефибрилляции для восстановления нормального ритма сердца.",0.0
58,"ПРИ НЕДОСТУПНОСТИ АНГИОГРАФИЧЕСКОЙ УСТАНОВКИ РЕПЕРФУЗИОННАЯ ТЕРАПИЯ У БОЛЬНЫХ STEMI ЦЕЛЕСООБРАЗНА В ПЕРВЫЕ (В ЧАСАХ)
А 6    
Б 48
В 12
Г 24",В 12,"Правильный ответ: Г 24.
Реперфузионная терапия у больных с острым инфарктом миокарда с подъёмом сегмента ST (STEMI) должна быть проведена как можно раньше. Если ангиографическая установка недоступна, то целесообразно провести реперфузию в течение 24 часов после появления симптомов. Это позволяет максимально сохранить жизнеспособный миокард и уменьшить размеры инфаркта.",-1.0
59,"ПРИ ХРОНИЧЕСКОМ ИНФЕКЦИОННОМ МИОКАРДИТЕ ПРЕИМУЩЕСТВЕННО ВОЗРАСТАЕТ УРОВЕНЬ ИММУНОГЛОБУЛИНОВ КЛАССА
А IgA 	
Б IgG
В IgM	
Г IgE",Б IgG ,"Правильный ответ: Б IgG.

При хроническом инфекционном миокардите преимущественно возрастает уровень иммуноглобулинов класса IgG. Это связано с тем, что IgG является основным классом антител, участвующих в длительной иммунной памяти и обеспечивающих защиту от повторного инфицирования. При хронических инфекциях обычно происходит постепенное увеличение уровня IgG, поскольку организм пытается справиться с инфекцией и предотвратить ее рецидивы.",1.0
60,"ПРИ ОСТРЫХ МИОКАРДИТАХ ЛЁГКОГО ТЕЧЕНИЯ ЧАЩЕ ВСЕГО НАБЛЮДАЕТСЯ
А наличие перебоев в работе сердца
Б наличие отёков нижних конечностей
В одышка при небольших физических нагрузках
Г чувство нехватки воздуха в покое",А наличие перебоев в работе сердца,"Правильный ответ: В. При острых миокардитах лёгкого течения чаще всего наблюдается одышка при небольших физических нагрузках. Это связано с тем, что при воспалении сердечной мышцы (миокарда) её сократительная способность снижается, что приводит к недостаточному выбросу крови из желудочков сердца. В результате ткани организма получают меньше кислорода, что проявляется одышкой, особенно при физической нагрузке. Перебои в работе сердца, отёки нижних конечностей и чувство нехватки воздуха в покое характерны для более тяжёлых форм миокардита.",-1.0
61,"К ХАРАКТЕРНЫМ ДЛЯ МИОКАРДИТА ЭКГ- ПРИЗНАКАМ ОТНОСЯТ
А низковольтажную ЭКГ, ширину комплекса PQ = 0, 22 cек, QRS= 0,12 сек
Б дискордантное смещение сегмента ST выше изолинии
В смещение сегмента ST ниже изолинии, отрицательный зубец Т
Г конкордантное смещение сегмента ST выше изолинии","В смещение сегмента ST ниже изолинии, отрицательный зубец Т ","Правильный ответ: Б. Дискордантное смещение сегмента ST выше изолинии характерно для миокардита.
",-1.0
62,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ НЕИНВАЗИВНЫМ МЕТОДОМ ДИАГНОСТИКИ МИОКАРДИТА ЯВЛЯЕТСЯ
А оценка маркеров повреждения миокарда
Б МРТ с контрастным усилением
В коронарография
Г оценка уровня аутоантител к кардиомиоцитам",Б МРТ с контрастным усилением ,"Наиболее информативным неинвазивным методом диагностики миокардита является Б — магнитно-резонансная томография (МРТ) сердца с контрастированием. Метод обладает высокой чувствительностью и специфичностью, позволяет оценить локализацию и распространённость поражения миокарда, дифференцировать очаговый и диффузный миокардит. Также МРТ сердца с контрастированием позволяет исключить другие заболевания миокарда, такие как опухоли, пороки развития, а также поражения клапанного аппарата.",1.0
63,"В ОСНОВЕ ПАТОГЕНЕЗА ИСТИННОГО КАРДИОГЕННОГО ШОКА ПРИ ИНФАРКТЕ МИОКАРДА ЛЕЖИТ
А снижение насосной функции сердца
Б стрессовая реакция на болевые раздражители
В гиповолемия
Г артериальная гипотония",А снижение насосной функции сердца,"Правильный ответ: А. В основе патогенеза истинного кардиогенного шока при инфаркте миокарда лежит снижение насосной функции сердца. Это происходит из-за нарушения сократительной способности сердечной мышцы в результате гибели ее участка (некроза миокарда). Сердце не может эффективно перекачивать кровь, что приводит к уменьшению сердечного выброса и снижению давления в артериях.
",1.0
64,"УВЕЛИЧЕНИЕ КОЛИЧЕСТВА МЕЖКЛЕТОЧНОЙ (ИНТЕРСТИЦИАЛЬНОЙ) ЖИДКОСТИ ЗА СЧЁТ ИЗБЫТОЧНОЙ ФИЛЬТРАЦИИ ПЛАЗМЫ ПРИ НОРМАЛЬНОМ ДАВЛЕНИИ ХАРАКТЕРНО ДЛЯ
А тромбомболии лёгочной артерии
Б отёка лёгкого
В гипертонического криза
Г острого коронарного синдрома",Б отёка лёгкого ,"Правильный ответ: Б. Отёк лёгких характеризуется увеличением количества межклеточной жидкости за счёт избыточной фильтрации плазмы при нормальном давлении.
",1.0
65,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А инфузия ингибиторов АПФ
Б инфузия нитратов и внутривенное введение фуросемида
В инфузия добутамина
Г параллельная инфузия допамина и нитроглицерина",Б инфузия нитратов и внутривенное введение фуросемида,"В данном случае показана параллельная инфузия допамина и нитроглицерина.

Инфаркт миокарда часто сопровождается снижением сократительной способности сердца, что может привести к развитию острой сердечной недостаточности, включая отек легких. Допамин является препаратом выбора для лечения острого отека легких, так как он обладает положительным инотропным эффектом (увеличивает силу сокращений сердца) и сосудорасширяющим действием на артериальные сосуды.

Нитроглицерин также расширяет артериальные сосуды, но его использование при остром инфаркте миокарда ограничено из-за риска развития гипотензии. Однако в данном случае, когда у больного нормальное или повышенное артериальное давление, добавление нитроглицерина к терапии может помочь улучшить кровоснабжение ишемизированного миокарда.

Таким образом, комбинация допамина и нитроглицерина позволяет достичь оптимального баланса между улучшением сократительной способности сердца и расширением артериальных сосудов, что способствует уменьшению отека легких.
",-1.0
66,"НЕТИПИЧНЫМ ДЛЯ КЛАССИЧЕСКОЙ СТАБИЛЬНОЙ СТЕНОКАРДИИ НАПРЯЖЕНИЯ ЯВЛЯЕТСЯ
А купирование приступа в покое или после приема Нитроглицерина
Б возникновение приступа при физической и/или эмоциональной нагрузке
В продолжительность приступа более 30 минут
Г дискомфорт (боль) за грудиной с иррадиацией в плечо, руку, шею",В продолжительность приступа более 30 минут ,"Правильный ответ: В. Продолжительность приступа стенокардии напряжения более 30 минут является нетипичным симптомом для этого заболевания. Стенокардия напряжения характеризуется кратковременными приступами боли за грудиной, возникающими при физической или эмоциональной нагрузке и проходящими в покое или после приема нитроглицерина. Если продолжительность приступа превышает 30 минут, это может свидетельствовать о развитии инфаркта миокарда.",1.0
67,"У ПАЦИЕНТА С АНГИНОЗНЫМИ БОЛЯМИ, ВОЗНИКАЮЩИМИ ПРИ ХОДЬБЕ НА 400 М В ОБЫЧНОМ ТЕМПЕ, ОПРЕДЕЛЯЕТСЯ _____ ФУНКЦИОНАЛЬНЫЙ КЛАСС СТЕНОКАРДИИ
А I
Б III
В II
Г IV",В II ,"Правильный ответ: Б III.

При стенокардии функциональные классы определяются на основании расстояния, которое пациент может пройти без появления ангинозных болей. Согласно классификации, при возникновении болей на расстоянии 400 метров соответствует III функциональному классу стенокардии.
",-1.0
68,"К ПРИЗНАКАМ НЕСТАБИЛЬНОЙ СТЕНОКАРДИИ ОТНОСЯТ
А появление патологического з. Q на ЭКГ
Б снижение АД без гипотензивной терапии
В нарушения ритма и проводимости
Г изменение длительности и интенсивности болевых приступов",Г изменение длительности и интенсивности болевых приступов ,"Правильный ответ: Г. Изменение длительности и интенсивности болевых приступов может свидетельствовать о нестабильной стенокардии.
",1.0
69,"В РЕЗУЛЬТАТЕ РЕАБИЛИТАЦИОННЫХ МЕРОПРИЯТИЙ ПОСЛЕ ПЕРЕНЕСЕННОГО ИНФАРКТА МИОКАРДА ТРУДОСПОСОБНЫМИ СТАНОВЯТСЯ ______ БОЛЬНЫХ (В ПРОЦЕНТАХ)
А 70-80
Б 10-20
В 20-30
Г 40-50",А 70-80 ,"Согласно современным данным, около 70-80% пациентов после перенесенного инфаркта миокарда возвращаются к трудовой деятельности. Это связано с улучшением качества медицинской помощи, ранней реабилитацией и применением новых эффективных методов лечения. Поэтому правильный ответ - вариант А.
",1.0
70,"К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ
А дозированную тренировочную ходьбу
Б трудотерапию
В силовые упражнения
Г подвижные игры",А дозированную тренировочную ходьбу ,"Правильный ответ: А. Дозированная тренировочная ходьба.

Данный вид физической нагрузки является основным при санаторном этапе реабилитации больных, перенесших инфаркт миокарда. Это связано с тем, что ходьба помогает укрепить сердечно-сосудистую систему, улучшить кровообращение и повысить выносливость организма. Кроме того, она безопасна для пациентов и может быть легко адаптирована под их индивидуальные потребности и возможности.

Ответы Б (трудотерапия), В (силовые упражнения) и Г (подвижные игры) также могут использоваться в процессе реабилитации, но они не являются основными видами физической нагрузки на санаторном этапе. Трудотерапия направлена на восстановление утраченных навыков самообслуживания, силовые упражнения могут быть слишком интенсивными для данной категории пациентов, а подвижные игры не всегда соответствуют уровню физической активности, который необходим для эффективной реабилитации после инфаркта миокарда.",1.0
71,"КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ
А отсутствие патологической симптоматики в покое
Б остановка сердца в анамнезе
В выраженное нарушение насосной функции миокарда (фракция выброса менее 30%)
Г неосложненный инфаркт миокарда",Г неосложненный инфаркт миокарда ,Правильный ответ: Г. Неосложнённый инфаркт миокарда соответствует критериям кардиологического больного с промежуточным риском осложнений.,1.0
72,"К АРТЕРИАЛЬНОЙ СИСТОЛИЧЕСКОЙ ГИПЕРТЕНЗИИ У ЛИЦ СТАРШЕГО ВОЗРАСТА ЧАЩЕ ПРИВОДИТ
А атеросклероз аорты
Б нейроциркуляторная дистония
В хронический пиелонефрит
Г хроническая ишемия мозга",А атеросклероз аорты ,"Правильный ответ: А. Артериальная систолическая гипертензия (АСГ) у лиц старшего возраста чаще всего связана с атеросклерозом аорты. Это заболевание характеризуется сужением просвета сосудов из-за образования холестериновых бляшек на их стенках. В результате этого процесса повышается давление крови на стенки артерий при каждом сокращении сердца, что приводит к увеличению систолического (верхнего) давления.

Нейроциркуляторная дистония (Б), хронический пиелонефрит (В) и хроническая ишемия мозга (Г) также могут быть связаны с повышенным давлением, но они реже являются причиной развития АСГ у людей старшего возраста.
",1.0
73,"С ТОЧКИ ЗРЕНИЯ ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ НАИБОЛЬШЕЕ ВЛИЯНИЕ НА ПОВЫШЕНИЕ УРОВНЯ ЛИПОПРОТЕИДОВ ВЫСОКОЙ ПЛОТНОСТИ В КРОВИ ОКАЗЫВАЕТ
А умеренное потребление алкоголя
Б снижение потребления моно- и дисахаридов
В прекращение курения табака
Г повышение уровня физической активности",Г повышение уровня физической активности ,"Правильный ответ: Г.
Повышение уровня липопротеидов высокой плотности (ЛПВП) в крови связано с уменьшением риска развития сердечно-сосудистых заболеваний. Этот эффект достигается благодаря улучшению способности организма удалять избыток холестерина из сосудистой стенки. Физическая активность является одним из наиболее эффективных способов повышения уровня ЛПВП. Регулярные упражнения помогают улучшить метаболизм липидов и снизить уровень триглицеридов в крови. Кроме того, физическая активность способствует снижению веса, что также положительно влияет на уровень холестерина.",1.0
74,"РАЗВИТИЕ ИБС В ДЕТСКОМ ВОЗРАСТЕ ВОЗМОЖНО ПРИ
А гомозиготной семейной гиперхолестеринемии
Б семейном дефиците липопротеидлипазы
В комбинированной семейной гиперлипидемии
Г семейной гипертриглицеридемии",А гомозиготной семейной гиперхолестеринемии,"Правильный ответ: А.
При гомозиготной семейной гиперхолестеринемии возможна манифестация заболевания в детском возрасте.
",1.0
75,"В ШКАЛЕ SCORE ДЛЯ ОПРЕДЕЛЕНИЯ РИСКА СЕРДЕЧНО-СОСУДИСТОЙ СМЕРТИ УЧИТЫВАЮТСЯ ПОЛ, ВОЗРАСТ, КУРЕНИЕ, УРОВЕНЬ СИСТОЛИЧЕСКОГО АД И
А диастолического АД
Б общий холестерин
В холестерин ЛПНП
Г глюкоза крови",Б общий холестерин ,"Правильный ответ: Г. В шкале SCORE для определения риска сердечно-сосудистой смерти учитываются пол, возраст, курение, уровень систолического АД и уровень глюкозы крови.
",-1.0
76,"ИНГИБИТОРЫ АПФ ПРОТИВОПОКАЗАНЫ ПРИ
А хронической сердечной недостаточности II Б стадии
Б двустороннем стенозе почечной артерии
В повышении АД выше 180/110 мм Hg
Г макрогематурии",Б двустороннем стенозе почечной артерии,"Правильный ответ: Б. При двустороннем стенозе почечной артерии ингибиторы АПФ противопоказаны.

Ингибиторы АПФ подавляют (ингибируют) активность ангиотензинпревращающего фермента (АПФ), который превращает ангиотензин I в ангиотензин II. Ангиотензин II обладает сосудосуживающим действием и стимулирует секрецию альдостерона надпочечниками. Ингибирование АПФ приводит к снижению уровня ангиотензина II в организме, что вызывает расширение кровеносных сосудов и снижение артериального давления.

Однако при двустороннем стенозе почечных артерий ингибиторы АПФ могут вызвать резкое повышение уровня креатинина и калия в крови, что может привести к острой почечной недостаточности. Это связано с тем, что при стенозе почечных артерий почки уже испытывают недостаток кровоснабжения, и дополнительное расширение сосудов под воздействием ингибиторов АПФ может усугубить эту ситуацию.",1.0
77,"ИНГИБИТОРЫ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА МОГУТ ВЫЗЫВАТЬ
А постренальное острое повреждение почек
Б гипокалиемию	
В гипонатриемию
Г преренальное острое повреждение почек",Г преренальное острое повреждение почек ,"Б гипокалиемию
Ингибиторы ангиотензинпревращающего фермента могут вызывать гипокалиемию (низкий уровень калия в крови), поскольку они блокируют превращение ангиотензина I в ангиотензин II, который обычно стимулирует высвобождение альдостерона. Альдостерон, в свою очередь, способствует сохранению натрия в организме и, как следствие, выделению калия. Таким образом, подавление активности ангиотензинпревращающего фермента может привести к снижению уровня калия в крови.",-1.0
78,"ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ С НАРУШЕНИЕМ ФУНКЦИИ ПОЧЕК ОБЫЧНО ПОКАЗАНО НАЗНАЧЕНИЕ
А петлевых диуретиков
Б бета-адреноблокаторов
В препаратов центрального действия
Г тиазидовых и тиазидоподобных диуретиков",А петлевых диуретиков,"Петлевые диуретики являются препаратами выбора при лечении артериальной гипертонии у больных с нарушением функции почек. Это связано с тем, что они обладают высокой эффективностью даже при сниженной функции почек, в отличие от тиазидовых и тиазидоподобных диуретиков, которые могут усиливать потерю калия и ухудшать функцию почек. Бета-адреноблокаторы и препараты центрального действия также могут использоваться, но их эффективность может быть ограничена при наличии нарушений функции почек.",0.0
79,"ХАРАКТЕРНЫМ ПОБОЧНЫМ ЭФФЕКТОМ ИНГИБИТОРОВ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА ЯВЛЯЕТСЯ
А запор
Б головная боль
В кашель
Г мышечная слабость",В кашель,"В данном вопросе требуется выбрать побочный эффект ингибиторов ангиотензинпревращающего фермента (АПФ) и обосновать свой выбор.

Ингибиторы АПФ - это группа лекарственных препаратов, которые используются для лечения высокого кровяного давления, сердечной недостаточности и других заболеваний. Они работают путем блокирования превращения ангиотензина I в ангиотензин II, который является мощным сосудосуживающим веществом.

Побочные эффекты ингибиторов АПФ включают в себя:

А. Запор - это неправильный ответ, так как запор не является характерным побочным эффектом ингибиторов АПФ.

Б. Головная боль - также не является характерным побочным эффектом ингибиторов АПФ. Хотя некоторые пациенты могут испытывать головную боль при приеме этих препаратов, она не считается специфической для этой группы лекарств.

В. Кашель - это правильный ответ. Кашель является одним из наиболее распространенных побочных эффектов ингибиторов АПФ. Этот эффект обычно сухой, непродуктивный и может возникать независимо от наличия других симптомов респираторной инфекции. Считается, что он вызван накоплением брадикинина, который стимулирует кашлевой рефлекс.

Г. Мышечная слабость - это неправильный ответ, так как мышечная слабость не является характерным побочным эффектом ингибиторов АПФ.

Таким образом, правильным ответом будет вариант В - кашель.",1.0
