Вопрос,Ответ,GigaChat,Результат
38,"У ПАЦИЕНТА С ПАРОКСИЗМОМ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ НУЖНО ОПРЕДЕЛИТЬ УРОВЕНЬ:
А хлора
Б натрия
В калия
Г магния
",В калия,"В калия.

Пароксизм фибрилляции предсердий может сопровождаться развитием аритмического коллапса/шока, что требует немедленного начала терапии. Коррекция гипокалиемии предупреждает развитие желудочковых нарушений ритма сердца.
",1
39,"КОЛИЧЕСТВО БАЛЛОВ ПО ШКАЛЕ СНА2DS2-VASC У МУЖЧИНЫ 74 ЛЕТ С ПЕРЕНЕСЕННЫМ ИНСУЛЬТОМ И ИНФАРКТОМ В АНАМНЕЗЕ, ГИПЕРТОНИЧЕСКОЙ БОЛЕЗНЬЮ, ЗАСТОЙНОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ РАВНО:
А 7
Б 4
В 5
Г 6
","
Г 6","Правильный ответ: Г 6.

Шкала СНА2DS2-VASC используется для оценки риска развития сердечной недостаточности у пациентов с фибрилляцией предсердий. Каждый фактор риска оценивается определенным количеством баллов. В данном случае у пациента имеются следующие факторы риска: перенесенный инсульт (2 балла), инфаркт миокарда в анамнезе (1 балл), гипертоническая болезнь (1 балл) и застойная сердечная недостаточность (2 балла). Сумма этих баллов составляет 6, что соответствует варианту Г.",1
40,"К ПРИЗНАКАМ АТРИОВЕНТРИКУЛЯРНОЙ БЛОКАДЫ 1 СТЕПЕНИ ОТНОСЯТ:
А постепенное нарастание интервала PQ с выпадением одного из комплексов QRS
Б нерегулярный интервал PQ, регулярный ритм в желудочках
В выпадение одного из комплексов QRS без предшествующего постепенного нарастания интервалов PQ
Г удлинение интервала PQ более 0,2 с
","Г удлинение интервала PQ более 0,2 с","Правильный ответ: Г. Признаком атриовентрикулярной блокады 1 степени является удлинение интервала PQ более 0,2 с. Это отражает замедление проведения импульса от предсердий к желудочкам. В данном случае нет выпадения комплексов QRS, ритм остаётся регулярным.
",1
41,"ПРИЧИНОЙ РАЗВИТИЯ БРАДИКАРДИИ ЯВЛЯЕТСЯ:
А прием дигидропиридиновых антагонистов кальция	
Б хроническая ишемия миокарда
В гипертиреоз
Г прием ингибиторов АПФ
",Б хроническая ишемия миокарда,"В данном вопросе речь идет о различных препаратах и состояниях, которые могут вызывать брадикардию. Брадикардия – это состояние, при котором частота сердечных сокращений становится ниже нормального уровня.

А. Дигидропиридиновые антагонисты кальция – это группа препаратов, которые используются для лечения артериальной гипертензии и стенокардии. Они могут вызывать рефлекторную тахикардию (увеличение частоты сердечных сокращений), но не брадикардию. Поэтому этот вариант ответа неверен.

Б. Хроническая ишемия миокарда может привести к нарушению функции синусового узла, который отвечает за генерацию электрических импульсов, вызывающих сердцебиение. Это может привести к брадикардии. Этот вариант ответа возможен.

В. Гипертиреоз – это состояние, при котором происходит избыточная продукция гормонов щитовидной железы. Эти гормоны могут ускорять сердцебиение, поэтому гипертиреоз обычно ассоциируется с тахикардией, а не брадикардией. Этот вариант ответа неверен.

Г. Ингибиторы АПФ – это группа препаратов, которые используются для лечения артериальной гипертензии и сердечной недостаточности. Они могут вызывать рефлекторную тахикардию, но не брадикардию. Этот вариант ответа неверен.

Таким образом, наиболее вероятной причиной развития брадикардии является хроническая ишемия миокарда (вариант Б).",1
42,"УВЕЛИЧИВАЮТ ВЫЖИВАЕМОСТЬ ПАЦИЕНТОВ С ОКС БЕЗ ПОДЪЕМА С. ST ПРИ КОНСЕРВАТИВНОЙ ТАКТИКЕ ВЕДЕНИЯ:
А бета-блокаторы
Б фибринолитики
В ингибиторы гликопротеина IIb/IIIa
Г непрямые антикоагулянты
",А бета-блокаторы,"Правильный ответ: А. Бета-блокаторы.

ОКС — аббревиатура от «острый коронарный синдром». Подъём сегмента ST — один из признаков ОКС. Если подъём отсутствует (состояние называется «без подъёма сегмента ST»), то пациенту показана консервативная тактика ведения. При таком состоянии выживаемость пациентов увеличивают бета-блокаторы.
",1
43,"К ПРЕПАРАТАМ, НАИБОЛЕЕ ЭФФЕКТИВНЫМ ДЛЯ ПРИМЕНЕНИЯ ПРИ ОСТАНОВКЕ КРОВООБРАЩЕНИЯ, ОТНОСЯТ:
А сердечные гликозиды
Б эпинефрин
В преднизолон
Г антагонисты кальция
",Б эпинефрин,"Б эпинефрин

Эпинефрин (адреналин) является препаратом выбора при остановке кровообращения, так как он стимулирует альфа- и бета-адренорецепторы, что приводит к увеличению силы и частоты сердечных сокращений, повышению артериального давления и расширению бронхов. Это способствует улучшению циркуляции крови и доставке кислорода к органам и тканям.",1
44,"ПРИ ВАЗОСПАСТИЧЕСКОЙ СТЕНОКАРДИИ ПРЕПАРАТАМИ ВЫБОРА ЯВЛЯЮТСЯ:
А блокаторы кальциевых каналов
Б ранолазин
В бета-адреноблокаторы
Г нитраты
",А блокаторы кальциевых каналов,"Правильный ответ: А. Блокаторы кальциевых каналов.

Вазоспастическая стенокардия (стенокардия Принцметала) характеризуется спазмом коронарных артерий, который приводит к временному уменьшению доставки кислорода к миокарду. Блокаторы кальциевых каналов, такие как верапамил и дилтиазем, могут эффективно предотвращать спазмы сосудов, так как они блокируют поступление кальция внутрь клетки гладкомышечных клеток сосудистой стенки, тем самым снижая их сократительную способность. Это помогает улучшить кровообращение в коронарных артериях и снизить частоту и тяжесть приступов стенокардии.

Бета-адреноблокаторы и нитраты, хотя и используются для лечения других форм стенокардии, не являются препаратами выбора при вазоспастической стенокардии. Бета-адреноблокаторы могут ухудшить состояние пациента, так как они могут усиливать вазоспазм. Нитраты также обычно менее эффективны при этой форме стенокардии. Ранолазин, хотя и используется для лечения стабильной стенокардии, не является препаратом выбора при вазоспастической стенокардии.",1
45,"САМЫМ ЧАСТЫМ ВИДОМ ОСТАНОВКИ СЕРДЕЧНОЙ ДЕЯТЕЛЬНОСТИ ЯВЛЯЕТСЯ:
А электромеханическая диссоциация
Б фибрилляция желудочков
В асистолия
Г желудочковая тахикардия
",Б фибрилляция желудочков,"Самым частым видом остановки сердечной деятельности является фибрилляция желудочков. Это состояние, при котором сокращения отдельных мышечных волокон сердца становятся хаотичными, что приводит к прекращению эффективной работы сердца и остановке кровообращения. Фибрилляция желудочков может возникнуть у людей с сердечно-сосудистыми заболеваниями, после инфаркта миокарда или в результате других причин. Этот ответ основан на медицинских исследованиях и клинической практике.",0
46,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА:
А инфузия нитратов и внутривенное введение фуросемида
Б инфузия ингибиторов АПФ
В параллельная инфузия допамина и нитроглицерина
Г инфузия добутамина
",А инфузия нитратов и внутривенное введение фуросемида,"В.
При развитии отека легких у больного с острым инфарктом миокарда на фоне нормального или повышенного артериального давления показана параллельная инфузия допамина и нитроглицерина.

Обоснование: Допамин является симпатомиметиком, который оказывает сосудосуживающее действие на артериальные сосуды и сосудорасширяющее действие на вены. Это позволяет увеличить сердечный выброс и снизить давление в малом круге кровообращения, что помогает уменьшить отек легких. Нитроглицерин же расширяет вены, снижая венозный возврат к сердцу и тем самым уменьшая нагрузку на сердце. Сочетание этих двух препаратов позволяет эффективно контролировать артериальное давление и предотвращать дальнейшее развитие отека легких.",-1
47,"ОСНОВНОЙ ЛЕЧЕБНЫЙ ЭФФЕКТ НИТРОГЛИЦЕРИНА У БОЛЬНЫХ С ЛЕВОЖЕЛУДОЧКОВОЙ НЕДОСТАТОЧНОСТЬЮ КРОВООБРАЩЕНИЯ СВЯЗАН С:
А увеличением коронарного кровотока вследствие увеличения частоты сердечных сокращений
Б замедлением частоты сердечных сокращений и снижением потребности миокарда в кислороде
В усилением инотропной функции сердца и увеличением потребления миокардом кислорода
Г расширением периферической венозной системы
",Г расширением периферической венозной системы,"Правильный ответ: Г.
Нитроглицерин оказывает основной лечебный эффект при левожелудочковой недостаточности кровообращения путем расширения периферической венозной системы. Это приводит к уменьшению венозного возврата к сердцу и, следовательно, к снижению давления в системе легочной артерии. В результате уменьшается выраженность одышки и других симптомов сердечной недостаточности.
",1
48,"ПРИ ЛЕЧЕНИИ ОТЕКА ЛЕГКИХ НА ФОНЕ ГИПОТОНИИ (СИСТОЛИЧЕСКОЕ АД < 90 ММ РТ. СТ.) НАИБОЛЕЕ ЦЕЛЕСООБРАЗНО ИСПОЛЬЗОВАТЬ:
А эуфиллин
Б нитроглицерин
В наружную контрапульсацию
Г допамин или добутамин
",Г допамин или добутамин,"Наиболее целесообразным в данной ситуации будет использование допамина или добутамина.

Эуфиллин может использоваться для лечения отека легких, но он не эффективен при гипотонии, так как может усугубить ее.

Нитроглицерин также не рекомендуется использовать при гипотонии, так как он может еще больше снизить артериальное давление.

Наружная контрапульсация может быть использована для улучшения кровообращения, но она не является специфическим средством для лечения отека легких на фоне гипотонии.

Допамин или добутамин являются наиболее подходящими средствами в данном случае, так как они могут повысить артериальное давление и улучшить кровообращение, что способствует уменьшению отека легких.",0
49,"БОЛЬНЫЕ, ПОСЛЕ ТРАНСПЛАНТАЦИИ СОЛИДНЫХ ОРГАНОВ, ПОЛУЧАЮТ ИММУНОСУПРЕССИВНОЕ ЛЕЧЕНИЕ:
А первый месяц
Б первую неделю
В пожизненно
Г первый год
",В пожизненно,"Правильный ответ: В. Пациенты, перенесшие трансплантацию солидных органов, получают иммуносупрессивную терапию пожизненно. Это необходимо для предотвращения отторжения трансплантата иммунной системой организма. Иммуносупрессия подавляет активность иммунной системы, снижая риск развития острого и хронического отторжения органа. Однако она также повышает уязвимость пациента к инфекциям и различным видам онкологических заболеваний. Поэтому доза иммуносупрессивной терапии подбирается индивидуально для каждого пациента и корректируется в зависимости от состояния здоровья и реакции организма на лечение.",1
50,"ПРИ СНИЖЕННОЙ ФРАКЦИИ ВЫБРОСА ЛЕВОГО ЖЕЛУДОЧКА ПРОТИВОПОКАЗАНЫ:
А бета-адреноблокаторы
Б верапамил, дилтиазем
В ингибиторы ангиотензин-превращающего фермента
Г блокаторы кальциевых каналов дигидропиридинового ряда
","Б верапамил, дилтиазем","Правильный ответ: Б. Верапамил и дилтиазем относятся к группе препаратов, блокирующих кальциевые каналы. Эти препараты могут снижать сократительную способность миокарда, что противопоказано при сниженной фракции выброса левого желудочка.
",1
51,"СИЛОВЫЕ УПРАЖНЕНИЯ НЕОБХОДИМО ПОДКЛЮЧАТЬ У БОЛЬНЫХ ИНФАРКТОМ МИОКАРДА НЕ РАНЕЕ ЧЕМ ЧЕРЕЗ _____НЕДЕЛИ/НЕДЕЛЬ ПОСЛЕ НАЧАЛА ЗАБОЛЕВАНИЯ:
А 6-7
Б 4-5
В 2-3
Г 8-9
","
В 2-3","Правильный ответ: Г 8-9 недель.

Силовые упражнения необходимо подключать у больных инфарктом миокарда не ранее чем через 8-9 недель после начала заболевания. Это связано с тем, что после перенесенного инфаркта миокарда пациенту требуется время для восстановления функций сердца и адаптации к новым условиям работы. В этот период врачи рекомендуют постепенное увеличение физической активности, начиная с легких упражнений и постепенно переходя к более сложным. Силовые упражнения являются одними из последних этапов реабилитации и должны выполняться под контролем специалиста.",-1
52,"ПРОДОЛЖИТЕЛЬНОСТЬ ПРОГРАММЫ ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ БОЛЬНЫХ С НЕОСЛОЖНЕННЫМ ИНФАРКТОМ МИОКАРДА В СТАЦИОНАРЕ (ПО ВОЗ) СОСТАВЛЯЕТ (В НЕДЕЛЯХ):
А 1
Б 2
В 0
Г 3


",Г 3,"Правильный ответ: Г 3.

Продолжительность программы физической реабилитации больных с неосложненным инфарктом миокарда в стационаре, согласно рекомендациям Всемирной организации здравоохранения (ВОЗ), составляет 3 недели. Это минимальный период, необходимый для начала процесса восстановления функций сердца после инфаркта. В течение этого времени пациенты проходят специальную программу физических упражнений под наблюдением врачей и физиотерапевтов, чтобы постепенно увеличивать нагрузку на сердце и улучшать его работоспособность.",1
53,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:
А выносливость
Б ловкость
В увеличение мышечной массы
Г гибкость
",А выносливость,"Правильный ответ: А. Выносливость.

Объяснение: при кардиологических заболеваниях у пациентов часто наблюдается снижение толерантности к физическим нагрузкам, поэтому упражнения на выносливость помогают улучшить работу сердечно-сосудистой системы и повысить общую выносливость организма.",1
54,"У БОЛЬНЫХ ИНФЕКЦИОННЫМ ЭНДОКАРДИТОМ НА ПЕРЕХОДНОЙ СКЛАДКЕ КОНЪЮКТИВЫ НАХОДЯТСЯ ПЯТНА:
А Рота
Б Ослера
В Джейнуэя
Г Лукина-Либмана
",Г Лукина-Либмана,"Правильный ответ: Г. Пятна Лукина-Либмана являются патогномоничным признаком инфекционного эндокардита. Это петехиальные кровоизлияния диаметром до 2 мм, локализующиеся на переходной складке конъюнктивы нижнего века (чаще — у медиального угла).
",1
55,"ПРИ НОЗОКОМИАЛЬНОМ ИНФЕКЦИОННОМ ЭНДОКАРДИТЕ СИМПТОМЫ РАЗВИВАЮТСЯ ПОСЛЕ ___ ЧАСОВ С МОМЕНТА ГОСПИТАЛИЗАЦИИ БОЛЬНОГО:
А 48
Б 72
В 24
Г 12
",А 48,"Нозокомический инфекционный эндокардит - это инфекция клапанов сердца, которая развивается у пациентов, находящихся в больнице. Обычно симптомы этого заболевания развиваются после 72 часов (или 3 суток) с момента госпитализации больного. Это связано с тем, что для развития инфекции требуется время, чтобы бактерии проникли в организм и начали размножаться. Таким образом, правильный ответ - Б, 72 часа.",-1
56,"ПОД ЭНДОКАРДИТОМ ЛИБМАНА – САКСА ПОНИМАЮТ:
А эндокардит при системной красной волчанке
Б ревматический эндокардит
В асептический тромбэндокардит
Г инфекционный вальвулит
",А эндокардит при системной красной волчанке,"Правильный ответ: Б. Под эндокардитом Либмана – Сакса понимают ревматический эндокардит. Это одно из проявлений ревматической лихорадки, которая чаще всего развивается после перенесенной стрептококковой инфекции. Характерным признаком является образование узелков Ашоффа — Талалаева на клапанах сердца.
",-1
57,"ТРАНЗИТОРНАЯ ИШЕМИЧЕСКАЯ АТАКА НА ФОНЕ ПРИЕМА НОВЫХ ОРАЛЬНЫХ АНТИКОАГУЛЯНТОВ ЯВЛЯЕТСЯ ПОВОДОМ ДЛЯ:
А их отмены на 3 дня
Б удвоения их дозы
В их отмены и назначения варфарина
Г приостановки их приема на 1 сутки
",Г приостановки их приема на 1 сутки,"Правильный ответ: В. Прием новых оральных антикоагулянтов при транзиторной ишемической атаке является поводом для их отмены и назначения варфарина.
",-1
58,"ЭФФЕКТИВНАЯ СУТОЧНАЯ ДОЗА ПРОПАФЕНОНА ДЛЯ ЛЕЧЕНИЯ ФИБРИЛЯЦИИ ПРЕДСЕРДИЙ СОСТАВЛЯЕТ (В МГ):
А 450-900
Б 100-200
В 160-320
Г 200-400
",А 450-900,"Правильный ответ: Г. Эффективная суточная доза пропафенона для лечения фибрилляции предсердий составляет 200-400 мг.

Пропафенон является антиаритмическим препаратом класса IC, который используется для лечения различных видов аритмий, включая фибрилляцию предсердий. Дозировка этого препарата может варьироваться в зависимости от конкретного состояния пациента и реакции организма на лечение. Однако общепринятая эффективная суточная доза пропафенона для лечения фибрилляции предсердий обычно составляет 200-400 мг.

Важно отметить, что перед началом приема пропафенона необходимо проконсультироваться с врачом, так как есть ряд противопоказаний и возможных побочных эффектов. Кроме того, дозировку и режим приема препарата должен определять врач, исходя из индивидуальных особенностей пациента и течения заболевания.",-1
59,"ПРИ РЕЦИДИВЕ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ НА ТЕРАПИИ АМИОДАРОНОМ РЕКОМЕНДУЕТСЯ ОТДАТЬ ПРЕДПОЧТЕНИЕ:
А терапии соталолом
Б интервенционным методам коррекции
В увеличению доз антикоагулянтных препаратов
Г комбинированной антиаритмической терапии
",Б интервенционным методам коррекции,"Правильный ответ: Г. Комбинированная антиаритмическая терапия предполагает использование нескольких классов антиаритмических препаратов для лечения фибрилляции предсердий. Это может включать препараты класса I (например, хинидин), класса III (например, амиодарон) и класса IV (например, дигоксин). Комбинированный подход позволяет достичь оптимального контроля ритма сердца и снизить риск рецидивов фибрилляции предсердий.
",-1
60,"ПРИЗНАНИЕ ЧЕЛОВЕКА ИНВАЛИДОМ ВОЗМОЖНО ТОЛЬКО ПРИ ПРОВЕДЕНИИ ЭКСПЕРТИЗЫ:
А судебно-медицинской	
Б трудоспособности
В военно-врачебной
Г медико-социальной
",Г медико-социальной,Правильный ответ — Г. Признание человека инвалидом возможно только при проведении медико-социальной экспертизы.,1
61,"ДЕФИЦИТ ЙОДА В РАЦИОНЕ ПИТАНИЯ ПРИВОДИТ К ПОВЫШЕНИЮ РИСКА РАЗВИТИЯ ЗАБОЛЕВАНИЙ:
А щитовидной железы
Б надпочечников
В дыхательной системы
Г поджелудочной железы
",А щитовидной железы,"Правильный ответ: А. Дефицит йода в рационе питания приводит к повышению риска развития заболеваний щитовидной железы. Это связано с тем, что йод является необходимым элементом для нормальной работы щитовидной железы, которая производит гормоны, содержащие йод. Если организм получает недостаточное количество йода, то это может привести к различным заболеваниям щитовидной железы, таким как гипотиреоз или зоб.",1
62,"ДИАГНОЗ И ВСЕ ПОСЛЕДУЮЩИЕ РАЗДЕЛЫ МЕДИЦИНСКОЙ КАРТЫ ПАЦИЕНТА, ПОЛУЧАЮЩЕГО МЕДИЦИНСКУЮ ПОМОЩЬ В АМБУЛАТОРНЫХ УСЛОВИЯХ (ФОРМА №025/У), ЗАПОЛНЯЮТСЯ:
А медицинской сестрой
Б лечащим врачом
В заведующим отделением
Г медицинским регистратором
",Б лечащим врачом,"Б лечащим врачом

Диагноз и все последующие разделы медицинской карты пациента, получающего медицинскую помощь в амбулаторных условиях (форма №025/У), заполняются лечащим врачом. Это связано с тем, что именно врач обладает необходимыми знаниями и компетенцией для постановки диагноза и определения плана лечения. Медицинская сестра, заведующий отделением и медицинский регистратор могут выполнять другие задачи, связанные с ведением медицинской документации, но ответственность за заполнение этих разделов лежит на лечащем враче.",1
63,"ПОКАЗАНИЕМ ДЛЯ ПРОТЕЗИРОВАНИЯ МИТРАЛЬНОГО КЛАПАНА У БОЛЬНЫХ МИТРАЛЬНЫМ СТЕНОЗОМ ЯВЛЯЕТСЯ ______ СТЕНОЗ:
А тяжёлый митральный; с выраженной лёгочной гипертензией
Б лёгкий митральный; с одышкой при физической нагрузке
В митральный; осложнённый правожелудочковой недостаточностью и тяжёлой трикуспидальной недостаточностью
Г умеренный митральный; без выраженных признаков правожелудочковой недостаточности
",В митральный; осложнённый правожелудочковой недостаточностью и тяжёлой трикуспидальной недостаточностью,"Правильный ответ: А. Показанием для протезирования митрального клапана у больных митральным стенозом является тяжёлый митральный стеноз с выраженной лёгочной гипертензией.

Обоснование: Тяжёлый митральный стеноз с выраженной лёгочной гипертензией приводит к значительному ухудшению состояния пациента и снижению качества жизни. Протезирование митрального клапана позволяет восстановить нормальную функцию сердца и улучшить гемодинамику.",-1
64,"ПОКАЗАНИЕМ К ОПЕРАТИВНОМУ ЛЕЧЕНИЮ АОРТАЛЬНОГО СТЕНОЗА ЯВЛЯЕТСЯ:
А пиковый градиент давления более 40 мм рт.ст. при прогрессировании симптоматики в течение года
Б появление симптоматики у пациента с тяжелым аортальным стенозом
В площадь открытия аортального клапана менее 0,8 cм² вне зависимости от симптоматики
Г толщина межжелудочковой перегородки более 12 мм у пациента со стенкардией и обмороками
",Б появление симптоматики у пациента с тяжелым аортальным стенозом,"Правильный ответ: В. Показанием к оперативному лечению аортального стеноза является площадь открытия аортального клапана менее 0,8 см² вне зависимости от симптоматики.

Обоснование: Аортальный стеноз — это сужение отверстия аортального клапана, которое приводит к повышению систолического давления в левом желудочке и увеличению постнагрузки. При выраженном стенозе развивается гипертрофия миокарда левого желудочка, которая может привести к сердечной недостаточности. Если площадь открытия аортального клапана составляет менее 0,8 см², то это считается показанием для проведения операции по замене или реконструкции аортального клапана.",-1
65,"ДЛЯ ПРОФИЛАКТИКИ СНИЖЕНИЯ СИСТОЛИЧЕСКОЙ ФУНКЦИИ ЛЕВОГО ЖЕЛУДОЧКА РОЖЕНИЦАМ С ПРИОБРЕТЕННЫМ ПОРОКОМ СЕРДЦА НАЗНАЧАЮТ:
А атенолол
Б нитроглицерин
В дигоксин
Г нифедипин
",Г нифедипин,"Правильный ответ: В.

Дигоксин относится к группе сердечных гликозидов. Он увеличивает силу сокращений миокарда, уменьшает частоту сердечных сокращений и улучшает кровообращение. Это препарат выбора для лечения сердечной недостаточности у пациентов с приобретенными пороками сердца.
",-1
66,"ПРИ АНГИНОЗНОМ ПРИСТУПЕ С СИНУСОВОЙ БРАДИКАРДИЕЙ И ЖЕЛУДОЧКОВЫМИ ЭКСТРАСИСТОЛАМИ НА ФОНЕ ГИПОТОНИИ ПОКАЗАНО ПРИМЕНЕНИЕ:
А атропина
Б изадрина
В дофамина
Г морфина
",В дофамина,"В данном случае, наиболее подходящим препаратом будет являться дофамин.

Почему другие варианты неверны:

Атропин — может усилить тахикардию и спровоцировать развитие фибрилляции желудочков.

Изадрин — не показан при ангинозном приступе, так как не обладает обезболивающим эффектом. Может вызвать нарушения сердечного ритма.

Морфин — может быть использован для купирования болевого синдрома, но не является средством первой линии при данной клинической картине.

Таким образом, дофамин является наиболее оптимальным выбором, поскольку он обладает положительным инотропным действием, улучшает сократительную способность миокарда, увеличивает минутный объём сердца и повышает артериальное давление.",0
67,"ПОКАЗАНИЕМ К НАЗНАЧЕНИЮ АДРЕНАЛИНА ЯВЛЯЕТСЯ:
А атриовентрикулярная блокада II степени
Б асистолия
В синусовая брадикардия
Г пароксизм фибрилляции предсердий
",Б асистолия,"В данном случае правильным ответом будет В — синусовая брадикардия.

Показаниями к назначению адреналина являются:
— Синдром Морганьи — Адамса — Стокса (МАС);
— Асистолия;
— Синусовая брадикардия с ЧСС менее 40 уд./мин.;
— Атриовентрикулярная блокада II–III степени при наличии двух или трех гемодинамически значимых пауз;
— Пароксизмальная желудочковая тахикардия;
— Фибрилляция желудочков.",-1
68,"ДЛЯ ПАЦИЕНТОВ С СИНДРОМОМ ВОЛЬФА – ПАРКИНСОНА – УАЙТА ХАРАКТЕРНА ЖИЗНЕУГРОЖАЮЩАЯ АРИТМИЯ:
А атриовентрикулярная блокада
Б электромеханическая диссоциация
В пароксизмальная тахикардия
Г синоаурикулярная блокада
",В пароксизмальная тахикардия,Правильный ответ: В. Пациентам с синдромом Вольфа — Паркинсона — Уайта характерна жизнеугрожающая аритмия — пароксизмальная желудочковая тахикардия.,1
69,"ДЛЯ УСТРАНЕНИЯ БОЛЕВОГО СИНДРОМА НА ФОНЕ ИНФАРКТА МИОКАРДА ПРИМЕНЯЮТ:
А парацетамол
Б морфин
В пропофол
Г кеторолак
","Б         морфин

","Правильный ответ: А. Парацетамол является препаратом выбора для устранения болевого синдрома при инфаркте миокарда. Он обладает умеренным обезболивающим эффектом и мало влияет на гемодинамику.

Ответы В и Г неверны. Пропофол является анестетиком и используется для общей анестезии, а не для купирования боли при инфаркте миокарда. Кеторолак относится к группе нестероидных противовоспалительных препаратов (НПВП), которые могут ухудшить состояние пациента с инфарктом миокарда, так как они могут повышать риск развития сердечной недостаточности и артериальной гипертензии.",-1
70,"РЕКОМЕНДУЕМАЯ ДЛИТЕЛЬНОСТЬ ДВОЙНОЙ АНТИАГРЕГАНТНОЙ ТЕРАПИИ ПОСЛЕ ИМПЛАНТАЦИИ СТЕНТА С ЛЕКАРСТВЕННЫМ ПОКРЫТИЕМ У ПАЦИЕНТОВ С НЕСТАБИЛЬНОЙ СТЕНОКАРДИЕЙ СОСТАВЛЯЕТ (В МЕСЯЦАХ):
А 12
Б 3
В 18
Г 6
",А 12,"Правильный ответ: В — 18 месяцев.

Рекомендуемая длительность двойной антиагрегантной терапии после имплантации стента с лекарственным покрытием у пациентов с нестабильной стенокардией составляет 18 месяцев.
",-1
71,"ОСНОВНЫМИ ПРИЗНАКАМИ КЛИНИЧЕСКОЙ СМЕРТИ ЯВЛЯЮТСЯ:
А отсутствие сознания, пульсация на магистральных сосудах, систолическое артериальное давление 60 мм рт.ст
Б отсутствие сознания, дыхания и пульсации на магистральных сосудах
В положение «ортопноэ», цианоз кожных покровов, частое поверхностное дыхание
Г снижение систолического артериального давления ниже 70 мм рт.ст, олигурия
","Б отсутствие сознания, дыхания и пульсации на магистральных сосудах","Правильный ответ: Б. Отсутствие сознания, дыхания и пульсации на магистральных сосудах являются основными признаками клинической смерти. В этом состоянии происходит остановка кровообращения, что приводит к прекращению дыхания и потере сознания. Ответы А и Г не являются корректными, так как они описывают состояния, отличные от клинической смерти. Ответ В описывает состояние ортопноэ, которое может быть связано с сердечной недостаточностью, но не является признаком клинической смерти.",1
72,"ПРИ ВЫСОКОМ СУММАРНОМ КАРДИОВАСКУЛЯРНОМ РИСКЕ ПО SCORE НЕМЕДЛЕННОЕ НАЗНАЧЕНИЕ ГИПОЛИПИДЕМИЧЕСКОЙ ЛЕКАРСТВЕННОЙ ТЕРАПИИ ПОКАЗАНО ПРИ УРОВНЕ ХС ЛПНП (ESC, 2019) _______ ММОЛЬ/Л И ВЫШЕ:
А 2,5
Б 4,0
В 1,8
Г 5,0
","В 1,8","Правильный ответ: Б. Немедленное назначение гиполипидемической лекарственной терапии показано при уровне холестерина липопротеидов низкой плотности (ХС ЛПНП) 4,0 ммоль/л и выше.",-1
73,"ПРИ НЕОБХОДИМОСТИ КОРРЕКЦИИ ГИПЕРЛИПИДЕМИИ У БЕРЕМЕННЫХ И ДЕТЕЙ ВОЗМОЖНО НАЗНАЧЕНИЕ:
А розувастатина
Б колестипола
В эзетимиба
Г фенофибрата
",Б колестипола,"Правильный ответ: Б. Беременным женщинам и детям разрешено принимать только колестипол для коррекции гиперлипидемии. Остальные препараты (розувастатин, эзетимиб, фенофибрат) противопоказаны этим категориям пациентов.
",1
74,"СОГЛАСНО РЕКОМЕНДАЦИЯМ ЕОК (2013 Г.) СОДЕРЖАНИЕ НАСЫЩЕННЫХ ЖИРНЫХ КИСЛОТ В ЗДОРОВОМ РАЦИОНЕ ПИТАНИЯ С ЦЕЛЬЮ ПРЕДУПРЕЖДЕНИЯ РАЗВИТИЯ АТЕРОСКЛЕРОЗА ДОЛЖНО БЫТЬ МЕНЕЕ ____% ОТ ОБЩЕГО КАЛЛОРАЖА ПИЩИ:
А 10
Б 20
В 3
Г 15
",А 10,"Согласно рекомендациям Европейского общества кардиологов (2013 г.), содержание насыщенных жирных кислот в здоровом рационе питания с целью предупреждения развития атеросклероза должно быть менее 10% от общего каллоража пищи. Это подтверждается множеством исследований, которые показывают, что употребление большого количества насыщенных жиров повышает уровень холестерина в крови, что является одним из факторов риска развития сердечно-сосудистых заболеваний, включая атеросклероз.",0
