Вопрос,Ответ,YaGPT,Результат
49,"МОДИФИЦИРУЕМЫМ ФАКТОРОМ РИСКА СЕРДЕЧНО-СОСУДИСТЫХ ЗАБОЛЕВАНИЙ У ПАЦИЕНТОВ С АГ ЯВЛЯЕТСЯ:
А наследственность
Б возраст
В пол
Г уровень АД
",Г уровень АД,Модифицируемым фактором риска сердечно-сосудистых заболеваний у пациентов с АГ является уровень АД.,1
50,"3 СТЕПЕНИ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ СООТВЕТСТВУЕТ СИСТОЛИЧЕСКОЕ АРТЕРИАЛЬНОЕ ДАВЛЕНИЕ ________ ММ РТ. СТ. И/ИЛИ ДИАСТОЛИЧЕСКОЕ _________ ММ РТ. СТ.:
А выше 180; выше 110
Б 160-180; 94-100
В выше 200; выше 110
Г ≥180; ≥110
",Г ≥180; ≥110,"Правильный ответ — Б: 160–180 мм рт. ст. для систолического артериального давления и 94–100 мм рт. ст. для диастолического.
Артериальная гипертензия 3 степени характеризуется повышением систолического артериального давления до 180 мм рт. ст. и диастолического — выше 110 мм рт. ст. Это соответствует второму уровню артериальной гипертензии по классификации ВОЗ.",-1
51,"ДЛЯ ДИАГНОСТИКИ АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИИ РЕКОМЕНДОВАНО _______ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ:
А проводить один раз в неделю домашний самоконтроль
Б внеофисное однократное измерение
В повторное измерение «офисного»
Г однократное измерение «офисного»
",В повторное измерение «офисного»,"Для диагностики артериальной гипертензии рекомендовано проводить однократное измерение артериального давления в медицинском учреждении, также называемое «офисным». Этот метод считается наиболее точным и информативным, так как учитывает влияние различных факторов на уровень давления в условиях клиники.",1
52,"К АССОЦИИРОВАННОМУ СОСТОЯНИЮ ПРИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ ОТНОСИТСЯ:
А гипертрофия левого желудочка
Б пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента)
В транзиторная ишемическая атака
Г ХБП с рСКФ 30-60 мл/мин./1,73 кв. м
",В транзиторная ишемическая атака,"Правильный ответ — Б: «пульсовое АД >60 мм рт. ст. (у пожилого и старческого контингента)».
Это связано с тем, что пульсовое давление является важным показателем, который отражает работу сердца и состояние сосудов. Высокое пульсовое давление может свидетельствовать о проблемах с артериальным давлением, особенно у пожилых людей.",-1
53,"ТАКТИКА ПРИ РАЗРЫВЕ КОРОНАРНОЙ АРТЕРИИ ВО ВРЕМЯ БАЛЛОННОЙ АНГИОПЛАСТИКИ ВКЛЮЧАЕТ:
А имплантацию стандартного стента с лекарственным покрытием
Б прекращение всех манипуляций и экстренно аортокоронарное шунтирование
В введение тромболизирующих препаратов
Г пережатие баллонным катетером и имплантацию стент-графта с последующим АКШ
",Г пережатие баллонным катетером и имплантацию стент-графта с последующим АКШ,"Тактика при разрыве коронарной артерии во время баллонной ангиопластики включает:
Пережатие баллонным катетером и имплантацию стент-графта с последующим аортокоронарным шунтированием (АКШ).
Эта тактика является наиболее подходящей, так как она позволяет предотвратить дальнейшее повреждение артерии и обеспечить стабильное кровоснабжение миокарда.",1
54,"ПРИ ВОССТАНОВЛЕНИИ ПРОХОДИМОСТИ ОККЛЮЗИРОВАННОЙ КОРОНАРНОЙ АРТЕРИИ У БОЛЬНЫХ ОСТРЫМ ИНФАРКТОМ МИОКАРДА В ПЕРВЫЕ ЧАСЫ ЗАБОЛЕВАНИЯ НАБЛЮДАЕТСЯ:
А быстрое возвращение сегмента ST к изолинии
Б обычная динамика сегмента ST
В более медленное возвращение сегмента ST к изолинии
Г исчезновение патологических зубцов Q
",А быстрое возвращение сегмента ST к изолинии,При восстановлении проходимости окклюзированной коронарной артерии у больных острым инфарктом миокарда в первые часы заболевания наблюдается быстрое возвращение сегмента ST к изолинии (ответ А). Это связано с быстрой ликвидацией окклюзии коронарной артерии и восстановлением кровотока в миокарде.,1
55,"ПОВЫШЕНИЕ ЭКСКРЕЦИИ КАТЕХОЛАМИНОВ С МОЧОЙ ВЫЗЫВАЕТ:
А празозин
Б фуросемид
В резерпин
Г пропранолол
",Г пропранолол,Повышение экскреции катехоламинов с мочой вызывает резерпин.,-1
56,"К НАИБОЛЕЕ ЧАСТЫМ ВОЗБУДИТЕЛЯМ ИНФЕКЦИОННОГО ЭНДОКАРДИТА ОТНОСЯТ:
А грибы
Б грамотрицательную микрофлору
В L-формы бактерий
Г грамположительную микрофлору
",Г грамположительную микрофлору,"К наиболее частым возбудителям инфекционного эндокардита относят грамположительную микрофлору. Это связано с тем, что стрептококки (основные представители грамположительной микрофлоры) являются наиболее распространённой причиной инфекционного поражения клапанов сердца.",1
57,"ПРИЧИНОЙ ОСТРОГО ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЧАЩЕ ВСЕГО ЯВЛЯЮТСЯ:
А энтерококки
Б грибы
В стрептококки
Г стафилококки
",Г стафилококки,Причиной острого инфекционного эндокардита чаще всего являются стрептококки.,-1
58,"НАИБОЛЕЕ ЧАСТО ВСТРЕЧАЮЩИМСЯ ВОЗБУДИТЕЛЕМ ОСТРОГО ИНФЕКЦИОННОГО ЭНДОКАРДИТА ЯВЛЯЕТСЯ:
А золотистый стафилококк
Б зеленящий стрептококк
В эпидермальный стрептококк
Г синегнойная палочка
",А золотистый стафилококк,Наиболее часто встречающимся возбудителем острого инфекционного эндокардита является золотистый стафилококк. Он вызывает приблизительно 25% случаев инфекционного поражения нативного клапана и 17% случаев раннего и 12% позднего протезного эндокардита.,1
59,"БЕРЕМЕННЫМ ЖЕНЩИНАМ С АРТЕРИАЛЬНОЙ ГИПЕРТОНИЕЙ ПРОТИВОПОКАЗАНО НАЗНАЧЕНИЕ:
А метилдопы
Б каптоприла
В лабеталола
Г нифедипина
",Б каптоприла,"Правильный ответ — Г (нифедипин).
Нифедипин противопоказан беременным женщинам с артериальной гипертензией, так как он может вызвать эмбриотоксичность у животных и побочные эффекты у людей.",-1
60,"К ПРЕПАРАТАМ, МАСКИРУЮЩИМ ГИПОГЛИКЕМИЮ, ОТНОСЯТ:
А антагонисты кальция
Б тиазидоподобные диуретики
В бета-блокаторы
Г ИАПФ
",В бета-блокаторы,"К препаратам, маскирующим гипогликемию, относят:
В) бета-блокаторы.
Бета-блокаторы могут маскировать симптомы гипогликемии, так как они замедляют сердечный ритм и снижают чувствительность к адреналину, который участвует в регуляции уровня глюкозы в крови.",1
61,"К ПРЕПАРАТАМ ПЕРВОГО ВЫБОРА ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ САХАРНЫМ ДИАБЕТОМ ОТНОСЯТ:
А бета-адреноблокаторы
Б диуретики
В ингибиторы ангиотензин-превращающего фермента
Г антагонисты альдостерона
",В ингибиторы ангиотензин-превращающего фермента,"Препаратом первого выбора при лечении артериальной гипертонии у больных сахарным диабетом являются ингибиторы ангиотензин-превращающего фермента (АПФ).
Ингибиторы АПФ обладают рядом преимуществ:
снижают риск развития сердечно-сосудистых осложнений, включая инфаркт миокарда и инсульт;
улучшают функцию почек у больных сахарным диабетом с микроальбуминурией;
снижают смертность от всех причин.
Диуретики и антагонисты альдостерона также используются для лечения артериальной гипертонии у больных сахарным диабетом, но они не являются препаратами первого выбора.",1
62,"ПРИ ВНЕЗАПНОМ ПОВЫШЕНИИ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ И ВЫРАЖЕННОЙ ТАХИКАРДИИ ПОКАЗАН ПРИЁМ:
А β-адреноблокаторов
Б блокаторов рецепторов ангиотензина II
В β-адреномиметиков
Г петлевых диуретиков
",А β-адреноблокаторов,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
63,"КАТЕТЕРНАЯ РАДИОЧАСТОТНАЯ АБЛАЦИЯ ПО ПОВОДУ ТИПИЧНОГО ТРЕПЕТАНИЯ ПРЕДСЕРДИЙ ПРОВОДИТСЯ В:
А правом предсердии
Б правом желудочке
В левом предсердии	
Г левом желудочке
",А правом предсердии,Катетерная радиочастотная аблация по поводу типичного трепетания предсердий проводится в правом предсердии.,1
64,"ДЛЯ ПРОФИЛАКТИКИ ИНСУЛЬТА ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ У ПАЦИЕНТОВ С МЕХАНИЧЕСКИМИ ПРОТЕЗАМИ НУЖНО ИСПОЛЬЗОВАТЬ:
А апиксабан
Б варфарин
В аспирин
Г дабигатран
",Б варфарин,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
65,"ДЛЯ МЕДИКАМЕНТОЗНОЙ КАРДИОВЕРСИИ ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ РЕКОМЕНДУЕТСЯ ИСПОЛЬЗОВАТЬ:
А амиодарон
Б дигоксин
В верапамил
Г бисопролол
",А амиодарон,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
66,"КАКОЙ ВИД ХОДЬБЫ РЕКОМЕНДУЕТСЯ ПАЦИЕНТАМ С ТУБЕРКУЛЕЗОМ ЛЕГКИХ И ИНФАРКТОМ МИОКАРДА НА СТАЦИОНАРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ?:
А скандинавская
Б спортивная
В по лестницам
Г дозированная
",Г дозированная,"На стационарном этапе реабилитации пациентам с туберкулёзом лёгких и инфарктом миокарда рекомендуется дозированная ходьба. Она способствует улучшению трофических процессов, увеличению капиллярного русла, анастомозов и коллатералей в миокарде, повышению функции дыхательной системы и адаптации к бытовым нагрузкам.",1
67,"ОСНОВНЫМ ОБЩИМ ПОСЛЕДСТВИЕМ ГИПОДИНАМИИ ДЛЯ СЕРДЦА ЯВЛЯЕТСЯ:
А снижение риска заболеваний миокарда
Б увеличение частоты сердечных сокращений, снижение ударного и минутного объема
В уменьшение частоты сердечных сокращений
Г увеличение адаптационных возможностей миокарда
","Б увеличение частоты сердечных сокращений, снижение ударного и минутного объема","Основным общим последствием гиподинамии для сердца является увеличение частоты сердечных сокращений, снижение ударного и минутного объёма (ответ под буквой Б). Это связано с тем, что при гиподинамии нарушается обмен веществ, что приводит к лишнему весу и нагрузке на сердце.",1
68,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:
А выносливость
Б увеличение мышечной массы
В ловкость
Г гибкость

",А выносливость,"На занятиях лечебной физкультурой кардиологическим больным следует давать упражнения на выносливость. Это поможет укрепить сердечную мышцу, повысить её сократительную способность и улучшить кровоток, обеспечивая лучшее поступление крови к внутренним органам.",1
69,"ПАТОГНОМОНИЧНЫМ ПРИЗНАКОМ СЕМЕЙНОЙ ДИСЛИПОПРОТЕИДЕМИИ ЯВЛЯЕТСЯ:
А ксантоматоз ахилловых сухожилий
Б липоидная дуга роговицы
В ксантоматоз ладоней
Г увеличение печени и селезенки

",А ксантоматоз ахилловых сухожилий,"Правильный ответ — Б: липоидная дуга роговицы.
Липоидная дуга роговицы — патогномоничный признак семейной дислипопротеидемии, так как это характерный симптом, который наблюдается только при этом заболевании и помогает его идентифицировать.",-1
70,"ПРИ ТИРЕОТОКСИКОЗЕ СОДЕРЖАНИЕ ХОЛЕСТЕРИНА В КРОВИ:
А зависит от поражения печени
Б увеличивается
В уменьшается
Г не изменяется
",В уменьшается,"Б. Увеличивается.
При тиреотоксикозе содержание холестерина в крови увеличивается из-за повышенной активности щитовидной железы, что приводит к ускорению метаболизма и повышению потребности в энергии.",-1
71,"В ШКАЛЕ SCORE УЧИТЫВАЮТСЯ:
А общий холестерин, диастолическое артериальное давление, ожирение, возраст, курение
Б дислипидемия, наличие инфаркта миокарда в анамнезе, пол, возраст, систолическое артериальное давление
В возраст, систолическое артериальное давление, общий холестерин, курение, пол
Г пол, возраст, липопротеины низкой плотности, общий холестерин, диастолическое артериальное давление


","В возраст, систолическое артериальное давление, общий холестерин, курение, пол","В шкале SCORE учитываются: возраст, пол, систолическое артериальное давление и общий холестерин.
Шкала SCORE используется для оценки суммарного сердечно-сосудистого риска смерти от заболеваний сердца и сосудов в ближайшие 10 лет. Она подходит для людей от 40 лет и старше.",-1
72,"К ФЕНОТИПИЧЕСКИМ ОСОБЕННОСТЯМ ДИСЛИПИДЕМИЙ ОТНОСЯТСЯ:
А ксантелазмы
Б узелки Гебердена
В тофусы	
Г узелки Бушара
",А ксантелазмы,"К фенотипическим особенностям дислипидемий относятся ксантелазмы (А). Это плоские узелки под кожей век, которые возникают из-за отложения холестерина.",1
73,"ЭЛЕКТРОКАРДИОГРАФИЧЕСКИМ ПОКАЗАТЕЛЕМ, ИМЕЮЩИМ ПРЕИМУЩЕСТВЕННО ДИАГНОСТИЧЕСКОЕ ЗНАЧЕНИЕ ПРИ ОСТРЫХ ИНФЕКЦИОННЫХ МИОКАРДИТАХ, ЯВЛЯЕТСЯ:
А появление патологического зубца Q
Б подъём сегмента SТ в 2-3 отведениях
В нарушение АВ проводимости
Г нарушение проводимости по левой ножке пучка Гиса
",В нарушение АВ проводимости,Правильный ответ — подъём сегмента ST в 2–3 отведениях. Этот показатель является наиболее характерным для острых инфекционных миокардитов и помогает в диагностике заболевания.,-1
74,"К МЕТОДУ ИССЛЕДОВАНИЯ ДЛЯ ПОДТВЕРЖДЕНИЯ ДИАГНОЗА «МИОКАРДИТ» ОТНОСЯТ:
А ЭХО-КГ
Б коронароангиографию
В рентгенографию органов грудной клетки
Г сцинтиграфию миокарда с радиофармпрепаратами, тропными к очагу воспаления
","Г сцинтиграфию миокарда с радиофармпрепаратами, тропными к очагу воспаления","К методу исследования для подтверждения диагноза «миокардит» относят эхокардиографию (ЭхоКГ). ЭхоКГ позволяет выявить патологию миокарда, такую как расширение полостей сердца и снижение сократительной способности, что характерно для миокардита.",-1
75,"К ОСНОВНЫМ ПРИЧИНАМ РАЗВИТИЯ РЕСТРИКТИВНОЙ КАРДИОМИОПАТИИ ОТНОСЯТ:
А ИБС
Б гипертоническую болезнь
В амилоидоз сердца
Г заболевания соединительной ткани
",В амилоидоз сердца,"Основные причины развития рестриктивной кардиомиопатии включают:
амилоидоз сердца (В);
заболевания соединительной ткани (Г).
Амилоидоз сердца является наиболее распространённой причиной развития рестриктивной кардиомиопатии. Это заболевание характеризуется накоплением амилоида в сердечной мышце, что приводит к нарушению функции миокарда и развитию рестриктивного типа кардиомиопатии.
Заболевания соединительной ткани также могут вызывать рестриктивную кардиомиопатию, поскольку они часто сопровождаются поражением эндокарда и миокарда, что приводит к развитию рестриктивного типа кардиомиопатии.",0
76,"ОДНИМ ИЗ ГЛАВНЫХ ПОКАЗАНИЙ К ТРАНСПЛАНТАЦИИ СЕРДЦА ЯВЛЯЕТСЯ ___________КАРДИОМИОПАТИЯ:
А дилатационная
Б гипертрофическая
В аритмогенная правожелудочковая
Г рестриктивная
",А дилатационная,"Одним из главных показаний к трансплантации сердца является дилатационная кардиомиопатия. Это связано с тем, что дилатационная кардиомиопатия вызывает значительное расширение камер сердца, что приводит к тяжёлой сердечной недостаточности и снижению качества жизни пациентов.",1
77,"МАКСИМАЛЬНЫЙ СРОК, НА КОТОРЫЙ МОЖЕТ ВЫДАТЬ ЛИСТОК НЕТРУДОСПОСОБНОСТИ СЕМЕЙНЫЙ ВРАЧ, СОСТАВЛЯЕТ (В ДНЯХ):
А 20
Б 5
В 10
Г 15
",Г 15,"Максимальный срок, на который семейный врач может выдать листок нетрудоспособности, составляет 15 дней.",1
78,"ЛИСТОК НЕТРУДОСПОСОБНОСТИ ПО УХОДУ ЗА БОЛЬНЫМ ЧЛЕНОМ СЕМЬИ СТАРШЕ 15 ЛЕТ ПРИ СТАЦИОНАРНОМ ЛЕЧЕНИИ:
А формируется (выдается) на 7 дней
Б формируется (выдается) на 10 дней
В не формируется (не выдается)
Г формируется (выдается) на 3 дня
",В не формируется (не выдается),"Листок нетрудоспособности по уходу за больным членом семьи старше 15 лет при стационарном лечении не формируется и не выдаётся (ответ В).
Согласно приказу Минздрава России от 01.09.2020 N 925н «Об утверждении порядка выдачи и оформления листков нетрудоспособности, включая порядок формирования листков нетрудоспособности в форме электронного документа», листок нетрудоспособности выдаётся только в случае ухода за больным ребёнком в возрасте до 15 лет.
",1
79,"ПРИ НЕТРУДОСПОСОБНОСТИ, ВОЗНИКШЕЙ ВСЛЕДСТВИЕ АЛКОГОЛЬНОГО, НАРКОТИЧЕСКОГО ИЛИ ТОКСИЧЕСКОГО ОПЬЯНЕНИЯ, ВЫДАЁТСЯ:
А справка о нетрудоспособности
Б выписной эпикриз
В справка произвольной формы
Г листок нетрудоспособности с кодом 021
",Г листок нетрудоспособности с кодом 021,"Правильный ответ — листок нетрудоспособности с кодом 021.
Согласно приказу Минздрава России от 01.09.2020 N 925н «Об утверждении порядка выдачи и оформления листков нетрудоспособности, включая порядок формирования листков нетрудоспособности в форме электронного документа», при нетрудоспособности, возникшей вследствие алкогольного, наркотического или токсического опьянения, выдаётся листок нетрудоспособности с кодом 021.",1
