Вопрос,Ответ,YaGPT,Результат
51,"НАРУШЕНИЕ ДИАСТОЛИЧЕСКОЙ ФУНКЦИИ ЛЕВОГО ЖЕЛУДОЧКА ПО I ТИПУ ДИАГНОСТИРУЕТСЯ В СЛУЧАЕ
А соотношения пиков Е/А менее 1
Б значительного увеличения размера левого предсердия
В соотношения пиков Е/А более 1,5
Г увеличения размера левого желудочка",А соотношения пиков Е/А менее 1,"Правильный ответ — А (соотношение пиков Е/А менее 1).
Диастолическая дисфункция левого желудочка I типа характеризуется нарушением расслабления миокарда в диастолу, что приводит к снижению податливости левого желудочка и повышению давления наполнения. Это проявляется в виде снижения соотношения пиков Е/А (отношение раннего диастолического наполнения к позднему диастолическому наполнению) менее 1.",1
52,"ТИПИЧНОЕ ТРЕПЕТАНИЕ ПРЕДСЕРДИЙ РАЗВИВАЕТСЯ ПО МЕХАНИЗМУ
А повышенному автоматизм
Б макро-реентри
В триггерному
Г микро-реентри",Б макро-реентри,"Типичное трепетание предсердий развивается по механизму macro-re-entry, то есть многократного повторного возбуждения миокарда. Этот механизм основан на циркуляции большого правопредсердного круга re-entry, который ограничен кольцом трикуспидального клапана спереди и евстахиевым гребнем и полыми венами сзади.",1
53,"ПРИ ОРТОДРОМНОЙ ТАХИКАРДИИ У ПАЦИЕНТА С СИНДРОМОМ WPW ЭЛЕКТРИЧЕСКИЙ ИМПУЛЬС
А исходит из источника в миокарде желудочков и проводится через дополнительный путь на предсердия
Б исходит из АВ узла и проводится через дополнительный путь на желудочки
В проводится по АВ узлу антеградно, по дополнительному пути – ретроградно
Г проводится по АВ узлу ретроградно, по дополнительному пути – антеградно","В проводится по АВ узлу антеградно, по дополнительному пути – ретроградно ",При ортодромной тахикардии у пациента с синдромом WPW электрический импульс исходит из АВ-узла и проводится через дополнительный путь на желудочки (ответ Б).,-1
54,"СИНДРОМ WPW ОБУСЛОВЛЕН НАЛИЧИЕМ В МИОКАРДЕ	
А рубцовых изменений
Б пучка Кента
В пучка Джеймса
Г эктопического водителя ритма",Б пучка Кента ,Синдром WPW обусловлен наличием в миокарде пучка Кента.,1
55,"УДЛИНЕНИЕ ИНТЕРВАЛА QT НАБЛЮДАЕТСЯ ПРИ ЗАДЕРЖКЕ РЕПОЛЯРИЗАЦИИ ЖЕЛУДОЧКОВ И ПРЕДРАСПОЛАГАЕТ К НАРУШЕНИЯМ РИТМА ПО МЕХАНИЗМУ ОБРАТНОГО ХОДА, ОСОБЕННО К
А желудочковой тахикардии типа «пирует»
Б атриовентрикулярной блокаде 2 степени
В наджелудочковой тахикардии
Г фибрилляции предсердий", А желудочковой тахикардии типа «пирует» ,"Удлинение интервала QT действительно может привести к желудочковой тахикардии типа «пирует», особенно если задержка реполяризации желудочков сочетается с другими факторами риска, такими как генетическая предрасположенность или структурные заболевания сердца.",1
56,"НЕСТАБИЛЬНАЯ СТЕНОКАРДИЯ ПРОГНОСТИЧЕСКИ НЕБЛАГОПРИЯТНА В ПЛАНЕ РАЗВИТИЯ
А венозной недостаточности
Б легочной гипертензии
В тромбоэмболии мозговых сосудов
Г инфаркта миокарда",Г инфаркта миокарда,"Нестабильная стенокардия прогностически неблагоприятна в плане развития инфаркта миокарда, потому что она связана с повышенным риском развития острого коронарного синдрома и инфаркта миокарда.",1
57,"НАИБОЛЕЕ ЧАСТОЙ ПРИЧИНОЙ СМЕРТИ НА ДОГОСПИТАЛЬНОМ ЭТАПЕ В ПЕРВЫЕ ЧАСЫ РАЗВИТИЯ ОСТРОГО ИНФАРКТА МИОКАРДА С ПОДЪЕМОМ СЕГМЕНТА ST ЯВЛЯЕТСЯ
А АВ-блокада 2-3 степени
Б фибрилляция предсердий
В фибрилляция желудочков
Г электромеханическая диссоциация",В фибрилляция желудочков ,"Наиболее частой причиной смерти на догоспитальном этапе в первые часы развития острого инфаркта миокарда с подъёмом сегмента ST является фибрилляция желудочков. Это связано с обширным поражением миокарда и нарушениями гемодинамики, которые могут вызвать фибрилляцию желудочков.",1
58,"ПРИ НЕДОСТУПНОСТИ АНГИОГРАФИЧЕСКОЙ УСТАНОВКИ РЕПЕРФУЗИОННАЯ ТЕРАПИЯ У БОЛЬНЫХ STEMI ЦЕЛЕСООБРАЗНА В ПЕРВЫЕ (В ЧАСАХ)
А 6    
Б 48
В 12
Г 24",В 12,"Правильный ответ — В (12 часов).
Реперфузионная терапия при остром инфаркте миокарда с подъёмом сегмента ST целесообразна в первые 12 часов после начала симптомов. Это связано с тем, что раннее восстановление кровотока в поражённом миокарде ограничивает распространение некроза и снижает смертность.",1
59,"ПРИ ХРОНИЧЕСКОМ ИНФЕКЦИОННОМ МИОКАРДИТЕ ПРЕИМУЩЕСТВЕННО ВОЗРАСТАЕТ УРОВЕНЬ ИММУНОГЛОБУЛИНОВ КЛАССА
А IgA 	
Б IgG
В IgM	
Г IgE",Б IgG ,"При хроническом инфекционном миокардите преимущественно возрастает уровень иммуноглобулинов класса G (IgG). Это связано с тем, что IgG составляют около 75% всех антител в организме человека и обеспечивают иммунитет новорождённого в течение нескольких месяцев после рождения.",1
60,"ПРИ ОСТРЫХ МИОКАРДИТАХ ЛЁГКОГО ТЕЧЕНИЯ ЧАЩЕ ВСЕГО НАБЛЮДАЕТСЯ
А наличие перебоев в работе сердца
Б наличие отёков нижних конечностей
В одышка при небольших физических нагрузках
Г чувство нехватки воздуха в покое",А наличие перебоев в работе сердца,"При острых миокардитах лёгкого течения чаще всего наблюдается одышка при небольших физических нагрузках (В). Это связано с тем, что воспаление в миокарде может привести к нарушению сократительной способности сердечной мышцы, что вызывает затруднение дыхания при физической нагрузке.",-1
61,"К ХАРАКТЕРНЫМ ДЛЯ МИОКАРДИТА ЭКГ- ПРИЗНАКАМ ОТНОСЯТ
А низковольтажную ЭКГ, ширину комплекса PQ = 0, 22 cек, QRS= 0,12 сек
Б дискордантное смещение сегмента ST выше изолинии
В смещение сегмента ST ниже изолинии, отрицательный зубец Т
Г конкордантное смещение сегмента ST выше изолинии","В смещение сегмента ST ниже изолинии, отрицательный зубец Т ","Характерными для миокардита ЭКГ-признаками являются:
смещение сегмента ST ниже изолинии;
отрицательный зубец Т.",1
62,"НАИБОЛЕЕ ИНФОРМАТИВНЫМ НЕИНВАЗИВНЫМ МЕТОДОМ ДИАГНОСТИКИ МИОКАРДИТА ЯВЛЯЕТСЯ
А оценка маркеров повреждения миокарда
Б МРТ с контрастным усилением
В коронарография
Г оценка уровня аутоантител к кардиомиоцитам",Б МРТ с контрастным усилением ,"Наиболее информативным неинвазивным методом диагностики миокардита является МРТ с контрастным усилением (Б). Этот метод позволяет визуализировать воспаление в миокарде и повреждение клеток сердечной мышцы, что помогает в диагностике и оценке состояния пациента.",1
63,"В ОСНОВЕ ПАТОГЕНЕЗА ИСТИННОГО КАРДИОГЕННОГО ШОКА ПРИ ИНФАРКТЕ МИОКАРДА ЛЕЖИТ
А снижение насосной функции сердца
Б стрессовая реакция на болевые раздражители
В гиповолемия
Г артериальная гипотония",А снижение насосной функции сердца,"В основе патогенеза истинного кардиогенного шока при инфаркте миокарда лежит снижение насосной функции сердца. Это происходит из-за нарушения сократительной способности миокарда, что приводит к резкому снижению ударного и минутного выброса и неадекватному кровоснабжению всех органов и тканей, особенно жизненно важных.",1
64,"УВЕЛИЧЕНИЕ КОЛИЧЕСТВА МЕЖКЛЕТОЧНОЙ (ИНТЕРСТИЦИАЛЬНОЙ) ЖИДКОСТИ ЗА СЧЁТ ИЗБЫТОЧНОЙ ФИЛЬТРАЦИИ ПЛАЗМЫ ПРИ НОРМАЛЬНОМ ДАВЛЕНИИ ХАРАКТЕРНО ДЛЯ
А тромбомболии лёгочной артерии
Б отёка лёгкого
В гипертонического криза
Г острого коронарного синдрома",Б отёка лёгкого ,"Б отека лёгкого.
При отёке лёгкого происходит увеличение количества межклеточной жидкости за счёт избыточной фильтрации плазмы при нормальном давлении.",1
65,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А инфузия ингибиторов АПФ
Б инфузия нитратов и внутривенное введение фуросемида
В инфузия добутамина
Г параллельная инфузия допамина и нитроглицерина",Б инфузия нитратов и внутривенное введение фуросемида,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
66,"НЕТИПИЧНЫМ ДЛЯ КЛАССИЧЕСКОЙ СТАБИЛЬНОЙ СТЕНОКАРДИИ НАПРЯЖЕНИЯ ЯВЛЯЕТСЯ
А купирование приступа в покое или после приема Нитроглицерина
Б возникновение приступа при физической и/или эмоциональной нагрузке
В продолжительность приступа более 30 минут
Г дискомфорт (боль) за грудиной с иррадиацией в плечо, руку, шею",В продолжительность приступа более 30 минут ,"Не совсем поняла вопрос. Классическая стабильная стенокардия напряжения характеризуется возникновением дискомфорта (боли) за грудиной с иррадиацией в плечо, руку или шею при физической или эмоциональной нагрузке.",0
67,"У ПАЦИЕНТА С АНГИНОЗНЫМИ БОЛЯМИ, ВОЗНИКАЮЩИМИ ПРИ ХОДЬБЕ НА 400 М В ОБЫЧНОМ ТЕМПЕ, ОПРЕДЕЛЯЕТСЯ _____ ФУНКЦИОНАЛЬНЫЙ КЛАСС СТЕНОКАРДИИ
А I
Б III
В II
Г IV",В II ,"У пациента функциональный класс стенокардии — II.
При II функциональном классе стабильная стенокардия проявляется развитием приступов при быстром темпе ходьбы на расстояние более 500 метров и при подъёме более чем на один этаж.",1
68,"К ПРИЗНАКАМ НЕСТАБИЛЬНОЙ СТЕНОКАРДИИ ОТНОСЯТ
А появление патологического з. Q на ЭКГ
Б снижение АД без гипотензивной терапии
В нарушения ритма и проводимости
Г изменение длительности и интенсивности болевых приступов",Г изменение длительности и интенсивности болевых приступов ,"К признакам нестабильной стенокардии относят:
Г) изменение длительности и интенсивности болевых приступов.
Нестабильная стенокардия проявляется более частыми и сильными приступами загрудинной боли, снижением переносимости нагрузок и увеличением потребности в лекарствах.",1
69,"В РЕЗУЛЬТАТЕ РЕАБИЛИТАЦИОННЫХ МЕРОПРИЯТИЙ ПОСЛЕ ПЕРЕНЕСЕННОГО ИНФАРКТА МИОКАРДА ТРУДОСПОСОБНЫМИ СТАНОВЯТСЯ ______ БОЛЬНЫХ (В ПРОЦЕНТАХ)
А 70-80
Б 10-20
В 20-30
Г 40-50",А 70-80 ,"В результате реабилитационных мероприятий после перенесённого инфаркта миокарда трудоспособными становятся примерно 20–30 % больных (ответ В).
Это связано с тем, что восстановление после инфаркта может занять длительное время, и не все пациенты смогут полностью восстановить свою физическую и профессиональную деятельность.",-1
70,"К ОСНОВНЫМ ВИДАМ ФИЗИЧЕСКОЙ НАГРУЗКИ, ПРИМЕНЯЮЩИМСЯ НА САНАТОРНОМ ЭТАПЕ РЕАБИЛИТАЦИИ БОЛЬНЫХ, ПЕРЕНЕСШИХ ИНФАРКТ МИОКАРДА, ОТНОСЯТ
А дозированную тренировочную ходьбу
Б трудотерапию
В силовые упражнения
Г подвижные игры",А дозированную тренировочную ходьбу ,"На санаторном этапе реабилитации больных, перенёсших инфаркт миокарда, применяют дозированную тренировочную ходьбу. Это основа физической нагрузки, так как она помогает улучшить кровообращение, укрепить мышцы и снизить риск осложнений.",1
71,"КРИТЕРИЕМ КАРДИОЛОГИЧЕСКОГО БОЛЬНОГО С ПРОМЕЖУТОЧНЫМ РИСКОМ ОСЛОЖНЕНИЙ ЯВЛЯЕТСЯ
А отсутствие патологической симптоматики в покое
Б остановка сердца в анамнезе
В выраженное нарушение насосной функции миокарда (фракция выброса менее 30%)
Г неосложненный инфаркт миокарда",Г неосложненный инфаркт миокарда ,"Критерием кардиологического больного с промежуточным риском осложнений является В — выраженное нарушение насосной функции миокарда (фракция выброса менее 30%). Это связано с тем, что снижение фракции выброса указывает на снижение способности сердца перекачивать кровь, что повышает риск развития сердечной недостаточности, аритмий и других осложнений.",-1
72,"К АРТЕРИАЛЬНОЙ СИСТОЛИЧЕСКОЙ ГИПЕРТЕНЗИИ У ЛИЦ СТАРШЕГО ВОЗРАСТА ЧАЩЕ ПРИВОДИТ
А атеросклероз аорты
Б нейроциркуляторная дистония
В хронический пиелонефрит
Г хроническая ишемия мозга",А атеросклероз аорты ,"К артериальной систолической гипертензии у лиц старшего возраста чаще приводит атеросклероз аорты. Этот патогенетический фактор связан со склеротическими изменениями в средней оболочке аорты, которые приводят к понижению её эластичности.",1
73,"С ТОЧКИ ЗРЕНИЯ ДОКАЗАТЕЛЬНОЙ МЕДИЦИНЫ НАИБОЛЬШЕЕ ВЛИЯНИЕ НА ПОВЫШЕНИЕ УРОВНЯ ЛИПОПРОТЕИДОВ ВЫСОКОЙ ПЛОТНОСТИ В КРОВИ ОКАЗЫВАЕТ
А умеренное потребление алкоголя
Б снижение потребления моно- и дисахаридов
В прекращение курения табака
Г повышение уровня физической активности",Г повышение уровня физической активности ,"С точки зрения доказательной медицины наибольшее влияние на повышение уровня липопротеидов высокой плотности в крови оказывает повышение уровня физической активности.
Умеренное потребление алкоголя, снижение потребления моно- и дисахаридов и прекращение курения табака также могут положительно влиять на уровень липопротеидов высокой плотности, но эти эффекты менее изучены и доказаны.",1
74,"РАЗВИТИЕ ИБС В ДЕТСКОМ ВОЗРАСТЕ ВОЗМОЖНО ПРИ
А гомозиготной семейной гиперхолестеринемии
Б семейном дефиците липопротеидлипазы
В комбинированной семейной гиперлипидемии
Г семейной гипертриглицеридемии",А гомозиготной семейной гиперхолестеринемии,"Развитие ИБС в детском возрасте возможно при гомозиготной семейной гиперхолестеринемии. Это связано с долгосрочным накоплением холестериновых бляшек в коронарных артериях, что приводит к сужению просвета и снижению кровотока, вызывая кислородное голодание миокарда.",1
75,"В ШКАЛЕ SCORE ДЛЯ ОПРЕДЕЛЕНИЯ РИСКА СЕРДЕЧНО-СОСУДИСТОЙ СМЕРТИ УЧИТЫВАЮТСЯ ПОЛ, ВОЗРАСТ, КУРЕНИЕ, УРОВЕНЬ СИСТОЛИЧЕСКОГО АД И
А диастолического АД
Б общий холестерин
В холестерин ЛПНП
Г глюкоза крови",Б общий холестерин ,"В шкале SCORE для определения риска сердечно-сосудистой смерти учитываются пол, возраст, курение, уровень систолического АД и общий холестерин.",1
76,"ИНГИБИТОРЫ АПФ ПРОТИВОПОКАЗАНЫ ПРИ
А хронической сердечной недостаточности II Б стадии
Б двустороннем стенозе почечной артерии
В повышении АД выше 180/110 мм Hg
Г макрогематурии",Б двустороннем стенозе почечной артерии,"Ингибиторы АПФ противопоказаны при двустороннем стенозе почечных артерий, так как это состояние является абсолютным противопоказанием к их назначению.",1
77,"ИНГИБИТОРЫ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА МОГУТ ВЫЗЫВАТЬ
А постренальное острое повреждение почек
Б гипокалиемию	
В гипонатриемию
Г преренальное острое повреждение почек",Г преренальное острое повреждение почек ,"Ингибиторы ангиотензинпревращающего фермента (АПФ) могут вызывать преренальное острое повреждение почек (Г). Это связано с тем, что они снижают артериальное давление, уменьшают почечный кровоток и клубочковую фильтрацию, что может привести к нарушению функции почек.",1
78,"ПРИ ЛЕЧЕНИИ АРТЕРИАЛЬНОЙ ГИПЕРТОНИИ У БОЛЬНЫХ С НАРУШЕНИЕМ ФУНКЦИИ ПОЧЕК ОБЫЧНО ПОКАЗАНО НАЗНАЧЕНИЕ
А петлевых диуретиков
Б бета-адреноблокаторов
В препаратов центрального действия
Г тиазидовых и тиазидоподобных диуретиков",А петлевых диуретиков,"При лечении артериальной гипертонии у больных с нарушением функции почек обычно показано назначение петлевых диуретиков. Это связано с тем, что они являются наиболее эффективными и безопасными препаратами для снижения артериального давления и улучшения работы почек.",1
79,"ХАРАКТЕРНЫМ ПОБОЧНЫМ ЭФФЕКТОМ ИНГИБИТОРОВ АНГИОТЕНЗИНПРЕВРАЩАЮЩЕГО ФЕРМЕНТА ЯВЛЯЕТСЯ
А запор
Б головная боль
В кашель
Г мышечная слабость",В кашель,"Характерным побочным эффектом ингибиторов ангиотензинпревращающего фермента является мышечная слабость (Г). Это связано с тем, что эти препараты влияют на работу фермента, который участвует в регуляции кровяного давления и функционировании мышц.",-1
