Вопрос,Ответ,YaGPT,Результат
47,"ПРОТИВОПОКАЗАНИЕМ К НАЗНАЧЕНИЮ ТИАЗИДНЫХ ДИУРЕТИКОВ ЯВЛЯЕТСЯ
А подагра
Б сахарный диабет
В инсульт в анамнезе
Г ишемическая болезнь сердца",А подагра ,"Правильный ответ — «Б», сахарный диабет. Тиазидные диуретики противопоказаны при тяжёлой почечной или печёночной недостаточности, трудноконтролируемом сахарном диабете и болезни Аддисона.",-1
48,"ПРИ НАЛИЧИИ ВЫРАЖЕННОЙ АОРТАЛЬНОЙ НЕДОСТАТОЧНОСТИ У БЕССИМПТОМНЫХ ПАЦИЕНТОВ С СОХРАННОЙ ФРАКЦИЕЙ ВЫБРОСА ЛЕВОГО ЖЕЛУДОЧКА СОГЛАСНО РЕКОМЕНДАЦИЯМ ЕВРОПЕЙСКОГО ОБЩЕСТВА КАРДИОЛОГОВ 2017 Г. ПОКАЗАНИЕМ ДЛЯ ОПЕРАТИВНОГО ЛЕЧЕНИЯ ЯВЛЯЕТСЯ УВЕЛИЧЕНИЕ
А конечно-систолического размера левого желудочка более 50 мм
Б размеров левого предсердия
В конечно-диастолического размера левого желудочка от 50 до 70 мм
Г размеров правого предсердия",А конечно-систолического размера левого желудочка более 50 мм ,"Согласно рекомендациям Европейского общества кардиологов 2017 года, показанием для оперативного лечения у бессимптомных пациентов с выраженной аортальной недостаточностью и сохранной фракцией выброса левого желудочка является увеличение конечно-систолического размера левого желудочка более 50 мм. Это связано с тем, что такое увеличение указывает на ухудшение систолической функции левого желудочка и может привести к худшим исходам.",1
49,"К АНТАГОНИСТАМ ЭНДОТЕЛИНОВЫХ РЕЦЕПТОРОВ ОТНОСЯТ
А Бозентан
Б Вазапростан
В Пентоксифиллин
Г Силденафил",А Бозентан,"Правильный ответ — бозентан (А). Он является неселективным антагонистом эндотелиновых рецепторов типа ETA и ETB. Бозентан снижает лёгочное и системное сосудистое сопротивление, приводя к повышению сердечного выброса без увеличения частоты сердечных сокращений.",1
50,"БАЛЛОННАЯ ВАЛЬВУЛОПЛАСТИКА АОРТАЛЬНОГО КЛАПАНА МОЖЕТ РАССМАТРИВАТЬСЯ У ПАЦИЕНТОВ С
А аневризмой аорты
Б острой аортальной недостаточностью
В умеренным аортальным стенозом
Г тяжелым аортальным стенозом и нестабильной гемодинамикой",Г тяжелым аортальным стенозом и нестабильной гемодинамикой ,"Правильный ответ — Г: тяжёлым аортальным стенозом и нестабильной гемодинамикой.
Баллонная вальвулопластика аортального клапана показана пациентам с тяжёлым аортальным стенозом и нестабильной гемодинамикой, так как это хирургическая процедура, которая может улучшить функцию клапана и стабилизировать гемодинамику.
",1
51,"ТИП А СИНДРОМА WPW ХАРАКТЕРИЗУЕТСЯ
А доминированием зубца S в отведениях V1,V2, V3 (конфигурация QS или rS)
Б укорочением комплекса QRS во всех грудных отведениях
В доминированием зубца R в отведениях V1,V2, V3 (конфигурация R или Rs)
Г удлинением интервала QT","В доминированием зубца R в отведениях V1,V2, V3 (конфигурация R или Rs) ","Ответ В: «Тип А синдрома WPW характеризуется доминированием зубца R в отведениях V1, V2, V3 (конфигурация R или Rs)».
Обоснование: при типе А синдрома WPW дополнительный путь проведения импульсов расположен слева от атриовентрикулярного узла между левым предсердием и левым желудочком, что приводит к преждевременному возбуждению левого желудочка. Это отражается на ЭКГ в виде конфигурации зубцов R или Rs в отведениях V1, V2, V3.",1
52,"КОЛИЧЕСТВО БАЛЛОВ ПО ШКАЛЕ СНА2DS2-VASC У МУЖЧИНЫ 64 ЛЕТ С ГИПЕРТОНИЧЕСКОЙ БОЛЕЗНЬЮ И САХАРНЫМ ДИАБЕТОМ ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ РАВНО
А 2
Б 3
В 1
Г 4",А 2,"Правильный ответ — В (1 балл).
Баллы по шкале CHA2DS2-VASc начисляются за следующие факторы риска:
Возраст ≥ 75 лет — 2 балла.
Сосудистые заболевания (инсульт, транзиторная ишемическая атака, периферическая артериальная болезнь или атеросклеротическая болезнь клапанов) — 1 балл.
Женский пол — 1 балл.
У мужчины 64 лет с гипертонией, сахарным диабетом и фибрилляцией предсердий нет сосудистых заболеваний и возраст меньше 75 лет, поэтому количество баллов по шкале CHA2DS2-VASc равно 1.",-1
53,"ПРОВЕДЕНИЕ ПО АТРИОВЕНТРИКУЛЯРНОМУ УЗЛУ ОТРАЖАЕТ ИНТЕРВАЛ
А QT
Б PQ
В RR
Г РР",Б PQ ,Б. PQ отражает проведение по атриовентрикулярному узлу.,1
54,"ОПТИМАЛЬНАЯ ЧАСТОТА СЕРДЕЧНЫХ СОКРАЩЕНИЙ У ПАЦИЕНТОВ С ФИБРИЛЛЯЦИЕЙ ПРЕДСЕРДИЙ И ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ДОЛЖНА НАХОДИТЬСЯ В ПРЕДЕЛАХ ОТ (В УДАРАХ В МИНУТУ)
А 60 до 70
Б 80 до 110
В 60 до 100
Г 80 до 90",В 60 до 100,"Оптимальная частота сердечных сокращений у пациентов с фибрилляцией предсердий и хронической сердечной недостаточностью должна находиться в пределах от 60 до 70 ударов в минуту (ответ А).
Этот выбор основан на рекомендациях Европейского общества кардиологов и Американской коллегии кардиологов, которые указывают, что целевой диапазон частоты сердечных сокращений у таких пациентов должен составлять от 50 до 80 ударов в минуту.",-1
55,"АБСОЛЮТНЫМ ПОКАЗАНИЕМ К ИМПЛАНТАЦИИ ПОСТОЯННОГО КАРДИОСТИМУЛЯТОРА, У БОЛЬНОГО, ПЕРЕНЕСШЕГО ПЕРЕДНИЙ ИНФАРКТ МИОКАРДА, ЯВЛЯЕТСЯ
А предсердная экстрасистолия и блокада передней ветви ножки пучка Гиса
Б блокада задней ветви левой ножки пучка Гиса
В блокада левой ножки пучка Гиса
Г атриовентрикулярная блокада дистальной локализации II и III степени
",Г атриовентрикулярная блокада дистальной локализации II и III степени ,"Абсолютным показанием к имплантации постоянного кардиостимулятора у больного, перенёсшего передний инфаркт миокарда, является блокада передней ветви ножки пучка Гиса. Это связано с тем, что такая блокада часто сопровождается нарушением проведения возбуждения по ножкам пучка Гиса и может привести к развитию полной поперечной блокады сердца.",0
56,"ДЛЯ ПРОФИЛАКТИКИ ТРОМБОЭМБОЛИЧЕСКИХ ОСЛОЖНЕНИЙ ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ ДАБИГАТРАН НАЗНАЧАЕТСЯ В ДОЗИРОВКЕ (В МГ) _____, _____ В СУТКИ
А 5; 2 раза
Б 60-80; 1 раз
В 20; 1 раз 
Г 110-150; 2 раза",Г 110-150; 2 раза ,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
57,"ДЛЯ ПРОФИЛАКТИКИ ИНСУЛЬТА ПРИ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ У ПАЦИЕНТОВ С МЕХАНИЧЕСКИМИ ПРОТЕЗАМИ НУЖНО ИСПОЛЬЗОВАТЬ
А апиксабан
Б варфарин
В аспирин
Г дабигатран",Б варфарин,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
58,"ПРИСТУПЫ ОДЫШКИ, ВОЗНИКАЮЩИЕ В ПОЛОЖЕНИИ СИДЯ И ПРОХОДЯЩИЕ В ПОЛОЖЕНИИ ЛЕЖА, МОГУТ НАБЛЮДАТЬСЯ У БОЛЬНЫХ С
А митральным пороком сердца
Б шаровидным тромбом в левом предсердии
В пролапсом митрального клапана
Г миокардитом",Б шаровидным тромбом в левом предсердии ,"Правильный ответ — Г (миокардит).
Приступы одышки, возникающие в положении сидя и проходящие в положении лёжа, могут наблюдаться у больных с миокардитом. Это связано с воспалением сердечной мышцы, которое вызывает нарушение сократительной функции миокарда и ухудшение насосной функции сердца.",-1
59,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА
А параллельная инфузия допамина и нитроглицерина
Б инфузия добутамина
В инфузия нитратов и внутривенное введение фуросемида	
Г инфузия ингибиторов АПФ",В инфузия нитратов и внутривенное введение фуросемида ,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
60,"САМЫМ ЧАСТЫМ СИМПТОМОМ ПРИ ТРОМБОЭМБОЛИИ ЛЕГОЧНОЙ АРТЕРИИ ЯВЛЯЕТСЯ
А повторное кровохарканье
Б боль в левой половине грудной клетки
В эпизод потери сознания
Г внезапная одышка",Г внезапная одышка ,"Самым частым симптомом при тромбоэмболии лёгочной артерии является внезапная одышка. Это связано с тем, что эмболия лёгочной артерии вызывает нарушение кровообращения в лёгких, что приводит к снижению насыщения крови кислородом и повышению нагрузки на дыхательную систему.",1
61,"ПРИ НАПРАВЛЕНИИ ГРАЖДАНИНА, ПОСТРАДАВШЕГО В СВЯЗИ С ТЯЖЕЛЫМ НЕСЧАСТНЫМ СЛУЧАЕМ НА ПРОИЗВОДСТВЕ, ПОСЛЕ ОКАЗАНИЯ ЕМУ МЕДИЦИНСКОЙ ПОМОЩИ В СТАЦИОНАРНЫХ УСЛОВИЯХ (УСЛОВИЯХ ДНЕВНОГО СТАЦИОНАРА), АМБУЛАТОРНЫХ УСЛОВИЯХ, НА МЕДИЦИНСКУЮ РЕАБИЛИТАЦИЮ В САНАТОРНО-КУРОРТНУЮ ОРГАНИЗАЦИЮ В ПЕРИОД ВРЕМЕННОЙ НЕТРУДОСПОСОБНОСТИ (ДО НАПРАВЛЕНИЯ НА МСЭ) ЛИСТОК НЕТРУДОСПОСОБНОСТИ ФОРМИРУЕТСЯ МЕДИЦИНСКОЙ ОРГАНИЗАЦИЕЙ, НАПРАВИВШЕЙ ГРАЖДАНИНА НА МЕДИЦИНСКУЮ РЕАБИЛИТАЦИЮ, ПО РЕШЕНИЮ ВРАЧЕБНОЙ КОМИССИИ
А весь период лечения
Б на весь период медицинской реабилитации и проезда к месту лечения и обратно
В первые пять дней лечения
Г первые десять дней лечения

",Б на весь период медицинской реабилитации и проезда к месту лечения и обратно ,"Б. На весь период медицинской реабилитации и проезда к месту лечения и обратно.
Это следует из пункта 32 Приказа Минздравсоцразвития России от 24.01.2012 № 31н.",1
62,"ПРИ СТЕНОКАРДИИ УМЕРЕННЫЕ НАРУШЕНИЯ ФУНКЦИИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ: СТЕНОКАРДИЯ ИЛИ БЕЗБОЛЕВАЯ ИШЕМИЯ МИОКАРДА, ФКIII (50 ВТ) ПРИ НАЛИЧИИ ХСН I, IIА, ИМЕЕТ КОЛИЧЕСТВЕННУЮ ОЦЕНКУ НАРУШЕНИЙ (В ПРОЦЕНТАХ)
А 10-30
Б 40-60
В 70-80
Г 90-100",Б 40-60,"Правильный ответ — Б (40–60%).
Умеренные нарушения функций сердечно-сосудистой системы соответствуют инвалидности третьей группы. У больного определяется стенокардия или безболевая ишемия миокарда III функционального класса (мощность последней ступени нагрузки при велоэргометрии 50 Вт) при наличии хронической сердечной недостаточности I и IIA стадии.",1
63,"ПРИ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТИ ЗНАЧИТЕЛЬНО ВЫРАЖЕННЫЕ НАРУШЕНИЯ ФУНКЦИИ СЕРДЕЧНО-СОСУДИСТОЙ СИСТЕМЫ: ХРОНИЧЕСКАЯ СЕРДЕЧНАЯ НЕДОСТАТОЧНОСТЬ III СТАДИИ, ИМЕЕТ КОЛИЧЕСТВЕННУЮ ОЦЕНКУ НАРУШЕНИЙ (В ПРОЦЕНТАХ)
А 10-30
Б 40-60
В 90-100
Г 70-80",В 90-100 ,"Правильный ответ — В (90–100).
Сердечная недостаточность III стадии характеризуется необратимыми изменениями в сердечно-сосудистой системе, лёгких, головном мозге, почках и обмене веществ. Эти изменения приводят к сильному нарушению функции сердечно-сосудистой системы, что выражается в процентах как 90–100.",1
64,"ОСИПЛОСТЬ ГОЛОСА ВСЛЕДСТВИЕ ДИЛАТАЦИИ ЛЕВОГО ПРЕДСЕРДИЯ, СДАВЛИВАЮЩЕГО ЛЕВЫЙ ВОЗВРАТНЫЙ ГОРТАННЫЙ НЕРВ, ХАРАКТЕРИЗУЕТ СИНДРОМ
А Элерса-Данлоса
Б Ортнера
В Лютембаше
Г Дресслера",Б Ортнера ,"Б. Осиплость голоса вследствие дилатации левого предсердия, сдавливающего левый возвратный гортанный нерв, характеризует синдром Ортнера.",1
65,"КОАРКТАЦИЯ АОРТЫ - ЭТО ВРОЖДЕННЫЙ ПОРОК СЕРДЦА, ХАРАКТЕРИЗУЮЩИЙСЯ
А воспалением внутренней оболочки сосуда
Б сегментарным сужением просвета аорты
В расслоением аорты в антероградном направлении
Г обструкцией выносящего тракта левого желудочка",Б сегментарным сужением просвета аорты ,"Правильный ответ — Б: сегментарное сужение просвета аорты.
Коарктация аорты — это врождённый порок сердца, который характеризуется сегментарным сужением просвета аорты. Это наиболее распространённый тип порока, встречающийся у 7,5% новорождённых и детей раннего возраста.",1
66,"ЕДИНСТВЕННЫМ КЛАПАНОМ, НЕ ИМЕЮЩИМ В НОРМЕ РЕГУРГИТАЦИИ, ЯВЛЯЕТСЯ
А трикуспидальный
Б митральный
В аортальный
Г пульмональный",В аортальный ,"Единственным клапаном, который не имеет регургитации в норме, является трикуспидальный. В норме трикуспидальный клапан открывается только в одну сторону — пропускает кровь из правого предсердия в правый желудочек. Это обеспечивает однонаправленный ток крови и предотвращает обратное попадание крови из правого желудочка в правое предсердие.",-1
67,"К НЕОБХОДИМЫМ УСЛОВИЯМ РАЗВИТИЯ ЛЕГОЧНОГО СЕРДЦА ОТНОСЯТ
А уменьшение эффективного сосудистого русла легких
Б гиперкапнию и ацидоз
В гипертрофию стенок правого желудочка
Г легочную гипертензию",Г легочную гипертензию,"Правильный ответ — гиперкапния и ацидоз (Б).
Эти условия вызывают нарушение кислотно-щелочного состояния, что приводит к повышению артериального давления в малом круге кровообращения и перегрузке правых отделов сердца.",-1
68,"ПАЦИЕНТАМ С ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ И АРТЕРИАЛЬНОЙ ГИПЕРТЕНЗИЕЙ ПРОТИВОПОКАЗАН ПРИЕМ
А блокаторов ангиотензиновых рецепторов
Б иАПФ
В бета-блокаторы
Г агонистов имидазолиновых рецепторов",Г агонистов имидазолиновых рецепторов,"Пациентам с хронической сердечной недостаточностью и артериальной гипертензией противопоказан приём блокаторов ангиотензиновых рецепторов (А).
Это связано с тем, что блокаторы рецепторов ангиотензина (БРА) могут вызывать задержку жидкости и ухудшение функции почек, что усугубляет симптомы сердечной недостаточности.",-1
69,"К БЛОКАТОРАМ РЕЦЕПТОРОВ АНГИОТЕНЗИНА, РАЗРЕШЕННЫМ К ПРИМЕНЕНИЮ У ПАЦИЕНТОВ С СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ, ОТНОСЯТ
А телмисартан
Б эпросартан
В кандесартан, валсартан
Г ирбесартан","В кандесартан, валсартан ","Ответ: В (кандесартан, валсартан).
Кандесартан и валсартан являются блокаторами рецепторов ангиотензина, которые разрешены к применению у пациентов с сердечной недостаточностью. Они обладают схожими фармакологическими свойствами и эффективностью при лечении хронической сердечной недостаточности, заменяя ингибиторы АПФ.
",1
70,"К ПРОТИВОПОКАЗАНИЯМ ДЛЯ НАЗНАЧЕНИЯ БЕТА-БЛОКАТОРОВ У БОЛЬНЫХ С ХРОНИЧЕСКОЙ СЕРДЕЧНОЙ НЕДОСТАТОЧНОСТЬЮ ОТНОСЯТ
А снижение фракции изгнания менее 2 0%
Б сердечную астму и отёк лёгких
В наличие атрио-вентирикулярной блокады I степени
Г снижение фракции изгнания менее 40 %",Б сердечную астму и отёк лёгких,"Правильный ответ — Г: снижение фракции изгнания менее 40 %.
Бета-блокаторы противопоказаны пациентам с хронической сердечной недостаточностью при снижении фракции изгнания менее 40 %, так как это указывает на тяжёлую дисфункцию левого желудочка и повышенный риск развития побочных эффектов от приёма препаратов.",-1
71,"В НОРМЕ КОНЕЧНЫЙ ДИАСТОЛИЧЕСКИЙ РАЗМЕР ЛЕВОГО ЖЕЛУДОЧКА В ПАРАСТЕРНАЛЬНОЙ ПОЗИЦИИ У ВЗРОСЛЫХ НА ЭХОКАРДИОГРАММЕ РАВЕН ДО (В ММ)
А 45
Б 56
В 60
Г 50",Б 56,"Правильный ответ — В (60 мм).
Конечный диастолический размер левого желудочка в норме равен 60 мм в парастернальной позиции у взрослых на эхокардиограмме.",-1
72,"ОПТИМАЛЬНЫМ МЕТОДОМ ИССЛЕДОВАНИЯ ПРИ ПРЕДВАРИТЕЛЬНОМ ДИАГНОЗЕ «ПРОЛАБИРОВАНИЕ МИТРАЛЬНОГО КЛАПАНА» ЯВЛЯЕТСЯ
А допплерография
Б перфузионная сцинтиграфия
В селективная ангиография
Г эхокардиография",Г эхокардиография,"Оптимальным методом исследования при предварительном диагнозе «пролабирование митрального клапана» является эхокардиография с допплер-анализом. Этот метод позволяет определить степень пролабирования клапанных створок и объём крови, поступающей в левый желудочек при регургитации.",0
73,"ЗНАЧЕНИЕ СУТОЧНОГО ИНДЕКСА АРТЕРИАЛЬНОГО ДАВЛЕНИЯ 10-20% ХАРАКТЕРНО ДЛЯ
А Over-dipper
Б Non-dipper
В Dipper
Г Night-peaker",В Dipper,"Правильный ответ — Dipper (dip). Это означает, что у человека нормальное снижение артериального давления в ночное время (10–20%).
",1
74,"НОРМАЛЬНЫЙ ЗУБЕЦ Q В ЛЕВЫХ ОТВЕДЕНИЯХ (АVL, V4-6) ОТРАЖАЕТ ДЕПОЛЯРИЗАЦИЮ
А базального отдела левого желудочков
Б передне-перегородочной стенки левого желудочка
В межжелудочковой перегородки
Г передней стенки правого желудочка",В межжелудочковой перегородки,"Б. Нормальные зубцы Q в левых отведениях (AVL, V4-6) отражают деполяризацию передне-перегородочной стенки левого желудочка.",-1
75,"РАННИМ ЭКГ-ПРИЗНАКОМ ГИПЕРКАЛИЕМИИ ЯВЛЯЕТСЯ
А укороченный интервал PQ
Б уширение комплекса QRS
В высокий остроконечный зубец Т
Г сглаженный зубец Т",В высокий остроконечный зубец Т,"Ранним ЭКГ-признаком гиперкалиемии является высокий остроконечный зубец Т. Это связано с тем, что при повышении уровня калия в крови происходит смещение сегмента ST вверх, что приводит к увеличению амплитуды зубца Т.",1
76,"НА ПРИЕМЕ ВРАЧОМ ПРИ ПОВТОРНЫХ ИЗМЕРЕНИЯХ АД БЫЛИ ЗАРЕГИСТРИРОВАНЫ ЗНАЧЕНИЯ 130/90, 138/92, 135/95, 120/94 ММ РТ.СТ., ПОЛУЧЕННЫЕ ДАННЫЕ СЛЕДУЕТ ТРАКТОВАТЬ КАК
А артериальная гипертензия III степени
Б нормальное АД
В артериальная гипертензия II степени
Г артериальная гипертензия I степени",Г артериальная гипертензия I степени ,"Полученные данные следует трактовать как артериальную гипертензию II степени (В). Это пограничное значение между нормальным давлением и артериальной гипертензией. Систолическое давление (138 мм рт. ст.) находится в пределах нормального диапазона, но диастолическое давление (92 мм рт. ст.) превышает нормальные значения.",-1
77,"ДИАГНОЗ «СКРЫТАЯ АГ» ОПРЕДЕЛЯЕТСЯ УРОВНЯМИ (В ММ.РТ.СТ)
А среднесуточного амбулаторного АД <130/80 и повышенного «офисного» АД
Б эпизодически повышенного «офисного» АД и амбулаторного АД >135/85
В «офисного» АД >160-170/100 мм рт.ст. и дневного амбулаторного АД >135/85
Г дневного амбулаторного АД >135/85 и «офисного АД» <140/90
",Г дневного амбулаторного АД >135/85 и «офисного АД» <140/90,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
78,"ЦЕЛЕВОЙ УРОВЕНЬ ДИАСТОЛИЧЕСКОГО АРТЕРИАЛЬНОГО ДАВЛЕНИЯ, РЕКОМЕНДОВАННЫЙ ВСЕМ БОЛЬНЫМ АРТЕРИАЛЬНОЙ ГИПЕРТОНИЕЙ, ВНЕ ЗАВИСИМОСТИ ОТ СТЕПЕНИ РИСКА И НАЛИЧИЯ СОПУТСТВУЮЩЕЙ ПАТОЛОГИИ СОСТАВЛЯЕТ (В ММ РТ.СТ.)
А 70-79
Б >90
В >60
Г <100",А 70-79 ,"Правильный ответ — Г: <100.
Целевой уровень диастолического артериального давления для всех больных артериальной гипертонией составляет менее 100 мм рт. ст. Это связано с тем, что снижение диастолического давления ниже этого уровня приводит к уменьшению риска развития сердечно-сосудистых событий и улучшению прогноза для пациентов.",-1
79,"НОРМАЛЬНАЯ МАССА СЕРДЦА ВЗРОСЛОГО ЧЕЛОВЕКА СОСТАВЛЯЕТ (В ГРАММАХ)
А 180-200
Б 100-120
В 480-500
Г 270-300",Г 270-300,"Правильный ответ — Б (100–120).
Нормальная масса сердца взрослого человека составляет примерно 100–120 грамм. Этот диапазон является наиболее оптимальным для обеспечения нормального функционирования сердечно-сосудистой системы.",-1
