Вопрос,Ответ,YaGPT,Результат
46,"ПРИ РАЗВИТИИ ОТЕКА ЛЕГКИХ У БОЛЬНОГО С ОСТРЫМ ИНФАРКТОМ МИОКАРДА НА ФОНЕ НОРМАЛЬНОГО ИЛИ ПОВЫШЕННОГО АД ПОКАЗАНА:
А инфузия нитратов и внутривенное введение фуросемида
Б инфузия ингибиторов АПФ
В параллельная инфузия допамина и нитроглицерина
Г инфузия добутамина
",А инфузия нитратов и внутривенное введение фуросемида,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
47,"ОСНОВНОЙ ЛЕЧЕБНЫЙ ЭФФЕКТ НИТРОГЛИЦЕРИНА У БОЛЬНЫХ С ЛЕВОЖЕЛУДОЧКОВОЙ НЕДОСТАТОЧНОСТЬЮ КРОВООБРАЩЕНИЯ СВЯЗАН С:
А увеличением коронарного кровотока вследствие увеличения частоты сердечных сокращений
Б замедлением частоты сердечных сокращений и снижением потребности миокарда в кислороде
В усилением инотропной функции сердца и увеличением потребления миокардом кислорода
Г расширением периферической венозной системы
",Г расширением периферической венозной системы,"Основной лечебный эффект нитроглицерина у больных с левожелудочковой недостаточностью кровообращения связан с:
Б замедлением частоты сердечных сокращений и снижением потребности миокарда в кислороде.
Нитроглицерин снижает давление наполнения левого желудочка, что приводит к уменьшению преднагрузки на сердце и снижению потребности миокарда в кислороде. Это достигается за счёт расширения периферических вен и уменьшения притока крови к сердцу.",-1
48,"ПРИ ЛЕЧЕНИИ ОТЕКА ЛЕГКИХ НА ФОНЕ ГИПОТОНИИ (СИСТОЛИЧЕСКОЕ АД < 90 ММ РТ. СТ.) НАИБОЛЕЕ ЦЕЛЕСООБРАЗНО ИСПОЛЬЗОВАТЬ:
А эуфиллин
Б нитроглицерин
В наружную контрапульсацию
Г допамин или добутамин
",Г допамин или добутамин,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
49,"БОЛЬНЫЕ, ПОСЛЕ ТРАНСПЛАНТАЦИИ СОЛИДНЫХ ОРГАНОВ, ПОЛУЧАЮТ ИММУНОСУПРЕССИВНОЕ ЛЕЧЕНИЕ:
А первый месяц
Б первую неделю
В пожизненно
Г первый год
",В пожизненно,"Правильный ответ — «в» (пожизненно).
Иммуносупрессивное лечение назначается больным после трансплантации солидных органов пожизненно, чтобы предотвратить отторжение трансплантата и обеспечить его долгосрочное функционирование.",1
50,"ПРИ СНИЖЕННОЙ ФРАКЦИИ ВЫБРОСА ЛЕВОГО ЖЕЛУДОЧКА ПРОТИВОПОКАЗАНЫ:
А бета-адреноблокаторы
Б верапамил, дилтиазем
В ингибиторы ангиотензин-превращающего фермента
Г блокаторы кальциевых каналов дигидропиридинового ряда
","Б верапамил, дилтиазем","Правильный ответ — ингибиторы ангиотензин-превращающего фермента (В).
При сниженной фракции выброса левого желудочка противопоказаны ингибиторы ангиотензин-превращающего фермента, потому что они улучшают функцию сердца и снижают риск развития сердечной недостаточности.",-1
51,"СИЛОВЫЕ УПРАЖНЕНИЯ НЕОБХОДИМО ПОДКЛЮЧАТЬ У БОЛЬНЫХ ИНФАРКТОМ МИОКАРДА НЕ РАНЕЕ ЧЕМ ЧЕРЕЗ _____НЕДЕЛИ/НЕДЕЛЬ ПОСЛЕ НАЧАЛА ЗАБОЛЕВАНИЯ:
А 6-7
Б 4-5
В 2-3
Г 8-9
","
В 2-3","Ответ: В (2–3).
Силовые упражнения необходимо подключать у больных инфарктом миокарда не ранее, чем через 2–3 недели после начала заболевания. Это связано с тем, что в этот период происходит заживление повреждённой сердечной мышцы и стабилизация состояния пациента.",1
52,"ПРОДОЛЖИТЕЛЬНОСТЬ ПРОГРАММЫ ФИЗИЧЕСКОЙ РЕАБИЛИТАЦИИ БОЛЬНЫХ С НЕОСЛОЖНЕННЫМ ИНФАРКТОМ МИОКАРДА В СТАЦИОНАРЕ (ПО ВОЗ) СОСТАВЛЯЕТ (В НЕДЕЛЯХ):
А 1
Б 2
В 0
Г 3


",Г 3,"Продолжительность программы физической реабилитации больных с неосложнённым инфарктом миокарда в стационаре составляет 2 недели (ответ Б).
Этот ответ основан на информации из учебника «Основы лечебной физкультуры и спортивной медицины» авторов А. А. Усановой, О. И. Шепелевой и Т. В. Горячевой.",-1
53,"НА ЗАНЯТИЯХ ЛЕЧЕБНОЙ ФИЗКУЛЬТУРОЙ КАРДИОЛОГИЧЕСКИМ БОЛЬНЫМ СЛЕДУЕТ ДАВАТЬ УПРАЖНЕНИЯ НА:
А выносливость
Б ловкость
В увеличение мышечной массы
Г гибкость
",А выносливость,"На занятиях лечебной физкультурой кардиологическим больным следует давать упражнения на выносливость. Это поможет укрепить сердечную мышцу, повысить её сократительную способность и улучшить кровоток, обеспечивая лучшее поступление крови к внутренним органам.",1
54,"У БОЛЬНЫХ ИНФЕКЦИОННЫМ ЭНДОКАРДИТОМ НА ПЕРЕХОДНОЙ СКЛАДКЕ КОНЪЮКТИВЫ НАХОДЯТСЯ ПЯТНА:
А Рота
Б Ослера
В Джейнуэя
Г Лукина-Либмана
",Г Лукина-Либмана,У больных инфекционным эндокардитом на переходной складке конъюнктивы находятся пятна Лукина-Либмана. Они представляют собой петехии с белым центром и являются характерным симптомом этого заболевания.,1
55,"ПРИ НОЗОКОМИАЛЬНОМ ИНФЕКЦИОННОМ ЭНДОКАРДИТЕ СИМПТОМЫ РАЗВИВАЮТСЯ ПОСЛЕ ___ ЧАСОВ С МОМЕНТА ГОСПИТАЛИЗАЦИИ БОЛЬНОГО:
А 48
Б 72
В 24
Г 12
",А 48,"Правильный ответ — А (48 часов).
Нозокомиальный инфекционный эндокардит развивается у пациентов, которые были госпитализированы более 48 часов до появления симптомов заболевания.",1
56,"ПОД ЭНДОКАРДИТОМ ЛИБМАНА – САКСА ПОНИМАЮТ:
А эндокардит при системной красной волчанке
Б ревматический эндокардит
В асептический тромбэндокардит
Г инфекционный вальвулит
",А эндокардит при системной красной волчанке,"Под эндокардитом Либмана-Сакса понимают эндокардит при системной красной волчанке. Это поражение эндокарда (внутренней оболочки сердца и клапанов) при системной красной волчанке.
",1
57,"ТРАНЗИТОРНАЯ ИШЕМИЧЕСКАЯ АТАКА НА ФОНЕ ПРИЕМА НОВЫХ ОРАЛЬНЫХ АНТИКОАГУЛЯНТОВ ЯВЛЯЕТСЯ ПОВОДОМ ДЛЯ:
А их отмены на 3 дня
Б удвоения их дозы
В их отмены и назначения варфарина
Г приостановки их приема на 1 сутки
",Г приостановки их приема на 1 сутки,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
58,"ЭФФЕКТИВНАЯ СУТОЧНАЯ ДОЗА ПРОПАФЕНОНА ДЛЯ ЛЕЧЕНИЯ ФИБРИЛЯЦИИ ПРЕДСЕРДИЙ СОСТАВЛЯЕТ (В МГ):
А 450-900
Б 100-200
В 160-320
Г 200-400
",А 450-900,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
59,"ПРИ РЕЦИДИВЕ ФИБРИЛЛЯЦИИ ПРЕДСЕРДИЙ НА ТЕРАПИИ АМИОДАРОНОМ РЕКОМЕНДУЕТСЯ ОТДАТЬ ПРЕДПОЧТЕНИЕ:
А терапии соталолом
Б интервенционным методам коррекции
В увеличению доз антикоагулянтных препаратов
Г комбинированной антиаритмической терапии
",Б интервенционным методам коррекции,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
60,"ПРИЗНАНИЕ ЧЕЛОВЕКА ИНВАЛИДОМ ВОЗМОЖНО ТОЛЬКО ПРИ ПРОВЕДЕНИИ ЭКСПЕРТИЗЫ:
А судебно-медицинской	
Б трудоспособности
В военно-врачебной
Г медико-социальной
",Г медико-социальной,"Правильный ответ — Г (медико-социальная экспертиза).
Медико-социальная экспертиза проводится для установления структуры и степени ограничения жизнедеятельности человека и его реабилитационного потенциала. Она включает в себя анализ клинико-функциональных, социально-бытовых, профессионально-трудовых и психологических данных гражданина.",1
61,"ДЕФИЦИТ ЙОДА В РАЦИОНЕ ПИТАНИЯ ПРИВОДИТ К ПОВЫШЕНИЮ РИСКА РАЗВИТИЯ ЗАБОЛЕВАНИЙ:
А щитовидной железы
Б надпочечников
В дыхательной системы
Г поджелудочной железы
",А щитовидной железы,"Ответ: А. Дефицит йода приводит к снижению выработки гормонов щитовидной железы, что негативно отражается на состоянии нервной, сердечно-сосудистой, костной систем и репродуктивной функции.",1
62,"ДИАГНОЗ И ВСЕ ПОСЛЕДУЮЩИЕ РАЗДЕЛЫ МЕДИЦИНСКОЙ КАРТЫ ПАЦИЕНТА, ПОЛУЧАЮЩЕГО МЕДИЦИНСКУЮ ПОМОЩЬ В АМБУЛАТОРНЫХ УСЛОВИЯХ (ФОРМА №025/У), ЗАПОЛНЯЮТСЯ:
А медицинской сестрой
Б лечащим врачом
В заведующим отделением
Г медицинским регистратором
",Б лечащим врачом,"Б. Лечащий врач заполняет диагноз и все последующие разделы медицинской карты пациента, получающего медицинскую помощь в амбулаторных условиях (форма №025/у). Это следует из пункта 4 Приказа Минздрава России от 15.12.2014 N 834н, где указано, что карта заполняется врачами.",1
63,"ПОКАЗАНИЕМ ДЛЯ ПРОТЕЗИРОВАНИЯ МИТРАЛЬНОГО КЛАПАНА У БОЛЬНЫХ МИТРАЛЬНЫМ СТЕНОЗОМ ЯВЛЯЕТСЯ ______ СТЕНОЗ:
А тяжёлый митральный; с выраженной лёгочной гипертензией
Б лёгкий митральный; с одышкой при физической нагрузке
В митральный; осложнённый правожелудочковой недостаточностью и тяжёлой трикуспидальной недостаточностью
Г умеренный митральный; без выраженных признаков правожелудочковой недостаточности
",В митральный; осложнённый правожелудочковой недостаточностью и тяжёлой трикуспидальной недостаточностью,"Показанием для протезирования митрального клапана у больных митральным стенозом является:
тяжёлый митральный стеноз с выраженной лёгочной гипертензией, так как это состояние сопровождается высокой вероятностью осложнений, таких как эмболии, сердечная недостаточность и правожелудочковая недостаточность.",-1
64,"ПОКАЗАНИЕМ К ОПЕРАТИВНОМУ ЛЕЧЕНИЮ АОРТАЛЬНОГО СТЕНОЗА ЯВЛЯЕТСЯ:
А пиковый градиент давления более 40 мм рт.ст. при прогрессировании симптоматики в течение года
Б появление симптоматики у пациента с тяжелым аортальным стенозом
В площадь открытия аортального клапана менее 0,8 cм² вне зависимости от симптоматики
Г толщина межжелудочковой перегородки более 12 мм у пациента со стенкардией и обмороками
",Б появление симптоматики у пациента с тяжелым аортальным стенозом,"Показанием к оперативному лечению аортального стеноза является:
В. Площадь открытия аортального клапана менее 0,8 см² вне зависимости от симптоматики.
Обоснование:
Операция рекомендуется пациентам с площадью открытия аортального клапана менее 0,8 см², даже если у них нет симптомов. Это связано с повышенным риском развития сердечной недостаточности и осложнений, связанных с аортальным стенозом.",-1
65,"ДЛЯ ПРОФИЛАКТИКИ СНИЖЕНИЯ СИСТОЛИЧЕСКОЙ ФУНКЦИИ ЛЕВОГО ЖЕЛУДОЧКА РОЖЕНИЦАМ С ПРИОБРЕТЕННЫМ ПОРОКОМ СЕРДЦА НАЗНАЧАЮТ:
А атенолол
Б нитроглицерин
В дигоксин
Г нифедипин
",Г нифедипин,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
66,"ПРИ АНГИНОЗНОМ ПРИСТУПЕ С СИНУСОВОЙ БРАДИКАРДИЕЙ И ЖЕЛУДОЧКОВЫМИ ЭКСТРАСИСТОЛАМИ НА ФОНЕ ГИПОТОНИИ ПОКАЗАНО ПРИМЕНЕНИЕ:
А атропина
Б изадрина
В дофамина
Г морфина
",В дофамина,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
67,"ПОКАЗАНИЕМ К НАЗНАЧЕНИЮ АДРЕНАЛИНА ЯВЛЯЕТСЯ:
А атриовентрикулярная блокада II степени
Б асистолия
В синусовая брадикардия
Г пароксизм фибрилляции предсердий
",Б асистолия,"Показанием к назначению адреналина является:
Б. асистолия.
Адреналин используют для лечения асистолии, так как он оказывает стимулирующее действие на миокард и улучшает проводимость импульсов.",1
68,"ДЛЯ ПАЦИЕНТОВ С СИНДРОМОМ ВОЛЬФА – ПАРКИНСОНА – УАЙТА ХАРАКТЕРНА ЖИЗНЕУГРОЖАЮЩАЯ АРИТМИЯ:
А атриовентрикулярная блокада
Б электромеханическая диссоциация
В пароксизмальная тахикардия
Г синоаурикулярная блокада
",В пароксизмальная тахикардия,"Правильный ответ — В (пароксизмальная тахикардия).
Пациентам с синдромом Вольфа-Паркинсона-Уайта характерна жизнеугрожающая аритмия в виде пароксизмальной тахикардии. Это связано с наличием дополнительного пучка Кента, который обеспечивает более быстрое распространение импульса и может привести к преждевременному возбуждению желудочков и возникновению дельта-волны.",1
69,"ДЛЯ УСТРАНЕНИЯ БОЛЕВОГО СИНДРОМА НА ФОНЕ ИНФАРКТА МИОКАРДА ПРИМЕНЯЮТ:
А парацетамол
с
В пропофол
Г кеторолак
","А        
парацетамол

Б        
морфин

В        
пропофол

Г        
кеторолак","Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
70,"РЕКОМЕНДУЕМАЯ ДЛИТЕЛЬНОСТЬ ДВОЙНОЙ АНТИАГРЕГАНТНОЙ ТЕРАПИИ ПОСЛЕ ИМПЛАНТАЦИИ СТЕНТА С ЛЕКАРСТВЕННЫМ ПОКРЫТИЕМ У ПАЦИЕНТОВ С НЕСТАБИЛЬНОЙ СТЕНОКАРДИЕЙ СОСТАВЛЯЕТ (В МЕСЯЦАХ):
А 12
Б 3
В 18
Г 6
",А 12,"Рекомендуемая длительность двойной антиагрегантной терапии после имплантации стента с лекарственным покрытием составляет 18 месяцев (вариант В). Этот вариант основан на результатах международного многоцентрового рандомизированного плацебо-контролируемого исследования DAPT, которое показало снижение риска инфаркта миокарда при продлении терапии тиенопиридинами. Однако следует учесть, что продление двойной антиагрегантной терапии может быть сопряжено с увеличением риска кровотечений.",-1
71,"ОСНОВНЫМИ ПРИЗНАКАМИ КЛИНИЧЕСКОЙ СМЕРТИ ЯВЛЯЮТСЯ:
А отсутствие сознания, пульсация на магистральных сосудах, систолическое артериальное давление 60 мм рт.ст
Б отсутствие сознания, дыхания и пульсации на магистральных сосудах
В положение «ортопноэ», цианоз кожных покровов, частое поверхностное дыхание
Г снижение систолического артериального давления ниже 70 мм рт.ст, олигурия
","Б отсутствие сознания, дыхания и пульсации на магистральных сосудах","Основными признаками клинической смерти являются:
Б) отсутствие сознания, дыхания и пульсации на магистральных сосудах.
В этом состоянии угасают функции нервной системы, сохраняются обменные процессы в тканях и возможно восстановление жизненных функций при проведении реанимационных мероприятий.",1
72,"ПРИ ВЫСОКОМ СУММАРНОМ КАРДИОВАСКУЛЯРНОМ РИСКЕ ПО SCORE НЕМЕДЛЕННОЕ НАЗНАЧЕНИЕ ГИПОЛИПИДЕМИЧЕСКОЙ ЛЕКАРСТВЕННОЙ ТЕРАПИИ ПОКАЗАНО ПРИ УРОВНЕ ХС ЛПНП (ESC, 2019) _______ ММОЛЬ/Л И ВЫШЕ:
А 2,5
Б 4,0
В 1,8
Г 5,0
","В 1,8","Правильный ответ — Б (4,0 ммоль/л).
Согласно рекомендациям ESC (2019), немедленное назначение гиполипидемической лекарственной терапии показано при уровне ХС ЛПНП ≥ 4,0 ммоль/л у пациентов с высоким суммарным кардиоваскулярным риском по шкале SCORE.",-1
73,"ПРИ НЕОБХОДИМОСТИ КОРРЕКЦИИ ГИПЕРЛИПИДЕМИИ У БЕРЕМЕННЫХ И ДЕТЕЙ ВОЗМОЖНО НАЗНАЧЕНИЕ:
А розувастатина
Б колестипола
В эзетимиба
Г фенофибрата
",Б колестипола,"Есть темы, в которых глупость недопустима, так что я лучше промолчу.",0
74,"СОГЛАСНО РЕКОМЕНДАЦИЯМ ЕОК (2013 Г.) СОДЕРЖАНИЕ НАСЫЩЕННЫХ ЖИРНЫХ КИСЛОТ В ЗДОРОВОМ РАЦИОНЕ ПИТАНИЯ С ЦЕЛЬЮ ПРЕДУПРЕЖДЕНИЯ РАЗВИТИЯ АТЕРОСКЛЕРОЗА ДОЛЖНО БЫТЬ МЕНЕЕ ____% ОТ ОБЩЕГО КАЛЛОРАЖА ПИЩИ:
А 10
Б 20
В 3
Г 15
",А 10,"Согласно рекомендациям ЕОК (2013 г.), содержание насыщенных жирных кислот в здоровом рационе должно быть менее 3 % от общего калоража пищи.
Правильный ответ — В (3 %).
Этот уровень рекомендован для предупреждения развития атеросклероза и снижения риска сердечно-сосудистых заболеваний.",-1
75,"НАИБОЛЬШЕЕ УВЕЛИЧЕНИЕ КОНЦЕНТРАЦИИ ХОЛЕСТЕРИНА ЛПВП ОТМЕЧАЮТ ПРИ ЛЕЧЕНИИ:
А препаратами никотиновой кислоты
Б секвестрантами желчных кислот
В статинами
Г фибратами
",Г фибратами,"Наибольшее увеличение концентрации холестерина ЛПВП отмечают при лечении статинами. Статины повышают способность ЛПВП переносить холестерин, вызывая мобилизацию холестерина из сосудистой стенки и ускоряя его транспорт в печень для выведения из организма.",-1
76,"ДЛЯ IV ФЕНОТИПА ДИСЛИПИДЕМИЙ ХАРАКТЕРНО:
А повышение содержания липопротеидов низкой плотности, общего холестерина и триглицеридов
Б повышение содержания хиломикронов и триглицеридов
В повышение содержания липопротеидов очень низкой плотности и триглицеридов
Г снижение содержания липопротеидов высокой плотности и повышение общего холестерина


",В повышение содержания липопротеидов очень низкой плотности и триглицеридов,"Для IV фенотипа дислипидемий характерно:
повышение содержания триглицеридов;
увеличение уровня липопротеидов очень низкой плотности;
снижение содержания липопротеидов высокой плотности.
Это связано с тем, что при IV фенотипе дислипидемий наблюдается семейная гипертриглицеридемия, которая характеризуется повышенным уровнем триглицеридов и липопротеидов очень низкой плотности, а также снижением уровня липопротеидов высокой плотности.",0
77,"НАИБОЛЕЕ ЧАСТЫМ ФЕНОТИПИЧЕСКИМ ПРОЯВЛЕНИЕМ СЕМЕЙНОЙ (НАСЛЕДСТВЕННОЙ) ГИПЕРТРИГЛИЦЕРИДЕМИИ И ХИЛОМИКРОНЕМИИ ЯВЛЯЕТСЯ НАЛИЧИЕ:
А ксантелазм век
Б липоидной дуги роговицы
В ксантоматоза сухожилий
Г эруптивного ксантоматоза кожи
",Г эруптивного ксантоматоза кожи,"Наиболее частым фенотипическим проявлением семейной (наследственной) гипертриглицеридемии и хиломикронемии является наличие липоидной дуги роговицы (Б). Это связано с тем, что липоидная дуга роговицы является характерным признаком этих состояний и встречается у большинства пациентов с этими заболеваниями.",-1
78,"КАКОЙ ТИП ГИПЕРЛИПИДЕМИИ (ПО ФРИДРИКСЕНУ) С ВЫСОКОЙ АТЕРОГЕННОСТЬЮ НАИБОЛЕЕ ЧАСТО ВСТРЕЧАЕТСЯ?:
А III
Б IIА
В IIВ
Г I
",В IIВ,"Наиболее часто встречается IIA тип гиперлипидемии, так как он связан с повышенным уровнем холестерина ЛПНП.",-1
79,"К АНТИАТЕРОГЕННЫМ ЛИПОПРОТЕИДАМ ОТНОСЯТ:
А ЛПВП
Б хиломикроны
В ЛПОНП
Г ЛПНП
",А ЛПВП,"Правильный ответ — А (ЛПВП). Антиатерогенные липопротеиды включают ЛПВП, которые обладают способностью растворять холестериновые бляшки и удалять их со стенок артерий, отправляя плохой холестерин обратно в печень на переработку в жёлчные кислоты.",1
